t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d,psi_t
514.0,1.9640766078727945,13.575828913546946,3.783463854723605,39.0,5.919440988809669,21.0,25,21.5,-1.4789367421373252
515.0,1.9640766078727945,13.575828913546946,3.864033572576719,38.0,5.919440988809669,21.0,25,21.5,-1.4609748085716188
516.0,2.018846921063666,13.084157110109565,3.9547608271550376,37.0,5.919440988809669,20.5,25,21.0,-1.4460847654675404
517.0,2.08187425077244,12.585808614952624,4.055449176108609,36.0,5.919440988809669,20.0,25,20.5,-1.4337513429569466
518.0,2.1518745744833327,12.083066553611705,4.165321627437669,35.0,5.919440988809669,19.5,25,20.0,-1.4235038506111393
519.0,2.22774316950229,11.577817355895455,4.28199333138201,34.0,5.919440988809669,19.0,25,19.5,-1.4149227381690068
520.0,2.22774316950229,11.577817355895455,4.403464318011445,33.0,5.919440988809669,19.0,25,19.5,-1.4076404365619646
521.0,2.308540635244192,11.071593332727444,4.528220119428824,32.0,5.919440988809669,18.5,25,19.0,-1.4013388127761193
522.0,2.3934795735948526,10.565612637356184,4.654356798742444,31.0,5.919440988809669,18.0,25,18.5,-1.3957448331943523
523.0,2.481911911852212,10.06081668474486,4.7800636658940014,30.0,5.919440988809669,17.5,25,18.0,-1.3906254674741692
524.0,2.5733168527510877,9.557905102951583,4.903817583271222,29.0,5.919440988809669,17.0,25,17.5,-1.3857824660408893
525.0,2.66728943607594,9.057368290311576,5.024586153107537,28.0,5.919440988809669,16.5,25,17.0,-1.381047375067332
526.0,2.7635296963660103,8.559517652232277,5.142092780182013,27.0,5.919440988809669,16.0,25,16.5,-1.3762769783472348
527.0,2.8618324012173377,8.064513591412595,5.2558674907193,26.0,5.919440988809669,15.5,25,16.0,-1.3713492467037216
528.0,2.9620773546859134,7.57239132529757,5.365815804702953,25.0,5.919440988809669,15.0,25,15.5,-1.3661598107443533
529.0,3.0642202502965246,7.0830846045793425,5.4715066023902414,24.0,5.919440988809669,14.5,25,15.0,-1.3606189364940475
530.0,3.168284058161607,6.596447406555981,5.5722734722911795,23.0,5.919440988809669,14.0,25,14.5,-1.354648965225019
531.0,3.2743509307145224,6.112273677158829,5.667821262178262,22.0,5.919440988809669,13.5,25,14.0,-1.3481821717053004
532.0,3.4930733319581755,5.150297634471158,5.757528359461203,21.0,5.919440988809669,12.5,25,13.0,-1.3411589945889053
533.0,3.6061231794103863,4.67193489204384,5.8407852982283135,20.0,5.919440988809669,12.0,25,12.5,-1.3335265958938236
534.0,3.7219519229115807,4.1949417656842325,5.916439768137591,19.0,5.919440988809669,11.5,25,12.0,-1.3252377116609708
535.0,3.840833279313333,3.719045045091786,5.983324360253253,18.0,5.919440988809669,11.0,25,11.5,-1.3162497618578781
