t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d,psi_t
761.0,-13.138227884549561,-14.087815109677749,4.58829016737172,13.0,3.273588712712701,5.0,3.40604198741002,6.2,0.023068506758996212
762.0,-12.635332095349677,-14.07651439891274,4.470622186004985,12.0,3.273588712712701,4.5,3.3849437927386625,6.2,0.02274283598282647
763.0,-12.13259525943582,-14.064960790922413,4.350192180812245,11.0,3.273588712712701,4.0,3.3789244501764166,5.7,0.02277702786468615
764.0,-11.630082353386495,-14.053325391364082,4.228199651151776,10.0,3.273588712712701,3.5,3.388087861906772,5.7,0.02288879972942242
765.0,-11.127846883058703,-14.041784293898392,4.106540740087696,9.0,3.273588712712701,3.0,3.4129479955018365,5.7,0.022836094256764063
766.0,-10.625931573197116,-14.03051607512214,3.987614916212447,8.0,3.273588712712701,2.5,3.4547165701400164,5.2,0.022375664172423225
767.0,-10.625931573197116,-14.03051607512214,3.872620107885616,7.0,3.273588712712701,2.5,3.51370088937576,5.7,0.021407759002238465
768.0,-10.12436905137923,-14.01969945136522,3.7626536872266096,6.0,3.273588712712701,2.0,3.5903051820144762,5.7,0.020114194000485246
769.0,-9.623182525747414,-14.00951109372842,3.659415063913904,5.0,3.273588712712701,1.5,3.68433094333286,5.7,0.01881242558380672
770.0,-9.122386455979168,-14.000123597738767,3.5649004053409405,4.0,3.273588712712701,1.0,3.794977799671561,5.2,0.01768404932528417
771.0,-9.122386455979168,-14.000123597738767,3.479505523777768,3.0,3.273588712712701,1.0,3.920740567800935,5.7,0.016683817123472448
772.0,-8.621987216946343,-13.991703603999245,3.4029252151641534,2.0,3.273588712712701,0.5,4.060008035706333,5.7,0.015464995748916873
773.0,-8.121983754514648,-13.984410066209481,3.334654700265081,1.0,3.273588712712701,0.0,4.211670125971406,5.7,0.011428315953371106
774.0,-8.121983754514648,-13.984410066209481,3.273588712712701,0.0,3.273588712712701,0.0,4.3742284085310414,6.2,0.011428315953371106
831.0,7.340164751511699,-14.515285266385606,4.508902416331496,21.0,5.899458473453305,11.0,25.0,12.0,-0.05862808737374367
832.0,7.842416718538715,-14.538415434445035,4.634781936617946,20.0,5.899458473453305,10.5,25.0,11.5,-0.042003987746877025
833.0,8.34488542497891,-14.559370899748735,4.755310262222645,19.0,5.899458473453305,10.0,25.0,11.0,-0.0323709554487922
834.0,8.847526684432953,-14.577831665088182,4.870698243578636,18.0,5.899458473453305,9.5,25.0,10.5,-0.026339382221640326
835.0,9.350290003484824,-14.593474118148926,4.980064337937813,17.0,5.899458473453305,9.0,25.0,10.0,-0.02193472346875436
836.0,9.853118574450473,-14.605972191801126,5.082430045755672,16.0,5.899458473453305,8.5,25.0,9.5,-0.017769722129890152
837.0,10.355949296297087,-14.614998537700655,5.176372019088271,15.0,5.899458473453305,8.0,25.0,9.0,-0.012775581521556532
838.0,10.858712824281966,-14.620225709577484,5.260900973217421,14.0,5.899458473453305,7.5,25.0,8.5,-0.006171462050464985
839.0,11.361333648859825,-14.621327352588285,5.336292280226037,13.0,5.899458473453305,7.0,25.0,8.0,0.0024668755961388114
840.0,11.863730204407606,-14.61797939510961,5.402989502118249,12.0,5.899458473453305,6.5,25.0,7.5,0.01314759542275111
841.0,12.36581500831568,-14.609861239348929,5.460984190601544,11.0,5.899458473453305,6.0,25.0,7.0,0.025496878687665623
842.0,12.867494830994332,-14.596656947149718,5.510932670610302,10.0,5.899458473453305,5.5,25.0,6.5,0.03890664153779189
843.0,13.368670897344533,-14.578056417367721,5.554393649175398,9.0,5.899458473453305,5.0,25.0,6.0,0.05273986016598743
844.0,13.86923912024193,-14.553756551195011,5.592777428076322,8.0,5.899458473453305,4.5,25.0,5.5,0.06650990925446111
845.0,14.369090366582954,-14.523462401808526,5.626288360900107,7.0,5.899458473453305,4.0,25.0,5.0,0.07998673963538949
846.0,14.868110756442098,-14.48688830471999,5.656689478838308,6.0,5.899458473453305,3.5,25.0,4.5,0.09324213225716878
847.0,15.863181744015089,-14.393810639179234,5.686909463847653,5.0,5.899458473453305,2.5,25.0,3.5,0.10668976718520798
848.0,16.358984014716967,-14.33679198392561,5.719493245034911,4.0,5.899458473453305,2.0,25.0,3.0,0.12121130138926789
849.0,16.853459613788115,-14.272465275003672,5.756149870356053,3.0,5.899458473453305,1.5,25.0,2.5,0.13855860529329692
850.0,17.346476611865267,-14.200607285763507,5.797657065573992,2.0,5.899458473453305,1.0,25.0,2.0,0.1626533037830074
851.0,17.837900853780027,-14.121010245813684,5.845128475919071,1.0,5.899458473453305,0.5,25.0,1.5,0.20477116336109902
852.0,18.32759650486401,-14.033482734828794,5.899458473453305,0.0,5.899458473453305,0.0,25.0,1.0,0.20477116336109902
855.0,20.336210395039405,-13.542259955952673,6.1095780607174515,57.0,10.387410511768561,50.0,6.9986460783497275,7.7,0.24046641139643926
856.0,20.797025019501707,-13.385482541305757,6.19498847860107,56.0,10.387410511768561,49.5,7.133193641700751,8.2,0.3089382147984617
857.0,21.70228420409112,-13.038220754672349,6.286087654495442,55.0,10.387410511768561,48.5,7.265801594456044,7.7,0.37030845038324206
858.0,22.14633933866041,-12.847583176465992,6.381766154443455,54.0,10.387410511768561,48.0,7.3951860402561875,8.2,0.4260529526572123
859.0,22.584439427619305,-12.645551217952027,6.481106631586924,53.0,10.387410511768561,47.5,7.521064931244777,8.2,0.4773082190357193
860.0,23.442137455317173,-12.207297705929415,6.583621542130136,52.0,10.387410511768561,46.5,7.64324762453762,8.2,0.5249463129290816
861.0,23.86145128475195,-11.97114017347155,6.688975003690777,51.0,10.387410511768561,46.0,7.761694952135133,8.2,0.569634254755479
862.0,24.680404722807413,-11.465121274227474,6.796103490236153,50.0,10.387410511768561,45.0,7.876606442497938,8.2,0.6118795344897895
863.0,25.07984632632411,-11.195479872508328,6.904145375786928,49.0,10.387410511768561,44.5,7.988781229324032,8.2,0.6520645562095899
864.0,25.85827489558277,-10.62366735050858,7.012215730423588,48.0,10.387410511768561,43.5,8.098651840893028,8.2,0.6904727117044412
865.0,26.237152626804914,-10.32186030102118,7.120358825930055,47.0,10.387410511768561,43.0,8.20641811510966,8.2,0.7273082976261631
866.0,26.974073133777623,-9.687519921588363,7.228187585418628,46.0,10.387410511768561,42.0,8.312289274321483,8.2,0.7627119773751538
867.0,27.683169343111828,-9.013882641590243,7.3347490379698765,45.0,10.387410511768561,41.0,8.415772531384151,8.2,0.7967730495326188
868.0,28.027320896955892,-8.663024175395929,7.439412527881485,44.0,10.387410511768561,40.5,8.516332013842579,8.2,0.8295394367635872
869.0,28.69502938450063,-7.934766320408447,7.541493711460617,43.0,10.387410511768561,39.5,8.614749444992581,8.2,0.8610260423895612
870.0,29.018706666520053,-7.558026225015218,7.6401814180031105,42.0,10.387410511768561,39.0,8.711811863211922,8.7,0.8912219202636081
871.0,29.646106503183532,-6.7810652424447415,7.735099261160131,41.0,10.387410511768561,38.0,8.80784368276368,8.7,0.9200965529068993
872.0,30.24757790900153,-5.9752375609085835,7.825994716328398,40.0,10.387410511768561,37.0,8.903054924013443,8.2,0.9476054221747526
873.0,30.53888882773559,-5.562443694101472,7.913114017250099,39.0,10.387410511768561,36.5,8.997359028626123,8.7,0.9736949780283619
874.0,31.103354163399658,-4.719034408144953,7.997397989971487,38.0,10.387410511768561,35.5,9.091279224619603,8.7,0.9983070582788716
875.0,31.37681633463192,-4.2892039164594316,8.07896196116803,37.0,10.387410511768561,35.0,9.185550329185507,9.2,1.0213827805002358
876.0,31.90703872716369,-3.4152595635588696,8.157416367943961,36.0,10.387410511768561,34.0,9.279881682435397,9.2,1.0428659121958896
