t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d,psi_t
87.0,6.838167438153539,-14.490295634316418,8.518664593115519,15.0,7.530386869211965,12.0,25,12.5,-0.049277614600510326
88.0,7.842416718538715,-14.538415434445035,8.446368584190488,14.0,7.530386869211965,11.0,25,11.5,-0.039478267594759635
89.0,8.847526684432953,-14.577831665088182,8.368288162461901,13.0,7.530386869211965,10.0,25,10.5,-0.029719347944863587
90.0,9.350290003484824,-14.593474118148926,8.286005445931108,12.0,7.530386869211965,9.5,25,10.0,-0.019354954810425772
91.0,10.355949296297087,-14.614998537700655,8.201778465674382,11.0,7.530386869211965,8.5,25,9.0,-0.00777126755221835
92.0,11.361333648859825,-14.621327352588285,8.117478926982193,10.0,7.530386869211965,7.5,25,8.0,0.005478035006976486
93.0,11.863730204407606,-14.61797939510961,8.034526989188599,9.0,7.530386869211965,7.0,25,7.5,0.02062910690445069
94.0,12.867494830994332,-14.596656947149718,7.953931559298207,8.0,7.530386869211965,6.0,25,6.5,0.03773629599456684
95.0,13.368670897344533,-14.578056417367721,7.877233339821792,7.0,7.530386869211965,5.5,25,6.0,0.05672257036847306
96.0,14.369090366582954,-14.523462401808526,7.805448092198168,6.0,7.530386869211965,4.5,25,5.0,0.07741507958274949
97.0,15.366181995889072,-14.443758985203695,7.739694108942549,5.0,7.530386869211965,3.5,25,4.0,0.09954854411409661
98.0,15.863181744015089,-14.393810639179234,7.680810254784322,4.0,7.530386869211965,3.0,25,3.5,0.1227277499002559
99.0,16.853459613788115,-14.272465275003672,7.629276967708014,3.0,7.530386869211965,2.0,25,2.5,0.14633415697605576
100.0,17.346476611865267,-14.200607285763507,7.586402537434987,2.0,7.530386869211965,1.5,25,2.0,0.16933696489559147
101.0,18.32759650486401,-14.033482734828794,7.5531017588802545,1.0,7.530386869211965,0.5,25,1.0,0.18990595048798523
102.0,18.81542663475664,-13.937850528072374,7.530386869211965,0.0,7.530386869211965,0.0,25,0.5,0.18990595048798523
103.0,19.87021843684123,-13.687949239359748,7.5190617799031285,48.0,12.39145263034161,49.5,25,52.0,0.33783689546478035
104.0,20.336210395039405,-13.542259955952673,7.5195564317318615,47.0,12.39145263034161,49.0,25,51.5,0.3638111574330656
105.0,21.252449894142128,-13.217499561271955,7.5330356762728785,46.0,12.39145263034161,48.0,25,50.5,0.3942784783518283
106.0,21.70228420409112,-13.038220754672349,7.56058824827804,45.0,12.39145263034161,47.5,25,50.0,0.4286187218129861
107.0,22.584439427619305,-12.645551217952027,7.603535268544495,44.0,12.39145263034161,46.5,25,49.0,0.46623445464116725
108.0,23.442137455317173,-12.207297705929415,7.662970589138392,43.0,12.39145263034161,45.5,25,48.0,0.5065284259545543
109.0,23.86145128475195,-11.97114017347155,7.7382656777859475,42.0,12.39145263034161,45.0,25,47.5,0.5488930512351807
110.0,24.680404722807413,-11.465121274227474,7.829485108230298,41.0,12.39145263034161,44.0,25,46.5,0.5927101112628284
111.0,25.472490400196985,-10.914938349566514,7.936373621497415,40.0,12.39145263034161,43.0,25,45.5,0.6373587153378611
112.0,25.85827489558277,-10.62366735050858,8.057781949147047,39.0,12.39145263034161,42.5,25,45.0,0.6822291318466539
113.0,26.609091239814592,-10.009732463218816,8.192693350785197,38.0,12.39145263034161,41.5,25,44.0,0.7267396866422817
114.0,27.332095337588342,-9.355478503854544,8.339650427326076,37.0,12.39145263034161,40.5,25,43.0,0.7703538355875015
115.0,27.683169343111828,-9.013882641590243,8.497037151854759,36.0,12.39145263034161,40.0,25,42.5,0.8125948583157849
116.0,28.36458975257401,-8.30321110947203,8.664419708786044,35.0,12.39145263034161,39.0,25,41.5,0.8530563516174747
117.0,29.018706666520053,-7.558026225015218,8.841263779008068,34.0,12.39145263034161,38.0,25,40.5,0.8914076427145297
118.0,29.646106503183532,-6.7810652424447415,9.025408082186644,33.0,12.39145263034161,37.0,25,39.5,0.9273941643694994
119.0,30.24757790900153,-5.9752375609085835,9.213879563462939,32.0,12.39145263034161,36.0,25,38.5,0.9608335452145499
120.0,30.824097910546328,-5.143578819808376,9.40460888128794,31.0,12.39145263034161,35.0,25,37.5,0.9916085754818272
121.0,31.103354163399658,-4.719034408144953,9.596134998008312,30.0,12.39145263034161,34.5,25,37.0,1.019658316225228
122.0,31.64465234958091,-3.854481305615849,9.787356256415725,29.0,12.39145263034161,33.5,25,36.0,1.0449685027448068
123.0,32.16415998020251,-2.971929240984452,9.976623217301533,28.0,12.39145263034161,32.5,25,35.0,1.0675621481860438
124.0,32.66338143606631,-2.074484208179161,10.16209758662059,27.0,12.39145263034161,31.5,25,34.0,1.0874909691208305
125.0,33.1439290592987,-1.1651674490430146,10.341991499222964,26.0,12.39145263034161,30.5,25,33.0,1.1048279921294573
126.0,33.60750263353001,-0.2468712627730376,10.515358164133069,25.0,12.39145263034161,29.5,25,32.0,1.1196614905038857
127.0,34.05586840037619,0.6776828661790795,10.680871279535204,24.0,12.39145263034161,28.5,25,31.0,1.1320902517621814
128.0,34.49083784279121,1.6059832042665718,10.837246887471006,23.0,12.39145263034161,27.5,25,30.0,1.1422200841869719
129.0,35.12219045983355,3.000574471500681,10.983955563001881,22.0,12.39145263034161,26.0,25,28.5,1.150161422159147
130.0,35.53170042441617,3.9289358323841306,11.121137686855604,21.0,12.39145263034161,25.0,25,27.5,1.1560278725214166
131.0,35.93420685970163,4.854375654330834,11.249068564552353,20.0,12.39145263034161,24.0,25,26.5,1.1599355460241672
132.0,36.33146761935505,5.775698155186454,11.36822183105168,19.0,12.39145263034161,23.0,25,25.5,1.162003030182006
