t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,psi_t
1960.0,25.82497250925396,20.725584506725976,1.9035617983138868,45.0,5.9969636733933935,21.0,-2.3867779630330217
1961.0,25.82497250925396,20.725584506725976,2.0306082955607168,44.0,5.9969636733933935,21.0,-2.3878130490893246
1962.0,25.458415768176174,20.378515783346483,2.1678695901737264,43.0,5.9969636733933935,20.5,-2.3898261001364265
1963.0,25.458415768176174,20.378515783346483,2.314131943083626,42.0,5.9969636733933935,20.5,-2.3926541774097343
1964.0,25.087727243262574,20.034139282718147,2.467897339842158,41.0,5.9969636733933935,20.0,-2.396127511017467
1965.0,25.087727243262574,20.034139282718147,2.6275917491117218,40.0,5.9969636733933935,20.0,-2.400085457261368
1966.0,24.71345387165417,19.69247936618846,2.790679402941155,39.0,5.9969636733933935,19.5,-2.4043862953685142
1967.0,24.71345387165417,19.69247936618846,2.9544551206609992,38.0,5.9969636733933935,19.5,-2.4089116921478895
1968.0,24.336090763383087,19.353549700701503,3.1172360786440283,37.0,5.9969636733933935,19.0,-2.413567293342748
1969.0,24.336090763383087,19.353549700701503,3.278109115023476,36.0,5.9969636733933935,19.0,-2.418280922156352
1970.0,23.95608402049817,19.017354020829405,3.436905889022857,35.0,5.9969636733933935,18.5,-2.4229995788696645
1971.0,23.57383348478023,18.683886870538355,3.5933854482924596,34.0,5.9969636733933935,18.0,-2.4276860664293207
1972.0,23.57383348478023,18.683886870538355,3.747194032873132,33.0,5.9969636733933935,18.0,-2.4323157381998852
1973.0,23.18969541404671,18.353134324689584,3.897796353069257,32.0,5.9969636733933935,17.5,-2.436873619916241
1974.0,22.803985087046147,18.025074690275144,4.044048626067694,31.0,5.9969636733933935,17.0,-2.4413519983070326
1975.0,22.416979336941992,17.699679187388465,4.185279036097833,30.0,5.9969636733933935,16.5,-2.445748476118737
1976.0,22.028919013386243,17.376912609929793,4.321277881599377,29.0,5.9969636733933935,16.0,-2.4500644465634265
1977.0,22.028919013386243,17.376912609929793,4.4530495449747685,28.0,5.9969636733933935,16.0,-2.454303922096462
1978.0,21.640011373182496,17.056733966046473,4.581142443757889,27.0,5.9969636733933935,15.5,-2.458472650376336
1979.0,21.25043239953866,16.739097098307955,4.705913600991841,26.0,5.9969636733933935,15.0,-2.4625774561561586
1980.0,20.860329049909247,16.423951283615757,4.827640679462381,25.0,5.9969636733933935,14.5,-2.466625756877198
1981.0,20.46982143242725,16.111241812848114,4.946179909788968,24.0,5.9969636733933935,14.0,-2.470625209243258
1982.0,20.07900491092561,15.800910550239632,5.061227563546219,23.0,5.9969636733933935,13.5,-2.4745834527662356
1983.0,19.687952138548244,15.49289647249554,5.172170380990943,22.0,5.9969636733933935,13.0,-2.4785079236825758
1984.0,19.296715019950703,15.187136187641006,5.279554894117496,21.0,5.9969636733933935,12.5,-2.4824057186536175
1985.0,18.905326602090376,14.883564433605088,5.383551251729661,20.0,5.9969636733933935,12.0,-2.486283492384949
1986.0,18.513802893606318,14.582114556539604,5.4835534947696125,19.0,5.9969636733933935,11.5,-2.490147376911067
1987.0,17.730338864137487,13.985309587098033,5.578437287448878,18.0,5.9969636733933935,10.5,-2.494002912987874
1988.0,17.338360743511597,13.689818249296687,5.667200199392995,17.0,5.9969636733933935,10.0,-2.497854985991871
1989.0,16.946174871866507,13.39617711239676,5.749343006813909,16.0,5.9969636733933935,9.5,-2.5017077600947863
1990.0,16.553736857582248,13.104319029165607,5.823970715929126,15.0,5.9969636733933935,9.0,-2.5055646053828866
1991.0,16.160994687380697,12.814177904937868,5.8902024022948485,14.0,5.9969636733933935,8.5,-2.5094280131167848
