t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d,psi_t
1.0,10.560731541996716,-15.05691138641616,6.963349059899268,56.0,9.317049028528293,45.5,25,48.5,-0.060226682995828174
2.0,11.566333661229384,-15.1204652568902,7.0027472851731565,55.0,9.317049028528293,44.5,25,47.5,-0.06420549242334031
3.0,12.068900630156062,-15.153969929918993,7.0448960112978245,54.0,9.317049028528293,44.0,25,47.0,-0.06824989407283343
4.0,12.571290070299506,-15.18867966553705,7.090420918394058,53.0,9.317049028528293,43.5,25,46.5,-0.07237957004002939
5.0,13.575471959266233,-15.261874036725244,7.139531794872826,52.0,9.317049028528293,42.5,25,45.5,-0.07661197837695873
6.0,14.077232205604306,-15.300438528387518,7.19171848726019,51.0,9.317049028528293,42.0,25,45.0,-0.08096285081477335
7.0,15.080010795776836,-15.381701764078764,7.246584436822633,50.0,9.317049028528293,41.0,25,44.0,-0.08544655102267963
8.0,15.580996937126086,-15.424480364199875,7.303719668771524,49.0,9.317049028528293,40.5,25,43.5,-0.09007633215538997
9.0,16.582082406137506,-15.514531169223403,7.361829192530887,48.0,9.317049028528293,39.5,25,42.5,-0.09486452029586045
10.0,17.08214953131446,-15.561883230217962,7.419998229784156,47.0,9.317049028528293,39.0,25,42.0,-0.09982264245129517
11.0,18.08125205679784,-15.661440309403007,7.476943707826079,46.0,9.317049028528293,38.0,25,41.0,-0.10496151248319538
12.0,18.580255254619047,-15.713725183685625,7.5319566886699505,45.0,9.317049028528293,37.5,25,40.5,-0.11029128481060892
13.0,19.577085014207466,-15.82350724186141,7.584346361421003,44.0,9.317049028528293,36.5,25,39.5,-0.11582148333489746
14.0,20.074879373489466,-15.881084281846714,7.6331165017966285,43.0,9.317049028528293,36.0,25,39.0,-0.12156101141707686
15.0,21.069146544816,-16.00181002384248,7.678069995122473,42.0,9.317049028528293,35.0,25,38.0,-0.12751814764960642
16.0,21.565587154375315,-16.065038581945082,7.718710918929402,41.0,9.317049028528293,34.5,25,37.5,-0.1337005314369214
17.0,22.55700191507305,-16.19742671259005,7.754755179243249,40.0,9.317049028528293,33.5,25,36.5,-0.14011514191838442
18.0,23.546354056258828,-16.337989049461846,7.786601962987452,39.0,9.317049028528293,32.5,25,35.5,-0.14676827345162521
19.0,24.04021639142824,-16.411435365347973,7.814940036878082,38.0,9.317049028528293,32.0,25,35.0,-0.15366551066275866
20.0,25.026233084707012,-16.564857932251027,7.839740868804275,37.0,9.317049028528293,31.0,25,34.0,-0.16081170591627644
21.0,25.518355240331182,-16.644914039360096,7.861076199223615,36.0,9.317049028528293,30.5,25,33.5,-0.16821096192510493
22.0,26.500746663336024,-16.811915541123646,7.87860496852076,35.0,9.317049028528293,29.5,25,32.5,-0.17586662208189743
23.0,26.990983728231498,-16.89894079187026,7.892056371440844,34.0,9.317049028528293,29.0,25,32.0,-0.18378127092224641
24.0,27.96946005859549,-17.080239933323533,7.901854896794803,33.0,9.317049028528293,28.0,25,31.0,-0.1919567469139565
25.0,28.945165314772844,-17.271470115030635,7.909193081471712,32.0,9.317049028528293,27.0,25,30.0,-0.20039416949039526
26.0,29.43193853693501,-17.370909166094545,7.914842889786253,31.0,9.317049028528293,26.5,25,29.5,-0.2090939819063996
27.0,30.40324566319332,-17.57763482887342,7.918898085592464,30.0,9.317049028528293,25.5,25,28.5,-0.21805601109168884
