t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d,psi_t
1.0,42.349243462322114,7.973885967763048,5.385376534653821,46.0,8.049967648382196,34.5,6.957236204844563,16.7,3.104160832330875
2.0,41.85146658167724,7.990426079792764,5.460844463084442,45.0,8.049967648382196,34.0,6.976063405675153,16.7,3.0851189128219723
3.0,41.357163765508396,8.016374850049235,5.544011476358974,44.0,8.049967648382196,33.5,6.9959685655382975,17.2,3.0652761638576482
4.0,40.37673367673843,8.094812367824797,5.637757310314092,43.0,8.049967648382196,32.5,7.01705800816838,16.7,3.045269896575005
5.0,39.88959969343985,8.14640496893389,5.743695522048499,42.0,8.049967648382196,32.0,7.039317087615816,17.2,3.025663523444873
6.0,39.403922340364545,8.205618048627873,5.8623373435857475,41.0,8.049967648382196,31.5,7.063614806173961,17.2,3.006936958689319
7.0,38.91930591313611,8.271959553720325,5.9922849414893475,40.0,8.049967648382196,31.0,7.091309902267705,17.2,2.9894839724033044
8.0,38.43539428753467,8.344923367030429,6.130640694902941,39.0,8.049967648382196,30.5,7.122989519155562,17.7,2.9736153231950007
9.0,37.468447632105615,8.508634376295067,6.274739626470567,38.0,8.049967648382196,29.5,7.1598162581172415,17.2,2.959566084983719
10.0,36.98488156644541,8.598315714083927,6.422986471260858,37.0,8.049967648382196,29.0,7.203303980813247,17.7,2.9475055148739444
11.0,36.50095466819654,8.692491160838426,6.573148062382286,36.0,8.049967648382196,28.5,7.253471991398326,17.7,2.9375479962217095
12.0,35.531304869382275,8.892124109500894,6.723101609376434,35.0,8.049967648382196,27.5,7.310774361857983,17.7,2.9297639179219637
13.0,35.0452957978692,8.996474278323948,6.870415259647702,34.0,8.049967648382196,27.0,7.375543484381338,17.7,2.9241897131609504
14.0,34.558350289526786,9.10310700962297,7.0126316921680685,33.0,8.049967648382196,26.5,7.446725960447316,18.2,2.920836607379644
15.0,33.58135336525668,9.32100696192808,7.147549746591486,32.0,8.049967648382196,25.5,7.5235134112992705,17.7,2.919697880822086
16.0,33.09120844573978,9.431175289812797,7.274170523159325,31.0,8.049967648382196,25.0,7.604646801791652,18.2,2.9207546282446346
17.0,32.10754083227998,9.6512387385044,7.392084147924725,30.0,8.049967648382196,24.0,7.68899318831796,17.7,2.923980106055015
18.0,31.61403777011303,9.76007022783725,7.500541516450663,29.0,8.049967648382196,23.5,7.775420545539642,18.2,2.9293428112726434
19.0,30.623859731527208,9.972739035038163,7.5994707710471525,28.0,8.049967648382196,22.5,25.0,23.0,2.9368084540338417
20.0,30.127292889369606,10.07556980116377,7.689580608849874,27.0,8.049967648382196,22.0,25.0,22.5,2.9463409803753473
21.0,29.131562563011666,10.271797758284901,7.771361785427313,26.0,8.049967648382196,21.0,25.0,21.5,2.957902785818293
22.0,28.6325731090618,10.364264612909334,7.8449494708379115,25.0,8.049967648382196,20.5,25.0,21.0,2.9714542406998916
23.0,27.632843047110896,10.535689661407798,7.910513385362545,24.0,8.049967648382196,19.5,25.0,20.0,2.9869526304769596
24.0,27.132321785237174,10.613810187477403,7.967700311256692,23.0,8.049967648382196,19.0,25.0,19.5,3.004350601604885
25.0,26.130553733686646,10.752902497613993,8.016876744094299,22.0,8.049967648382196,18.0,25.0,18.5,3.0235941979027823
26.0,25.629553052285427,10.813143053193937,8.057949630644263,21.0,8.049967648382196,17.5,25.0,18.0,3.0446205742793846
27.0,24.627950967385694,10.91332896078968,8.091018999483316,20.0,8.049967648382196,16.5,25.0,17.0,3.067355484063393
28.0,23.62773567305963,10.984443314706118,8.117007844027253,19.0,8.049967648382196,15.5,25.0,16.0,3.0917106516751236
29.0,23.1284672091216,11.008422413134053,8.137324165227781,18.0,8.049967648382196,15.0,25.0,15.5,3.11758116154268
30.0,22.13223364075528,11.032059188908038,8.153195433693467,17.0,8.049967648382196,14.0,25.0,14.5,-3.1383422939068852
31.0,21.635510713737393,11.031316399792042,8.165349190940947,16.0,8.049967648382196,13.5,25.0,14.0,-3.1098343000078486
32.0,20.645431052254494,11.003874022678632,8.173802701925219,15.0,8.049967648382196,12.5,25.0,13.0,-3.080248179729006
33.0,19.660558637599504,10.940971866860744,8.17862967067222,14.0,8.049967648382196,11.5,25.0,12.0,-3.0497757302665347
34.0,19.170324958937968,10.895988897845864,8.180054652629162,13.0,8.049967648382196,11.0,25.0,11.5,-3.018632725362076
35.0,18.194709944910592,10.778687196859511,8.178649771203068,12.0,8.049967648382196,10.0,25.0,10.5,-2.9870582805566364
36.0,17.22608346621672,10.624835604540202,8.175483274400356,11.0,8.049967648382196,9.0,25.0,9.5,-2.955313410120666
37.0,16.744558632838835,10.534247859796782,8.170427559191747,10.0,8.049967648382196,8.5,25.0,9.0,-2.9236788946831687
38.0,15.787355113694472,10.326025922900707,8.16307681759764,9.0,8.049967648382196,7.5,25.0,8.0,-2.8924526819851906
39.0,14.838213557418307,10.082356488191312,8.153808957781633,8.0,8.049967648382196,6.5,25.0,7.0,-2.8619471398396543
40.0,14.366735858065018,9.94753534755296,8.143268655767168,7.0,8.049967648382196,6.0,25.0,6.5,-2.8324865579618304
41.0,13.430034697795069,9.652703019531241,8.131524629489848,6.0,8.049967648382196,5.0,25.0,5.5,-2.8044053450527793
42.0,12.501667848893499,9.32554177160716,8.118508191164187,5.0,8.049967648382196,4.0,25.0,4.5,-2.7780473867081694
