t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d,psi_t
2460.0,36.92611835338651,-25.925962713067218,3.742333093138556,16.0,5.024649935070103,7.0,25.0,7.5,2.0188690449759745
2461.0,36.71762177249751,-25.478038567773446,3.791321058681261,15.0,5.024649935070103,6.5,25.0,7.0,2.001629800555364
2462.0,36.51639603128315,-25.027713367442466,3.8483646396878766,14.0,5.024649935070103,6.0,25.0,6.5,1.9821982995604956
2463.0,36.51639603128315,-25.027713367442466,3.9129000115004215,13.0,5.024649935070103,6.0,25.0,6.5,1.9651916471699156
2464.0,36.32238907462015,-24.575044180030126,3.9842852433027436,12.0,5.024649935070103,5.5,25.0,6.0,1.951595341540448
2465.0,36.1355488473852,-24.12008807349235,4.062192862235864,11.0,5.024649935070103,5.0,25.0,5.5,1.9405986339261665
2466.0,35.955823294455,-23.662902115784988,4.144987364275071,10.0,5.024649935070103,4.5,25.0,5.0,1.9309506968854633
2467.0,35.78316036070628,-23.203543374863955,4.231185537175131,9.0,5.024649935070103,4.0,25.0,4.5,1.9213936440778379
2468.0,35.61750799101572,-22.74206891868512,4.319692286494491,8.0,5.024649935070103,3.5,25.0,4.0,1.910684030962903
2469.0,35.45881413026001,-22.27853581520437,4.410008794775812,7.0,5.024649935070103,3.0,25.0,3.5,1.8975727047543796
2470.0,35.30702672331589,-21.8130011323776,4.5009920550918565,6.0,5.024649935070103,2.5,25.0,3.0,1.881061281841327
2471.0,35.30702672331589,-21.8130011323776,4.591469234351897,5.0,5.024649935070103,2.5,25.0,3.0,1.8614002669179142
2472.0,35.16209371506003,-21.34552193816068,4.680674269803443,4.0,5.024649935070103,2.0,25.0,2.5,1.8419324293610808
2473.0,35.023963050369154,-20.876155300509513,4.768576777194639,3.0,5.024649935070103,1.5,25.0,2.0,1.8294191585568809
2474.0,34.892582674119964,-20.40495828737997,4.854982061758828,2.0,5.024649935070103,1.0,25.0,1.5,1.829001869511723
2475.0,34.76790053118916,-19.93198796672794,4.940050186992031,1.0,5.024649935070103,0.5,25.0,1.0,1.8387546670374375
2476.0,34.64986456645343,-19.45730140650932,5.024649935070103,0.0,5.024649935070103,0.0,25.0,0.5,1.8387546670374375
