t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d,psi_t
279.0,-2.512247109730339,-14.509481956289596,1.8320263862728616,33.0,5.387284151592525,11.5,25,24.0,-0.03475701144297257
280.0,-2.011246439371241,-14.525455663522628,1.8492119943370475,32.0,5.387284151592525,11.0,25,23.5,-0.0336016081806263
281.0,-2.011246439371241,-14.525455663522628,1.8746973329047008,31.0,5.387284151592525,11.0,25,23.5,-0.032580341300504724
282.0,-2.011246439371241,-14.525455663522628,1.9083771220594736,30.0,5.387284151592525,11.0,25,23.5,-0.03180099029992104
283.0,-1.5099724630023983,-14.541516448055011,1.9508525956617024,29.0,5.387284151592525,10.5,25,23.0,-0.03133241635019889
284.0,-1.5099724630023983,-14.541516448055011,2.0033230094021284,28.0,5.387284151592525,10.5,25,23.0,-0.03118252832209071
285.0,-1.0084412818664106,-14.557704237932818,2.0671891664770303,27.0,5.387284151592525,10.0,25,22.5,-0.03130388036646712
286.0,-1.0084412818664106,-14.557704237932818,2.1435524836121926,26.0,5.387284151592525,10.0,25,22.5,-0.031619588512250295
287.0,-0.5066689972058924,-14.574058961202116,2.2330206358204574,25.0,5.387284151592525,9.5,25,22.0,-0.03205105832847865
288.0,-0.5066689972058924,-14.574058961202116,2.3347015612279014,24.0,5.387284151592525,9.5,25,22.0,-0.0325350644229924
289.0,-0.5066689972058924,-14.574058961202116,2.4470061810302,23.0,5.387284151592525,9.5,25,22.0,-0.03302896083883243
290.0,-0.004671710263441042,-14.59062054590897,2.568041502779891,22.0,5.387284151592525,9.0,25,21.5,-0.03350864277759239
291.0,-0.004671710263441042,-14.59062054590897,2.6963032841281045,21.0,5.387284151592525,9.0,25,21.5,-0.03396395036612544
292.0,0.4975344777183253,-14.607428920099453,2.8305786334246217,20.0,5.387284151592525,8.5,25,21.0,-0.03439419584566116
293.0,0.9999334654968132,-14.624524011819627,2.9696587346023446,19.0,5.387284151592525,8.0,25,20.5,-0.03480477926022771
294.0,0.9999334654968132,-14.624524011819627,3.1118385337288954,18.0,5.387284151592525,8.0,25,20.5,-0.035204959470342884
295.0,1.502509151829404,-14.641945749115571,3.255820088702692,17.0,5.387284151592525,7.5,25,20.0,-0.035606528838635874
296.0,2.0052454354734977,-14.65973406003335,3.400205001172724,16.0,5.387284151592525,7.0,25,19.5,-0.03602309648797922
297.0,2.0052454354734977,-14.65973406003335,3.5443869272414377,15.0,5.387284151592525,7.0,25,19.5,-0.03646973233917094
298.0,2.5081262151864863,-14.677928872619026,3.686558951108744,14.0,5.387284151592525,6.5,25,19.0,-0.036962780944111887
299.0,3.0111353897257622,-14.696570114918664,3.824927554869504,13.0,5.387284151592525,6.0,25,18.5,-0.03751969419160953
300.0,3.0111353897257622,-14.696570114918664,3.958212576403647,12.0,5.387284151592525,6.0,25,18.5,-0.03815875253292058
301.0,3.514256857848712,-14.715697714978347,4.086611332143051,11.0,5.387284151592525,5.5,25,18.0,-0.038898551871557344
302.0,4.017474518312741,-14.735351600844135,4.210436072427652,10.0,5.387284151592525,5.0,25,17.5,-0.03975713869601446
303.0,4.520772269875239,-14.7555717005621,4.330296762347818,9.0,5.387284151592525,4.5,25,17.0,-0.04075069443579691
304.0,5.024134011293592,-14.776397942178304,4.447377934243952,8.0,5.387284151592525,4.0,25,16.5,-0.04189172003163986
305.0,5.527543641325202,-14.797870253738825,4.562954609680004,7.0,5.387284151592525,3.5,25,16.0,-0.04318677203964639
306.0,6.030985058727458,-14.820028563289714,4.678326834456951,6.0,5.387284151592525,3.0,25,15.5,-0.044633961466133014
307.0,6.534442162257749,-14.842912798877066,4.794081489712081,5.0,5.387284151592525,2.5,25,15.0,-0.04622062967693829
308.0,6.534442162257749,-14.842912798877066,4.910590392203365,4.0,5.387284151592525,2.5,25,15.0,-0.04792180391930438
309.0,7.0378988506734785,-14.866562888546925,5.028142410473275,3.0,5.387284151592525,2.0,25,14.5,-0.04970010698199182
310.0,7.541339022732033,-14.891018760345373,5.1464487173195455,2.0,5.387284151592525,1.5,25,14.0,-0.05150764111978904
311.0,8.044746577190804,-14.916320342318466,5.266021535276892,1.0,5.387284151592525,1.0,25,13.5,-0.05328993935659026
312.0,9.05139942833858,-14.9696203489729,5.387284151592525,0.0,5.387284151592525,0.0,25,12.5,-0.05328993935659026
313.0,9.554612522542367,-14.997698629746372,5.509863956578238,59.0,9.734201892810725,46.5,25,49.5,-0.03707288921198604
314.0,10.057728594175952,-15.026782332878769,5.6335866657041835,58.0,9.734201892810725,46.0,25,49.0,-0.04605523519771274
315.0,10.560731541996716,-15.05691138641616,5.758478362380117,57.0,9.734201892810725,45.5,25,48.5,-0.05353058864557329
316.0,11.063605264762066,-15.088125718404612,5.884163649151849,56.0,9.734201892810725,45.0,25,48.0,-0.059905779240570244
317.0,11.566333661229384,-15.1204652568902,6.010665601245838,55.0,9.734201892810725,44.5,25,47.5,-0.06547231189037943
318.0,12.068900630156062,-15.153969929918993,6.137207186497781,54.0,9.734201892810725,44.0,25,47.0,-0.07044613044559896
319.0,13.073485880417097,-15.224634391790445,6.262685879077761,53.0,9.734201892810725,43.0,25,46.0,-0.074992047359586
320.0,13.575471959266233,-15.261874036725244,6.38603272227758,52.0,9.734201892810725,42.5,25,45.5,-0.0792392935016879
321.0,14.077232205604306,-15.300438528387518,6.506369221770313,51.0,9.734201892810725,42.0,25,45.0,-0.08329171288869601
322.0,14.578750518188713,-15.340367794823338,6.623730559888438,50.0,9.734201892810725,41.5,25,44.5,-0.08723461185550939
323.0,15.580996937126086,-15.424480364199875,6.737686461241722,49.0,9.734201892810725,40.5,25,43.5,-0.09113945194830031
324.0,16.081692840993842,-15.468743523232732,6.846798587661244,48.0,9.734201892810725,40.0,25,43.0,-0.09506711398495582
325.0,16.582082406137506,-15.514531169223403,6.950086253421607,47.0,9.734201892810725,39.5,25,42.5,-0.09907019163407851
326.0,17.581878115282105,-15.610839634262474,7.047413656796372,46.0,9.734201892810725,38.5,25,41.5,-0.1031946113330459
327.0,18.08125205679784,-15.661440309403007,7.1391856580425195,45.0,9.734201892810725,38.0,25,41.0,-0.10748077586043507
