t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d,psi_t
27.0,-18.6484014105037,-14.16037787388733,7.375570655210347,54.0,7.061976780618867,37.5,6.180617719937061,18.7,-0.01325100162037033
28.0,-18.15202912776191,-14.158702771929141,7.3402415661884035,53.0,7.061976780618867,37.0,6.162000020285621,18.7,-0.0037741996222398406
29.0,-17.15497998287456,-14.152504064868168,7.304450386579402,52.0,7.061976780618867,36.0,6.141526085591432,18.2,0.004249035716310936
30.0,-16.654759325784582,-14.147826689148625,7.2678014130822275,51.0,7.061976780618867,35.5,6.118931397719702,18.7,0.010896902499893953
31.0,-16.153680675894815,-14.142064031890106,7.230592296624116,50.0,7.061976780618867,35.0,6.093657431296906,18.7,0.01624648978791063
32.0,-15.149660539362753,-14.1273957625877,7.192912145299705,49.0,7.061976780618867,34.0,6.066364401352758,18.2,0.020373833288227325
33.0,-14.64703252463249,-14.118620891138717,7.155363874744596,48.0,7.061976780618867,33.5,6.038003941701263,18.2,0.02335404799101472
34.0,-13.64120548501111,-14.098699476117876,7.118746272343185,47.0,7.061976780618867,32.5,6.0085156802658,17.7,0.02526151055045405
35.0,-13.138227884549561,-14.087815109677749,7.083468187971199,46.0,7.061976780618867,32.0,5.978053818760753,18.2,0.026170068733522955
36.0,-12.13259525943582,-14.064960790922413,7.049744279050128,45.0,7.061976780618867,31.0,5.9477976361002725,17.7,0.02615325916209453
37.0,-11.630082353386495,-14.053325391364082,7.017680998734554,44.0,7.061976780618867,30.5,5.918266794425543,17.7,0.025284517961029596
38.0,-11.127846883058703,-14.041784293898392,6.986688672039138,43.0,7.061976780618867,30.0,5.889994991508907,17.7,0.023637371890873195
39.0,-10.12436905137923,-14.01969945136522,6.9569013288963655,42.0,7.061976780618867,29.0,5.863716850258036,17.2,0.021285600190204486
40.0,-9.623182525747414,-14.00951109372842,6.9289619496718275,41.0,7.061976780618867,28.5,5.8402974110913215,17.7,0.018303359766901162
41.0,-9.122386455979168,-14.000123597738767,6.9035050698902225,40.0,7.061976780618867,28.0,5.8197288356073775,17.7,0.014765268628145652
