t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d,psi_t
199.0,44.502831047171966,-16.32138872605551,1.05947202417053,20.0,3.3813251987941064,3.5,25,15.0,2.388897174330216
200.0,44.502831047171966,-16.32138872605551,1.0680348917521376,19.0,3.3813251987941064,3.5,25,15.0,2.444467443393518
201.0,44.502831047171966,-16.32138872605551,1.0847224990752242,18.0,3.3813251987941064,3.5,25,15.0,2.4659251424204176
202.0,44.502831047171966,-16.32138872605551,1.1095422659817875,17.0,3.3813251987941064,3.5,25,15.0,2.46571415618619
203.0,44.118612838895686,-16.000385826504743,1.1424561610845294,16.0,3.3813251987941064,3.0,25,14.5,2.455098360683164
204.0,44.118612838895686,-16.000385826504743,1.183769103330544,15.0,3.3813251987941064,3.0,25,14.5,2.4410717656670458
205.0,44.118612838895686,-16.000385826504743,1.2345583218301193,14.0,3.3813251987941064,3.0,25,14.5,2.427248434114971
206.0,44.118612838895686,-16.000385826504743,1.295784183419446,13.0,3.3813251987941064,3.0,25,14.5,2.4152338693660678
207.0,44.118612838895686,-16.000385826504743,1.3683319955332478,12.0,3.3813251987941064,3.0,25,14.5,2.4055484022096545
208.0,43.743093807571924,-15.666715024478039,1.4538934795919545,11.0,3.3813251987941064,2.5,25,14.0,2.3981125213731893
209.0,43.743093807571924,-15.666715024478039,1.554650957610743,10.0,3.3813251987941064,2.5,25,14.0,2.392462315084548
210.0,43.743093807571924,-15.666715024478039,1.6712218105326415,9.0,3.3813251987941064,2.5,25,14.0,2.387837664476813
211.0,43.37569071515136,-15.322342084923456,1.8044458539950707,8.0,3.3813251987941064,2.0,25,13.5,2.3832536072492636
212.0,43.37569071515136,-15.322342084923456,1.9550861720139088,7.0,3.3813251987941064,2.0,25,13.5,2.3776400527926356
213.0,43.37569071515136,-15.322342084923456,2.121984479208084,6.0,3.3813251987941064,2.0,25,13.5,2.370082397435873
214.0,43.01592143610536,-14.968924864535651,2.303764833918601,5.0,3.3813251987941064,1.5,25,13.0,2.3600979638209374
215.0,43.01592143610536,-14.968924864535651,2.498378137912674,4.0,3.3813251987941064,1.5,25,13.0,2.347798643608845
216.0,42.66339023676672,-14.60784635462084,2.7051458389521246,3.0,3.3813251987941064,1.0,25,12.5,2.3338231505805305
217.0,42.66339023676672,-14.60784635462084,2.922685896568429,2.0,3.3813251987941064,1.0,25,12.5,2.3190753836805884
218.0,42.31777411030433,-14.240245719306168,3.14879457729462,1.0,3.3813251987941064,0.5,25,12.0,2.304429235488172
219.0,41.978810136518476,-13.867047382473135,3.3813251987941064,0.0,3.3813251987941064,0.0,25,11.5,2.304429235488172
246.0,33.697962497623955,-0.797739188419019,7.1707963358332805,16.0,6.738599884990946,11.5,25,12.0,2.085305621459057
247.0,33.18888178932282,0.07464439207279483,7.161384861882513,15.0,6.738599884990946,10.5,25,11.0,2.1097713422506286
248.0,32.927717364825185,0.5056012775514915,7.1444344772697015,14.0,6.738599884990946,10.0,25,10.5,2.134277798346589
249.0,32.6615491153975,0.9323817066430742,7.121126869393637,13.0,6.738599884990946,9.5,25,10.0,2.157958471504652
250.0,32.11260345496644,1.7714547164515793,7.0925652235280845,12.0,6.738599884990946,8.5,25,9.0,2.1809175967636523
251.0,31.829108779163533,2.1828296527868716,7.060001100566486,11.0,6.738599884990946,8.0,25,8.5,2.2038509577283514
