t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d
2106.0,-3.636728127884574,-13.99007126950556,0.7480491761909774,15.0,1.0509089446759887,1.5,25,18.0
2107.0,-3.1394404865162002,-14.000132163278392,0.7061396816494595,14.0,1.0509089446759887,1.0,25,17.5
2108.0,-3.1394404865162002,-14.000132163278392,0.6795573632887808,13.0,1.0509089446759887,1.0,25,17.5
2109.0,-3.1394404865162002,-14.000132163278392,0.6667980278915048,12.0,1.0509089446759887,1.0,25,17.5
2110.0,-3.1394404865162002,-14.000132163278392,0.6665746769867574,11.0,1.0509089446759887,1.0,25,17.5
2111.0,-3.1394404865162002,-14.000132163278392,0.6770161150223827,10.0,1.0509089446759887,1.0,25,17.5
2112.0,-3.1394404865162002,-14.000132163278392,0.6965489358257608,9.0,1.0509089446759887,1.0,25,17.5
2113.0,-3.1394404865162002,-14.000132163278392,0.723207611962153,8.0,1.0509089446759887,1.0,25,17.5
2114.0,-2.642224754355933,-14.012201959811819,0.7549142534089551,7.0,1.0509089446759887,0.5,25,17.0
2115.0,-2.642224754355933,-14.012201959811819,0.7899907974147548,6.0,1.0509089446759887,0.5,25,17.0
2116.0,-2.642224754355933,-14.012201959811819,0.8275766369346105,5.0,1.0509089446759887,0.5,25,17.0
2117.0,-2.642224754355933,-14.012201959811819,0.8669479799849585,4.0,1.0509089446759887,0.5,25,17.0
2118.0,-2.642224754355933,-14.012201959811819,0.9089577162882769,3.0,1.0509089446759887,0.5,25,17.0
2119.0,-2.642224754355933,-14.012201959811819,0.9538537047157704,2.0,1.0509089446759887,0.5,25,17.0
2120.0,-2.145038271272796,-14.02626097290764,1.0012090940457943,1.0,1.0509089446759887,0.0,25,16.5
2121.0,-2.145038271272796,-14.02626097290764,1.0509089446759887,0.0,1.0509089446759887,0.0,25,16.5
2122.0,-2.145038271272796,-14.02626097290764,1.1039709054137252,53.0,5.743017471678107,21.0,25,21.5
2123.0,-2.145038271272796,-14.02626097290764,1.1622259074723813,52.0,5.743017471678107,21.0,25,21.5
2124.0,-2.145038271272796,-14.02626097290764,1.226615803746226,51.0,5.743017471678107,21.0,25,21.5
2125.0,-1.6478385085105103,-14.042271075919558,1.2979371209731232,50.0,5.743017471678107,20.5,25,21.0
2126.0,-1.6478385085105103,-14.042271075919558,1.377759921031237,49.0,5.743017471678107,20.5,25,21.0
2127.0,-1.6478385085105103,-14.042271075919558,1.4678655047380873,48.0,5.743017471678107,20.5,25,21.0
2128.0,-1.150583556810588,-14.060175652526963,1.5692717323650485,47.0,5.743017471678107,20.0,25,20.5
