t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d
88.0,27.89964338829874,22.86162040010731,4.504776364038508,39.0,7.429299727430575,23.5,25,24.5
89.0,27.57263855354066,22.499609937869284,4.535723145210695,38.0,7.429299727430575,23.0,25,24.0
90.0,27.236965074069854,22.139875720663905,4.575966080512398,37.0,7.429299727430575,22.5,25,23.5
91.0,26.893544050300942,21.78252341376538,4.6259915099360045,36.0,7.429299727430575,22.0,25,23.0
92.0,26.54322634116751,21.42764299028818,4.685606795282762,35.0,7.429299727430575,21.5,25,22.5
93.0,26.186795811710105,21.07530961480943,4.7532544745679255,34.0,7.429299727430575,21.0,25,22.0
94.0,25.824972509253957,20.725584506725976,4.826819955208605,33.0,7.429299727430575,20.5,25,21.5
95.0,25.458415768176167,20.378515783346483,4.903725157469574,32.0,7.429299727430575,20.0,25,21.0
96.0,25.08772724326258,20.034139282718147,4.9831097649961515,31.0,7.429299727430575,19.5,25,20.5
97.0,24.713453871654174,19.69247936618846,5.064052892693756,30.0,7.429299727430575,19.0,25,20.0
98.0,24.336090763383083,19.353549700701503,5.14502320500112,29.0,7.429299727430575,18.5,25,19.5
99.0,23.956084020498167,19.017354020829412,5.224341624549451,28.0,7.429299727430575,18.0,25,19.0
100.0,23.573833484780224,18.683886870538355,5.3006444438388804,27.0,7.429299727430575,17.5,25,18.5
101.0,23.18969541404671,18.353134324689588,5.3743836976903685,26.0,7.429299727430575,17.0,25,18.0
102.0,22.803985087046144,18.025074690275144,5.446372918741425,25.0,7.429299727430575,16.5,25,17.5
103.0,22.416979336941992,17.699679187388465,5.517499873130945,24.0,7.429299727430575,16.0,25,17.0
104.0,21.640011373182496,17.05673396604647,5.58788450310133,23.0,7.429299727430575,15.0,25,16.0
105.0,21.25043239953866,16.739097098307955,5.657320257860607,22.0,7.429299727430575,14.5,25,15.5
106.0,20.860329049909243,16.423951283615754,5.72654426770631,21.0,7.429299727430575,14.0,25,15.0
107.0,20.46982143242725,16.111241812848117,5.796320641579449,20.0,7.429299727430575,13.5,25,14.5
108.0,20.079004910925608,15.800910550239632,5.867675255158554,19.0,7.429299727430575,13.0,25,14.0
109.0,19.687952138548244,15.492896472495541,5.940515624926847,18.0,7.429299727430575,12.5,25,13.5
110.0,18.905326602090376,14.883564433605084,6.0144312657141565,17.0,7.429299727430575,11.5,25,12.5
111.0,18.51380289360632,14.582114556539604,6.089757750518488,16.0,7.429299727430575,11.0,25,12.0
112.0,18.12214461278864,14.282718968872839,6.166601421366553,15.0,7.429299727430575,10.5,25,11.5
113.0,17.730338864137483,13.985309587098033,6.245079607178758,14.0,7.429299727430575,10.0,25,11.0
114.0,16.946174871866507,13.39617711239676,6.325680239310236,13.0,7.429299727430575,9.0,25,10.0
115.0,16.553736857582248,13.104319029165605,6.407713855190477,12.0,7.429299727430575,8.5,25,9.5
116.0,16.160994687380697,12.814177904937868,6.4906901096878755,11.0,7.429299727430575,8.0,25,9.0
117.0,15.374359563453568,12.238789416177728,6.574724007895693,10.0,7.429299727430575,7.0,25,8.0
118.0,14.980335993391181,11.953418051988525,6.660083802776058,9.0,7.429299727430575,6.5,25,7.5
119.0,14.58574931669966,11.669516219088518,6.745935229454846,8.0,7.429299727430575,6.0,25,7.0
120.0,13.794598838962907,11.105899153748549,6.8316979807365605,7.0,7.429299727430575,5.0,25,6.0
121.0,13.397890087296876,10.826080057890021,6.917174736118786,6.0,7.429299727430575,4.5,25,5.5
122.0,12.601848892748347,10.270184595400341,7.002771327124711,5.0,7.429299727430575,3.5,25,4.5
123.0,12.202379210528882,9.994023908904534,7.08811363692767,4.0,7.429299727430575,3.0,25,4.0
124.0,11.400219838431882,9.445092897805072,7.17358376894004,3.0,7.429299727430575,2.0,25,3.0
125.0,10.997412160445153,9.172260387873333,7.259203297883316,2.0,7.429299727430575,1.5,25,2.5
126.0,10.188077840338021,8.629735157986833,7.3447066932587575,1.0,7.429299727430575,0.5,25,1.5
127.0,9.781460145117817,8.360003883903826,7.429299727430575,0.0,7.429299727430575,0.0,25,1.0
128.0,8.421135030010808,7.505689667325459,7.512768563585597,53.0,9.436595540765747,46.0,8.520317229422858,12.7
129.0,8.421135030010808,7.505689667325459,7.595458150763521,52.0,9.436595540765747,46.0,8.591785991864555,13.2
130.0,7.533326304824891,7.038018623762511,7.676780513340211,51.0,9.436595540765747,45.0,8.663640170274848,13.2
131.0,7.091555030667202,6.79752261718113,7.757120030655708,50.0,9.436595540765747,44.5,8.736192056611394,13.7
132.0,6.211818432723769,6.304953231068804,7.836480849207761,49.0,9.436595540765747,43.5,8.809344712292738,13.7
133.0,5.773659329415585,6.0535846237381215,7.915693195797826,48.0,9.436595540765747,43.0,8.883509631896619,13.7
134.0,4.9002562870525335,5.542446501089373,7.995090609868034,47.0,9.436595540765747,42.0,8.959473457742927,13.7
135.0,4.030047997879542,5.022451308881621,8.07427742154058,46.0,9.436595540765747,41.0,9.037787208161078,13.7
136.0,3.595877998609911,4.760001673282236,8.152621652572872,45.0,9.436595540765747,40.5,9.117572804754563,14.2
137.0,2.7288738316157577,4.231901566126908,8.229054109677492,44.0,9.436595540765747,39.5,9.197659909455231,14.2
138.0,2.295826840347999,3.966916102963406,8.302997758038961,43.0,9.436595540765747,39.0,9.277683245293515,14.2
139.0,1.4301155288526175,3.436686644124329,8.374492725532694,42.0,9.436595540765747,38.0,9.357846526311489,14.2
140.0,0.564224192055736,2.9081704933724204,8.443694312325619,41.0,9.436595540765747,37.0,9.437721192109883,14.2
141.0,0.1309581947349301,2.645293193327671,8.510525946732082,40.0,9.436595540765747,36.5,9.517051722566187,14.7
142.0,-0.7367021163657306,2.1236902152311856,8.57398436784206,39.0,9.436595540765747,35.5,9.596107796393285,14.7
143.0,-1.6064876798842036,1.6093496320189935,8.632637146318615,38.0,9.436595540765747,34.5,9.674503504056423,14.7
144.0,-2.042399389170402,1.3555068549061815,8.685529114567519,37.0,9.436595540765747,34.0,9.75100662342099,15.2
145.0,-2.9166762800534336,0.8555775277805964,8.732591672579224,36.0,9.436595540765747,33.0,9.825212260811469,15.2
146.0,-3.7947369056362312,0.36730838019414946,8.774419304432628,35.0,9.436595540765747,32.0,9.896828818363991,15.2
147.0,-4.677141971161976,-0.1079045661003235,8.811182278218968,34.0,9.436595540765747,31.0,9.964974168054827,15.2
148.0,-5.564386176538292,-0.5688835200401492,8.842729950077635,33.0,9.436595540765747,30.0,10.028768845675923,15.2
149.0,-6.009958575266744,-0.7937278142585242,8.869801091343593,32.0,9.436595540765747,29.5,10.087013257153972,15.7
150.0,-6.905235788829604,-1.2316331649508783,8.893552678766794,31.0,9.436595540765747,28.5,10.138343677346906,15.7
151.0,-7.806278008672695,-1.6533324988153275,8.914789388426403,30.0,9.436595540765747,27.5,10.182986254041591,15.7
152.0,-8.713325509345278,-2.0584238453039383,8.934489632877751,29.0,9.436595540765747,26.5,10.220072638195877,15.7
153.0,-9.62654275659774,-2.446719792504169,8.953227031635016,28.0,9.436595540765747,25.5,10.248973790580207,15.7
154.0,-10.085495733881572,-2.634567716419376,8.97073773164727,27.0,9.436595540765747,25.0,10.270444253779871,16.2
155.0,-11.008110854318083,-2.997768590856648,8.986762345249819,26.0,9.436595540765747,24.0,10.284755672839292,16.2
156.0,-11.936978682950457,-3.3445864910972034,9.001782444049624,25.0,9.436595540765747,23.0,10.293184317790098,16.2
157.0,-12.872005632926534,-3.675506453866724,9.016541271463243,24.0,9.436595540765747,22.0,10.297499285263388,16.2
158.0,-13.81303003934767,-3.9911726769373637,9.031898565639452,23.0,9.436595540765747,21.0,10.298724171469008,16.2
159.0,-14.285723144367399,-4.143525762641936,9.047624535202598,22.0,9.436595540765747,20.5,25,24.0
160.0,-15.235301993847973,-4.437819200865473,9.063546072040458,21.0,9.436595540765747,19.5,25,23.0
161.0,-16.190205327539008,-4.719032551171512,9.081284911839294,20.0,9.436595540765747,18.5,25,22.0
162.0,-17.15007117044941,-4.9881980487245805,9.101086705443477,19.0,9.436595540765747,17.5,25,21.0
163.0,-18.114494734509368,-5.246399966612682,9.122477001889344,18.0,9.436595540765747,16.5,25,20.0
164.0,-19.0830364141973,-5.494743786253583,9.144810058716365,17.0,9.436595540765747,15.5,25,19.0
165.0,-19.56870681328515,-5.6155620081318816,9.168083633998984,16.0,9.436595540765747,15.0,25,18.5
166.0,-20.542547263608707,-5.851155066880285,9.193051224702275,15.0,9.436595540765747,14.0,25,17.5
167.0,-21.51931477398664,-6.079521149166226,9.21877746016249,14.0,9.436595540765747,13.0,25,16.5
168.0,-22.498523344625713,-6.301560304121288,9.244575655485761,13.0,9.436595540765747,12.0,25,15.5
169.0,-23.479698853956673,-6.5180234459865645,9.270087762799228,12.0,9.436595540765747,11.0,25,14.5
170.0,-24.46239181664077,-6.729467475608516,9.295139990876953,11.0,9.436595540765747,10.0,25,13.5
171.0,-24.954176950288815,-6.8334166837609125,9.319715982796902,10.0,9.436595540765747,9.5,25,13.0
172.0,-25.93839094038721,-7.037834471912113,9.343217190026142,9.0,9.436595540765747,8.5,25,12.0
173.0,-26.923197991697503,-7.23745902715698,9.364658950009872,8.0,9.436595540765747,7.5,25,11.0
174.0,-27.908347816235786,-7.431777906850169,9.383472070614374,7.0,9.436595540765747,6.5,25,10.0
175.0,-28.893682888632238,-7.619851091634185,9.399498202031852,6.0,9.436595540765747,5.5,25,9.0
176.0,-29.87915596651712,-7.800252058024771,9.412484414329725,5.0,9.436595540765747,4.5,25,8.0
177.0,-30.864848476794204,-7.971006296648795,9.422394072102907,4.0,9.436595540765747,3.5,25,7.0
178.0,-31.850989767801014,-8.129527276134937,9.429135100315406,3.0,9.436595540765747,2.5,25,6.0
179.0,-32.34434575786901,-8.203208317771441,9.433413208908004,2.0,9.436595540765747,2.0,25,5.5
180.0,-33.331963548587424,-8.337026360547107,9.435879548298612,1.0,9.436595540765747,1.0,25,4.5
181.0,-34.321384802734855,-8.449023933552382,9.436595540765747,0.0,9.436595540765747,0.0,25,3.5
