t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d
187.0,1.9640766078727943,13.575828913546946,1.12929422649724,58.0,5.080344505050814,21.0,25,21.5
188.0,1.9640766078727943,13.575828913546946,1.2707730324491469,57.0,5.080344505050814,21.0,25,21.5
189.0,1.9640766078727943,13.575828913546946,1.4168406720587887,56.0,5.080344505050814,21.0,25,21.5
190.0,1.9640766078727943,13.575828913546946,1.5661809505928745,55.0,5.080344505050814,21.0,25,21.5
191.0,2.018846921063666,13.084157110109562,1.717630629675659,54.0,5.080344505050814,20.5,25,21.0
192.0,2.018846921063666,13.084157110109562,1.8695467044179452,53.0,5.080344505050814,20.5,25,21.0
193.0,2.018846921063666,13.084157110109562,2.0206026947423386,52.0,5.080344505050814,20.5,25,21.0
194.0,2.08187425077244,12.585808614952622,2.169392993443097,51.0,5.080344505050814,20.0,25,20.5
195.0,2.08187425077244,12.585808614952622,2.314868484385236,50.0,5.080344505050814,20.0,25,20.5
196.0,2.151874574483333,12.083066553611705,2.4569609602108047,49.0,5.080344505050814,19.5,25,20.0
197.0,2.151874574483333,12.083066553611705,2.595806791731619,48.0,5.080344505050814,19.5,25,20.0
198.0,2.22774316950229,11.577817355895458,2.7316702381510107,47.0,5.080344505050814,19.0,25,19.5
199.0,2.22774316950229,11.577817355895458,2.864716497316968,46.0,5.080344505050814,19.0,25,19.5
200.0,2.308540635244192,11.071593332727442,2.9949620248009827,45.0,5.080344505050814,18.5,25,19.0
201.0,2.308540635244192,11.071593332727442,3.121151282780122,44.0,5.080344505050814,18.5,25,19.0
202.0,2.3934795735948526,10.565612637356185,3.2423142367759485,43.0,5.080344505050814,18.0,25,18.5
203.0,2.4819119118522117,10.06081668474486,3.3580228855682326,42.0,5.080344505050814,17.5,25,18.0
204.0,2.4819119118522117,10.06081668474486,3.467927716951436,41.0,5.080344505050814,17.5,25,18.0
205.0,2.5733168527510877,9.557905102951583,3.57174032230788,40.0,5.080344505050814,17.0,25,17.5
206.0,2.66728943607594,9.057368290311576,3.6683529069597434,39.0,5.080344505050814,16.5,25,17.0
207.0,2.66728943607594,9.057368290311576,3.7566266796156365,38.0,5.080344505050814,16.5,25,17.0
208.0,2.7635296963660103,8.559517652232277,3.8354909281603056,37.0,5.080344505050814,16.0,25,16.5
209.0,2.861832401217338,8.064513591412595,3.904820948519919,36.0,5.080344505050814,15.5,25,16.0
210.0,2.9620773546859134,7.57239132529757,3.964504501195578,35.0,5.080344505050814,15.0,25,15.5
211.0,2.9620773546859134,7.57239132529757,4.014491910566019,34.0,5.080344505050814,15.0,25,15.5
212.0,3.0642202502965254,7.083084604579344,4.054845946518807,33.0,5.080344505050814,14.5,25,15.0
213.0,3.168284058161607,6.596447406555981,4.085318965515422,32.0,5.080344505050814,14.0,25,14.5
214.0,3.2743509307145224,6.112273677158829,4.107120676337622,31.0,5.080344505050814,13.5,25,14.0
215.0,3.3825546115617264,5.630315195460053,4.121752209922377,30.0,5.080344505050814,13.0,25,13.5
216.0,3.4930733319581755,5.150297634471158,4.130559908777501,29.0,5.080344505050814,12.5,25,13.0
217.0,3.4930733319581755,5.150297634471158,4.134831948217484,28.0,5.080344505050814,12.5,25,13.0
218.0,3.606123179410387,4.67193489204384,4.1364952556481915,27.0,5.080344505050814,12.0,25,12.5
219.0,3.7219519229115807,4.194941765684231,4.137451372523911,26.0,5.080344505050814,11.5,25,12.0
220.0,3.8408332793133333,3.719045045091786,4.139914098142617,25.0,5.080344505050814,11.0,25,11.5
221.0,3.963061605338053,3.2439930962339005,4.144836914765164,24.0,5.080344505050814,10.5,25,11.0
222.0,4.08894699973683,2.769564010767443,4.153762247649713,23.0,5.080344505050814,10.0,25,10.5
223.0,4.08894699973683,2.769564010767443,4.167813635468841,22.0,5.080344505050814,10.0,25,10.5
224.0,4.218810800096945,2.295572394618354,4.186944933958411,21.0,5.080344505050814,9.5,25,10.0
225.0,4.352981458803482,1.8218748695305607,4.210732873265651,20.0,5.080344505050814,9.0,25,9.5
226.0,4.491790782659496,1.3483743613951447,4.239079194825216,19.0,5.080344505050814,8.5,25,9.0
227.0,4.635570520669102,0.8750232491712033,4.271060342584731,18.0,5.080344505050814,8.0,25,8.5
228.0,4.7846492844878625,0.4018254482093937,4.306614848114467,17.0,5.080344505050814,7.5,25,8.0
229.0,4.939349786044978,-0.07116249821071463,4.346296605157084,16.0,5.080344505050814,7.0,25,7.5
230.0,4.939349786044978,-0.07116249821071463,4.389892921245346,15.0,5.080344505050814,7.0,25,7.5
231.0,5.099986376841578,-0.5438312453181169,4.435676354289163,14.0,5.080344505050814,6.5,25,7.0
