t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d
1.0,10.560731541996718,-15.056911386416159,6.963349059899267,56.0,9.317049028528293,45.5,25,48.5
2.0,11.566333661229383,-15.120465256890201,7.002747285173156,55.0,9.317049028528293,44.5,25,47.5
3.0,12.068900630156062,-15.153969929918992,7.0448960112978245,54.0,9.317049028528293,44.0,25,47.0
4.0,12.571290070299504,-15.18867966553705,7.090420918394056,53.0,9.317049028528293,43.5,25,46.5
5.0,13.575471959266231,-15.261874036725244,7.139531794872826,52.0,9.317049028528293,42.5,25,45.5
6.0,14.077232205604306,-15.300438528387518,7.19171848726019,51.0,9.317049028528293,42.0,25,45.0
7.0,15.080010795776838,-15.381701764078766,7.246584436822633,50.0,9.317049028528293,41.0,25,44.0
8.0,15.580996937126086,-15.424480364199875,7.303719668771524,49.0,9.317049028528293,40.5,25,43.5
9.0,16.582082406137506,-15.514531169223405,7.361829192530889,48.0,9.317049028528293,39.5,25,42.5
10.0,17.08214953131446,-15.561883230217962,7.419998229784156,47.0,9.317049028528293,39.0,25,42.0
11.0,18.08125205679784,-15.661440309403003,7.476943707826079,46.0,9.317049028528293,38.0,25,41.0
12.0,18.580255254619047,-15.713725183685625,7.5319566886699505,45.0,9.317049028528293,37.5,25,40.5
13.0,19.577085014207466,-15.82350724186141,7.5843463614210025,44.0,9.317049028528293,36.5,25,39.5
14.0,20.07487937348946,-15.881084281846718,7.6331165017966285,43.0,9.317049028528293,36.0,25,39.0
15.0,21.069146544815997,-16.00181002384248,7.678069995122472,42.0,9.317049028528293,35.0,25,38.0
16.0,21.565587154375315,-16.065038581945082,7.718710918929404,41.0,9.317049028528293,34.5,25,37.5
17.0,22.557001915073048,-16.19742671259005,7.754755179243249,40.0,9.317049028528293,33.5,25,36.5
18.0,23.54635405625883,-16.337989049461846,7.78660196298745,39.0,9.317049028528293,32.5,25,35.5
