t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d
1.0,42.349243462322114,7.973885967763049,5.385376534653821,46.0,8.049967648382196,34.5,6.957236204844564,16.7
2.0,41.85146658167724,7.9904260797927655,5.460844463084442,45.0,8.049967648382196,34.0,6.976063405675152,16.7
3.0,41.3571637655084,8.016374850049235,5.544011476358974,44.0,8.049967648382196,33.5,6.995968565538298,17.2
4.0,40.37673367673843,8.094812367824797,5.637757310314093,43.0,8.049967648382196,32.5,7.01705800816838,16.7
5.0,39.889599693439855,8.14640496893389,5.7436955220485,42.0,8.049967648382196,32.0,7.039317087615815,17.2
6.0,39.403922340364545,8.205618048627873,5.8623373435857475,41.0,8.049967648382196,31.5,7.063614806173961,17.2
7.0,38.91930591313612,8.271959553720325,5.9922849414893475,40.0,8.049967648382196,31.0,7.091309902267705,17.2
8.0,38.43539428753467,8.344923367030429,6.13064069490294,39.0,8.049967648382196,30.5,7.122989519155563,17.7
9.0,37.46844763210562,8.508634376295067,6.274739626470568,38.0,8.049967648382196,29.5,7.159816258117243,17.2
10.0,36.98488156644541,8.598315714083927,6.422986471260858,37.0,8.049967648382196,29.0,7.203303980813248,17.7
11.0,36.50095466819655,8.692491160838426,6.573148062382286,36.0,8.049967648382196,28.5,7.253471991398326,17.7
12.0,35.53130486938227,8.892124109500894,6.723101609376434,35.0,8.049967648382196,27.5,7.310774361857984,17.7
13.0,35.0452957978692,8.996474278323948,6.870415259647702,34.0,8.049967648382196,27.0,7.375543484381337,17.7
14.0,34.55835028952678,9.10310700962297,7.012631692168069,33.0,8.049967648382196,26.5,7.446725960447316,18.2
15.0,33.58135336525668,9.32100696192808,7.147549746591485,32.0,8.049967648382196,25.5,7.5235134112992705,17.7
16.0,33.09120844573978,9.431175289812796,7.274170523159325,31.0,8.049967648382196,25.0,7.604646801791652,18.2
17.0,32.10754083227998,9.6512387385044,7.392084147924725,30.0,8.049967648382196,24.0,7.68899318831796,17.7
18.0,31.61403777011303,9.76007022783725,7.500541516450662,29.0,8.049967648382196,23.5,7.775420545539643,18.2
19.0,30.62385973152721,9.972739035038163,7.5994707710471525,28.0,8.049967648382196,22.5,25,23.0
20.0,30.1272928893696,10.07556980116377,7.689580608849874,27.0,8.049967648382196,22.0,25,22.5
21.0,29.131562563011663,10.271797758284901,7.771361785427313,26.0,8.049967648382196,21.0,25,21.5
22.0,28.632573109061795,10.364264612909334,7.84494947083791,25.0,8.049967648382196,20.5,25,21.0
23.0,27.632843047110896,10.535689661407798,7.910513385362545,24.0,8.049967648382196,19.5,25,20.0
