3.871667231139614529e+01,-2.772712292895744923e+01
3.841230422305751802e+01,-2.731433148010545864e+01
3.812032431611571326e+01,-2.689690665361205646e+01
3.784038630853668650e+01,-2.647497675289226393e+01
3.757214391828634348e+01,-2.604867008136109519e+01
3.731525086333062546e+01,-2.561811494243356435e+01
3.706936086163544530e+01,-2.518343963952469622e+01
3.683412763116673716e+01,-2.474477247604950492e+01
3.660920488989043520e+01,-2.430224175542300813e+01
3.639424635577243805e+01,-2.385597578106022354e+01
3.618890574677870831e+01,-2.340610285637616883e+01
3.599283678087515170e+01,-2.295275128478585458e+01
3.580569317602770241e+01,-2.249604936970430913e+01
3.562712865020229458e+01,-2.203612541454654306e+01
3.545679692136484107e+01,-2.157310772272757404e+01
3.529435170748128314e+01,-2.110712459766242333e+01
3.513944672651752654e+01,-2.063830434276610148e+01
3.499173569643951254e+01,-2.016677526145362975e+01
3.485087233521316818e+01,-1.969266565714002937e+01
3.471651036080442054e+01,-1.921610383324031091e+01
3.458830349117919667e+01,-1.873721809316949916e+01
3.446590544430341652e+01,-1.825613674034260114e+01
3.434896993814302135e+01,-1.777298807817464166e+01
3.423715069066392402e+01,-1.728790041008063838e+01
3.413010141983205159e+01,-1.680100203947560544e+01
3.402747584361333821e+01,-1.631242126977456053e+01
3.392892767997371095e+01,-1.582228640439252665e+01
3.383411064687909686e+01,-1.533072574674451616e+01
3.374267846229541590e+01,-1.483786760024553963e+01
3.365428484418860222e+01,-1.434384026831062720e+01
3.356858351052458289e+01,-1.384877205435478942e+01
3.348522817926927786e+01,-1.335279126179304221e+01
3.340387256838862129e+01,-1.285602619404040681e+01
3.332417039584853313e+01,-1.235860515451189912e+01
3.324577537961495466e+01,-1.186065644662253860e+01
3.316834123765379161e+01,-1.136230837378733760e+01
3.309152168793098525e+01,-1.086368923942131914e+01
3.301497044841246264e+01,-1.036492734693949380e+01
3.293834123706414374e+01,-9.866150999756886364e+00
3.286128777185196270e+01,-9.367488501288510960e+00
3.278346377074183948e+01,-8.869068154949385274e+00
3.270452295169970824e+01,-8.371018264154521660e+00
3.262411903269149605e+01,-7.873467132318943129e+00
3.254190573168311573e+01,-7.376543062857667366e+00
3.245753676664051568e+01,-6.880374359185712052e+00
3.237066585552960873e+01,-6.385089324718094872e+00
3.228094671631632195e+01,-5.890816262869826403e+00
3.218803306696658240e+01,-5.397683477055931434e+00
3.209157862544633133e+01,-4.905819270691409884e+00
3.199123710972147450e+01,-4.415351947191307858e+00
3.188666223775795316e+01,-3.926409809970628828e+00
3.177750772752169439e+01,-3.439121162444390478e+00
3.166342729697861813e+01,-2.953614308027603386e+00
3.154407466409464789e+01,-2.470017550135299444e+00
3.141910354683572137e+01,-1.988459192182475022e+00
3.128816766316776210e+01,-1.509067537584162011e+00
3.115092073105670067e+01,-1.031970889755388754e+00
3.100701646846844639e+01,-5.572975521111516173e-01
3.085610859336895118e+01,-8.517582806647894245e-02
3.069785082372412433e+01,3.842659789636222456e-01
3.053189687749990355e+01,8.508995655641236056e-01
3.035790047266220526e+01,1.314596628320011007e+00
3.017551532717696361e+01,1.775228863816270319e+00
2.998439515901010566e+01,2.232667968637880307e+00
2.978419368612755491e+01,2.686785639369823286e+00
2.957456462649524553e+01,3.137453572597078022e+00
2.935516169807908682e+01,3.584543464904644594e+00
2.596171711103568569e+01,8.118582889041828565e+00
2.575939823366471870e+01,8.271686584747765636e+00
2.555705652096641955e+01,8.420559903985672889e+00
2.535468296717963455e+01,8.565212883863768667e+00
