t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d
1.0,21.139872675547203,11.021969510651328,6.957236204844564,17.0,7.775420545539643,12.5,25,13.5
2.0,20.645431052254498,11.003874022678634,6.976063405675152,16.0,7.775420545539643,12.0,25,13.0
3.0,19.660558637599504,10.940971866860746,6.995968565538298,15.0,7.775420545539643,11.0,25,12.0
4.0,19.170324958937975,10.895988897845864,7.01705800816838,14.0,7.775420545539643,10.5,25,11.5
5.0,18.194709944910592,10.778687196859511,7.039317087615815,13.0,7.775420545539643,9.5,25,10.5
6.0,17.709487754545105,10.706326743532014,7.063614806173961,12.0,7.775420545539643,9.0,25,10.0
7.0,17.22608346621672,10.624835604540205,7.091309902267705,11.0,7.775420545539643,8.5,25,9.5
8.0,16.264967158833326,10.434619069782112,7.122989519155563,10.0,7.775420545539643,7.5,25,8.5
9.0,15.787355113694472,10.326025922900708,7.159816258117243,9.0,7.775420545539643,7.0,25,8.0
10.0,14.838213557418307,10.082356488191312,7.203303980813248,8.0,7.775420545539643,6.0,25,7.0
11.0,14.366735858065018,9.94753534755296,7.253471991398326,7.0,7.775420545539643,5.5,25,6.5
12.0,13.43003469779507,9.652703019531241,7.310774361857984,6.0,7.775420545539643,4.5,25,5.5
13.0,12.964813894794425,9.493060400540411,7.375543484381337,5.0,7.775420545539643,4.0,25,5.0
14.0,12.040577741540023,9.150374188374972,7.446725960447316,4.0,7.775420545539643,3.0,25,4.0
15.0,11.581516929982131,8.967800425249397,7.5235134112992705,3.0,7.775420545539643,2.5,25,3.5
16.0,10.669338672693824,8.581478904720957,7.604646801791652,2.0,7.775420545539643,1.5,25,2.5
17.0,10.216130707470798,8.378287397032704,7.68899318831796,1.0,7.775420545539643,1.0,25,2.0
18.0,9.315199062325311,7.95332513261587,7.775420545539643,0.0,7.775420545539643,0.0,25,1.0
19.0,8.421135030010808,7.505689667325459,7.862193325020697,48.0,10.976373289935069,46.5,25,49.5
20.0,7.9764901892046645,7.274189345900844,7.948155562141445,47.0,10.976373289935069,46.0,25,49.0
21.0,7.091555030667202,6.79752261718113,8.032843401934336,46.0,10.976373289935069,45.0,25,48.0
22.0,6.6510842266390195,6.553050279856709,8.115014462094322,45.0,10.976373289935069,44.5,25,47.5
23.0,5.773659329415585,6.0535846237381215,8.194792922948084,44.0,10.976373289935069,43.5,25,46.5
24.0,4.9002562870525335,5.542446501089373,8.272785847584839,43.0,10.976373289935069,42.5,25,45.5
25.0,4.464805366039323,5.2833813311378,8.349589686924741,42.0,10.976373289935069,42.0,25,45.0
26.0,3.595877998609911,4.760001673282236,8.425937451108927,41.0,10.976373289935069,41.0,25,44.0
27.0,2.7288738316157577,4.231901566126908,8.502635791917704,40.0,10.976373289935069,40.0,25,43.0
28.0,2.295826840347999,3.966916102963406,8.58002532979944,39.0,10.976373289935069,39.5,25,42.5
29.0,1.4301155288526175,3.436686644124329,8.659034935834363,38.0,10.976373289935069,38.5,25,41.5
30.0,0.564224192055736,2.9081704933724204,8.739317056269329,37.0,10.976373289935069,37.5,25,40.5
31.0,0.1309581947349301,2.645293193327671,8.820534842060315,36.0,10.976373289935069,37.0,25,40.0
32.0,-0.7367021163657306,2.1236902152311856,8.902878043082474,35.0,10.976373289935069,36.0,25,39.0
33.0,-1.6064876798842036,1.6093496320189935,8.98626318443879,34.0,10.976373289935069,35.0,25,38.0
34.0,-2.4791023714244034,1.10418029259613,9.070804657250646,33.0,10.976373289935069,34.0,25,37.0
35.0,-2.9166762800534336,0.8555775277805964,9.155918213374342,32.0,10.976373289935069,33.5,25,36.5
36.0,-3.7947369056362312,0.36730838019414946,9.24059747202528,31.0,10.976373289935069,32.5,25,35.5
37.0,-4.677141971161976,-0.1079045661003235,9.323950892727824,30.0,10.976373289935069,31.5,25,34.5
38.0,-5.564386176538292,-0.5688835200401492,9.40548551112594,29.0,10.976373289935069,30.5,25,33.5
39.0,-6.456894522487225,-1.0146725753485484,9.4855579414181,28.0,10.976373289935069,29.5,25,32.5
40.0,-7.355019482582506,-1.444538810282971,9.563843363418286,27.0,10.976373289935069,28.5,25,31.5
41.0,-8.259039041173931,-1.857970833036081,9.640628764764257,26.0,10.976373289935069,27.5,25,30.5
42.0,-9.169155597198973,-2.2546747727893646,9.716326718467222,25.0,10.976373289935069,26.5,25,29.5
43.0,-10.085495733881572,-2.634567716419376,9.790864203429644,24.0,10.976373289935069,25.5,25,28.5
44.0,-11.008110854318083,-2.997768590856648,9.864466660696868,23.0,10.976373289935069,24.5,25,27.5
45.0,-11.936978682950457,-3.3445864910972034,9.93748815848351,22.0,10.976373289935069,23.5,25,26.5
46.0,-12.872005632926534,-3.675506453866724,10.010105826613422,21.0,10.976373289935069,22.5,25,25.5
47.0,-13.81303003934767,-3.9911726769373637,10.082261501270436,20.0,10.976373289935069,21.5,25,24.5
48.0,-14.759826258403297,-4.292369184097161,10.154861655876951,19.0,10.976373289935069,20.5,25,23.5
49.0,-15.712109632392984,-4.579997935772173,10.228300774811034,18.0,10.976373289935069,19.5,25,22.5
50.0,-16.66954232063542,-4.855054385301095,10.302238518399776,17.0,10.976373289935069,18.5,25,21.5
51.0,-17.63173999626468,-5.11860048086271,10.375937243931268,16.0,10.976373289935069,17.5,25,20.5
52.0,-18.598279408913758,-5.371735113055816,10.448794076351586,15.0,10.976373289935069,16.5,25,19.5
53.0,-19.56870681328515,-5.6155620081318816,10.51961416212591,14.0,10.976373289935069,15.5,25,18.5
54.0,-20.542547263608707,-5.851155066880285,10.58731141886362,13.0,10.976373289935069,14.5,25,17.5
55.0,-21.51931477398664,-6.079521149166226,10.651321203493959,12.0,10.976373289935069,13.5,25,16.5
56.0,-22.988894057627068,-6.41044897981698,10.711069383119503,11.0,10.976373289935069,12.0,25,15.0
57.0,-23.970882417501297,-6.624346901703959,10.765620103366084,10.0,10.976373289935069,11.0,25,14.0
58.0,-24.954176950288815,-6.8334166837609125,10.814034298077662,9.0,10.976373289935069,10.0,25,13.0
59.0,-25.93839094038721,-7.037834471912113,10.856394624828262,8.0,10.976373289935069,9.0,25,12.0
60.0,-26.923197991697503,-7.23745902715698,10.892040688961824,7.0,10.976373289935069,8.0,25,11.0
61.0,-27.908347816235786,-7.431777906850169,10.920480400605094,6.0,10.976373289935069,7.0,25,10.0
62.0,-29.386400324776535,-7.7111204275944445,10.942259520318462,5.0,10.976373289935069,5.5,25,8.5
63.0,-30.371964156774563,-7.886981564368206,10.957536207104223,4.0,10.976373289935069,4.5,25,7.5
64.0,-31.357842368070575,-8.051983312475564,10.967359474823462,3.0,10.976373289935069,3.5,25,6.5
65.0,-32.34434575786901,-8.203208317771441,10.973196846862814,2.0,10.976373289935069,2.5,25,5.5
66.0,-33.331963548587424,-8.337026360547107,10.975829793232036,1.0,10.976373289935069,1.5,25,4.5
