t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal
1960.0,25.824972509253957,20.725584506725976,1.903561798313887,45.0,5.996963673393394,21.0
1961.0,25.824972509253957,20.725584506725976,2.0306082955607168,44.0,5.996963673393394,21.0
1962.0,25.458415768176167,20.378515783346483,2.1678695901737264,43.0,5.996963673393394,20.5
1963.0,25.458415768176167,20.378515783346483,2.314131943083626,42.0,5.996963673393394,20.5
1964.0,25.08772724326258,20.034139282718147,2.467897339842158,41.0,5.996963673393394,20.0
1965.0,25.08772724326258,20.034139282718147,2.627591749111722,40.0,5.996963673393394,20.0
1966.0,24.713453871654174,19.69247936618846,2.790679402941155,39.0,5.996963673393394,19.5
1967.0,24.713453871654174,19.69247936618846,2.9544551206609992,38.0,5.996963673393394,19.5
1968.0,24.336090763383083,19.353549700701503,3.1172360786440283,37.0,5.996963673393394,19.0
1969.0,24.336090763383083,19.353549700701503,3.2781091150234762,36.0,5.996963673393394,19.0
1970.0,23.956084020498167,19.017354020829412,3.4369058890228574,35.0,5.996963673393394,18.5
1971.0,23.573833484780224,18.683886870538355,3.5933854482924596,34.0,5.996963673393394,18.0
1972.0,23.573833484780224,18.683886870538355,3.747194032873131,33.0,5.996963673393394,18.0
1973.0,23.18969541404671,18.353134324689588,3.897796353069257,32.0,5.996963673393394,17.5
1974.0,22.803985087046144,18.025074690275144,4.044048626067694,31.0,5.996963673393394,17.0
1975.0,22.416979336941992,17.699679187388465,4.185279036097833,30.0,5.996963673393394,16.5
1976.0,22.028919013386247,17.376912609929793,4.321277881599377,29.0,5.996963673393394,16.0
1977.0,22.028919013386247,17.376912609929793,4.453049544974769,28.0,5.996963673393394,16.0
1978.0,21.640011373182496,17.05673396604647,4.581142443757889,27.0,5.996963673393394,15.5
1979.0,21.25043239953866,16.739097098307955,4.705913600991841,26.0,5.996963673393394,15.0
1980.0,20.860329049909243,16.423951283615754,4.827640679462381,25.0,5.996963673393394,14.5
1981.0,20.46982143242725,16.111241812848117,4.946179909788968,24.0,5.996963673393394,14.0
1982.0,20.079004910925608,15.800910550239632,5.06122756354622,23.0,5.996963673393394,13.5
1983.0,19.687952138548244,15.492896472495541,5.172170380990943,22.0,5.996963673393394,13.0
1984.0,19.296715019950703,15.187136187641006,5.279554894117496,21.0,5.996963673393394,12.5
1985.0,18.905326602090376,14.883564433605084,5.383551251729661,20.0,5.996963673393394,12.0
1986.0,18.51380289360632,14.582114556539604,5.483553494769611,19.0,5.996963673393394,11.5
1987.0,17.730338864137483,13.985309587098033,5.578437287448878,18.0,5.996963673393394,10.5
1988.0,17.338360743511597,13.689818249296689,5.667200199392995,17.0,5.996963673393394,10.0
1989.0,16.946174871866507,13.39617711239676,5.749343006813909,16.0,5.996963673393394,9.5
1990.0,16.553736857582248,13.104319029165605,5.823970715929125,15.0,5.996963673393394,9.0
1991.0,16.160994687380697,12.814177904937868,5.8902024022948485,14.0,5.996963673393394,8.5
1992.0,15.7678900458325,12.52568903407796,5.947220884581301,13.0,5.996963673393394,8.0
1993.0,14.980335993391181,11.953418051988525,5.99531336378675,12.0,5.996963673393394,7.0
1994.0,14.58574931669966,11.669516219088518,6.034777273437686,11.0,5.996963673393394,6.5
1995.0,14.190527776205634,11.387027727284451,6.06545972701163,10.0,5.996963673393394,6.0
1996.0,13.794598838962907,11.105899153748549,6.087375897708307,9.0,5.996963673393394,5.5
1997.0,13.000330038438594,10.54752317596152,6.101072958914686,8.0,5.996963673393394,4.5
1998.0,12.601848892748347,10.270184595400341,6.107914265933994,7.0,5.996963673393394,4.0
1999.0,12.202379210528882,9.994023908904534,6.108277873509031,6.0,5.996963673393394,3.5
2000.0,11.801856517428188,9.719004348243775,6.1019055712129795,5.0,5.996963673393394,3.0
2001.0,11.400219838431882,9.445092897805072,6.08911994954936,4.0,5.996963673393394,2.5
2002.0,10.593380823464331,8.900481567646704,6.071447013686276,3.0,5.996963673393394,1.5
2003.0,10.188077840338021,8.629735157986833,6.049939452589587,2.0,5.996963673393394,1.0
2004.0,9.781460145117817,8.360003883903826,6.024968714441595,1.0,5.996963673393394,0.5
2005.0,9.373489769998633,8.091274486776047,5.996963673393394,0.0,5.996963673393394,0.0
2006.0,8.75802904766398,7.683616223772464,5.966624858326523,22.0,5.865917760248604,15.110756555298547
2007.0,8.01857174256823,7.0551763427766225,5.934289447777216,21.0,5.865917760248604,14.139181234434853
2008.0,7.408934067670399,6.327018698024531,5.9007943236483005,20.0,5.865917760248604,13.188500137036273
2009.0,6.920955940263337,5.512861281021767,5.867333371302503,19.0,5.865917760248604,12.238467771524418
2010.0,6.546477277639896,4.626422083273891,5.834671104698191,18.0,5.865917760248604,11.275515896784155
2011.0,6.3351935046830405,3.9224099956140854,5.803648718694128,17.0,5.865917760248604,10.540269243364547
2012.0,6.179720599252125,3.191243054173455,5.7751074007329075,16.0,5.865917760248604,9.792580163004859
2013.0,6.076616026455069,2.4387085366184174,5.749380010053258,15.0,5.865917760248604,9.032870974845082
2014.0,6.02243725139979,1.670593720615372,5.727166064468534,14.0,5.865917760248604,8.26272794465127
2015.0,6.011799049544386,1.1527193701503329,5.708577731799752,13.0,5.865917760248604,7.744714634658264
2016.0,6.020355620839339,0.6322073149427858,5.693563001319999,12.0,5.865917760248604,7.224105217777339
2017.0,6.066949404823465,-0.14975545095843046,5.683168842292124,11.0,5.865917760248604,6.440673782489144
2018.0,6.119030363763855,-0.6693597414176367,5.678387702508521,10.0,5.865917760248604,5.918443848673736
2019.0,6.186736059670228,-1.1856001153356708,5.679335063191817,9.0,5.865917760248604,5.397761915631195
2020.0,6.315359712725778,-1.9499023193957044,5.684713414060554,8.0,5.865917760248604,4.622650831845462
2021.0,6.417664705816646,-2.450230875356187,5.6939794748488515,7.0,5.865917760248604,4.111951885369772
2022.0,6.532024399689121,-2.9411938934918,5.707408106137145,6.0,5.865917760248604,3.6078285600226057
2023.0,6.723935231848111,-3.656327023971297,5.724576206148364,5.0,5.865917760248604,2.867340395981726
2024.0,6.863969132444133,-4.116374170940137,5.74503411652185,4.0,5.865917760248604,2.3864364303183407
2025.0,7.089609976227225,-4.777095609021686,5.769020725391789,3.0,5.865917760248604,1.6881968496739699
2026.0,7.248943018931836,-5.195509703960031,5.796707983847384,2.0,5.865917760248604,1.2404556176489123
2027.0,7.498751277416588,-5.785743678348034,5.828992706291542,1.0,5.865917760248604,0.599477713887044
2028.0,7.758469938199568,-6.325968804298032,5.865917760248604,0.0,5.865917760248604,0.0
2029.0,8.11422760695687,-6.958474728081761,5.907220100859625,16.0,7.176692428270839,10.5
2030.0,8.39132015937267,-7.384611289996588,5.9525569438687445,15.0,7.176692428270839,10.0
2031.0,8.677162527704542,-7.803770211237278,6.001926994724278,14.0,7.176692428270839,9.5
2032.0,8.971767701886034,-8.215449898715768,6.055826339154715,13.0,7.176692428270839,9.0
2033.0,9.587225260931358,-9.014453918907954,6.114486392985105,12.0,7.176692428270839,8.0
2034.0,9.908011613931476,-9.400874025231191,6.177315865325328,11.0,7.176692428270839,7.5
2035.0,10.237429556351763,-9.778012552902014,6.243645285408196,10.0,7.176692428270839,7.0
2036.0,10.575402605321994,-10.145485208919542,6.313732121336793,9.0,7.176692428270839,6.5
2037.0,11.276626037102297,-10.850055738709003,6.388307219443973,8.0,7.176692428270839,5.5
2038.0,11.63964300980107,-11.186550885061653,6.468421944338511,7.0,7.176692428270839,5.0
2039.0,12.010749402210262,-11.512177985119845,6.5542230668478165,6.0,7.176692428270839,4.5
2040.0,12.776602697776958,-12.130032917341982,6.645309534551418,5.0,7.176692428270839,3.5
2041.0,13.171002301313957,-12.421961907489258,6.741844466464649,4.0,7.176692428270839,3.0
2042.0,13.981785797705687,-12.97137852252819,6.84396440960939,3.0,7.176692428270839,2.0
2043.0,14.39775055277731,-13.228810827529708,6.9507261699767735,2.0,7.176692428270839,1.5
2044.0,14.820467031604192,-13.474757047103111,7.061741963566781,1.0,7.176692428270839,1.0
2045.0,15.685207307460054,-13.932528112551012,7.176692428270839,0.0,7.176692428270839,0.0
2046.0,16.126736006495328,-14.144620943611642,7.294376508653773,42.0,10.556213708522577,38.5
2047.0,17.026817164759134,-14.536181750900147,7.413759695323284,41.0,10.556213708522577,37.5
2048.0,17.484833232239975,-14.716146047268495,7.533379149491946,40.0,10.556213708522577,37.0
2049.0,18.415436983119434,-15.04594894046179,7.65130211794045,39.0,10.556213708522577,36.0
2050.0,19.363585159078493,-15.337979334091113,7.7653812404800835,38.0,10.556213708522577,35.0
2051.0,19.843521865089446,-15.470842428670695,7.874076418857007,37.0,10.556213708522577,34.5
2052.0,20.81367515820175,-15.71253112538158,7.9763144302365605,36.0,10.556213708522577,33.5
2053.0,21.303313072565384,-15.822336788247302,8.072167817878913,35.0,10.556213708522577,33.0
2054.0,22.29027249106915,-16.022479014889292,8.162119352839678,34.0,10.556213708522577,32.0
2055.0,23.285583952833626,-16.200344478926098,8.246614328923112,33.0,10.556213708522577,31.0
2056.0,23.785674569937093,-16.282355960346223,8.326041100066707,32.0,10.556213708522577,30.5
2057.0,24.789370636196367,-16.435488770598788,8.400952866193215,31.0,10.556213708522577,29.5
2058.0,25.796013125775858,-16.578102823971214,8.471853659028818,30.0,10.556213708522577,28.5
2059.0,26.299812023828316,-16.64697187898425,8.539462166904892,29.0,10.556213708522577,28.0
2060.0,27.307178039343363,-16.78282642691928,8.604819161376955,28.0,10.556213708522577,27.0
2061.0,28.312754057112695,-16.920079910401952,8.6694910854098,27.0,10.556213708522577,26.0
2062.0,28.8143513359301,-16.990657506100607,8.734320278647903,26.0,10.556213708522577,25.5
2063.0,29.814215867507077,-17.138440133080582,8.79923474513551,25.0,10.556213708522577,24.5
2064.0,30.808505071992123,-17.29847669501218,8.864350203483614,24.0,10.556213708522577,23.5
2065.0,31.796021122519775,-17.47455322655309,8.930622598676981,23.0,10.556213708522577,22.5
2066.0,32.28691843334569,-17.569677054052782,8.999006816310342,22.0,10.556213708522577,22.0
2067.0,33.26246090808682,-17.775982401207322,9.070143492800982,21.0,10.556213708522577,21.0
2068.0,34.229110792386614,-18.005838904895416,9.144378466577157,20.0,10.556213708522577,20.0
2069.0,35.18638397926402,-18.261329841948847,9.220227850763775,19.0,10.556213708522577,19.0
2070.0,36.13400607446779,-18.54394908028425,9.296719064272082,18.0,10.556213708522577,18.0
2071.0,37.07190940714865,-18.854572163292257,9.373884266940786,17.0,10.556213708522577,17.0
2072.0,38.00022669712037,-19.19343829860274,9.452199392733947,16.0,10.556213708522577,16.0
2073.0,38.46088449290445,-19.373361515555306,9.532432447177372,15.0,10.556213708522577,15.5
2074.0,39.3754847309871,-19.753637074237908,9.614614951208395,14.0,10.556213708522577,14.5
2075.0,40.28163347995077,-20.15996241607197,9.698962252220594,13.0,10.556213708522577,13.5
2076.0,41.180062231243014,-20.590390135977962,9.784932191895864,12.0,10.556213708522577,12.5
2077.0,42.071627903656335,-21.04241892020812,9.871931659508183,11.0,10.556213708522577,11.5
2078.0,42.95728472764117,-21.513054533175954,9.958251278211451,10.0,10.556213708522577,10.5
2079.0,43.8380515519577,-21.99888862647785,10.042940299035935,9.0,10.556213708522577,9.5
2080.0,44.71497438278208,-22.496196434386743,10.125155481275337,8.0,10.556213708522577,8.5
2081.0,45.58908396538256,-23.001054420096686,10.20402650917764,7.0,10.556213708522577,7.5
2082.0,46.46134821848053,-23.50947893699833,10.277976661288934,6.0,10.556213708522577,6.5
2083.0,47.33261933141245,-24.017586969264098,10.345237316755957,5.0,10.556213708522577,5.5
2084.0,48.20357533420745,-24.521780016022795,10.4048363817025,4.0,10.556213708522577,4.5
2085.0,49.074655950696496,-25.018952183403126,10.45592028326536,3.0,10.556213708522577,3.5
2086.0,49.94599254476819,-25.50672354872513,10.49858336205414,2.0,10.556213708522577,2.5
2087.0,50.81733196988674,-25.983699861119504,10.532351855117641,1.0,10.556213708522577,1.5
2088.0,52.122621783840714,-26.67908295482906,10.556213708522577,0.0,10.556213708522577,0.0
