t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d
279.0,-15.149660539362753,-14.1273957625877,3.0347536984078296,23.0,1.9766156935529982,5.5,5.545184257533738,26.2
280.0,-14.64703252463249,-14.118620891138717,2.9792513556261073,22.0,1.9766156935529982,5.0,5.535765533329604,26.2
281.0,-14.64703252463249,-14.118620891138717,2.9236614048141756,21.0,1.9766156935529982,5.0,25,31.0
282.0,-14.144174889973659,-14.10901454935647,2.867887375752402,20.0,1.9766156935529982,4.5,25,30.5
283.0,-14.144174889973659,-14.10901454935647,2.812028847647193,19.0,1.9766156935529982,4.5,25,30.5
284.0,-13.64120548501111,-14.098699476117874,2.755782046897033,18.0,1.9766156935529982,4.0,25,30.0
285.0,-13.64120548501111,-14.098699476117874,2.6984436273526264,17.0,1.9766156935529982,4.0,25,30.0
286.0,-13.138227884549561,-14.087815109677749,2.6400983409714116,16.0,1.9766156935529982,3.5,25,29.5
287.0,-13.138227884549561,-14.087815109677749,2.5800429240615355,15.0,1.9766156935529982,3.5,25,29.5
288.0,-12.635332095349678,-14.07651439891274,2.5176554192343317,14.0,1.9766156935529982,3.0,25,29.0
289.0,-12.635332095349678,-14.07651439891274,2.4527189035843464,13.0,1.9766156935529982,3.0,25,29.0
290.0,-12.13259525943582,-14.06496079092241,2.3859545553090484,12.0,1.9766156935529982,2.5,25,28.5
291.0,-12.13259525943582,-14.06496079092241,2.3181824820319905,11.0,1.9766156935529982,2.5,25,28.5
292.0,-11.630082353386495,-14.053325391364082,2.2510199932475055,10.0,1.9766156935529982,2.0,25,28.0
293.0,-11.630082353386495,-14.053325391364082,2.1870690935587747,9.0,1.9766156935529982,2.0,25,28.0
294.0,-11.127846883058702,-14.041784293898392,2.1284318194389034,8.0,1.9766156935529982,1.5,25,27.5
295.0,-11.127846883058702,-14.041784293898392,2.0765996292015463,7.0,1.9766156935529982,1.5,25,27.5
296.0,-10.625931573197118,-14.03051607512214,2.0331666827882064,6.0,1.9766156935529982,1.0,25,27.0
297.0,-10.625931573197118,-14.03051607512214,1.9990497042344895,5.0,1.9766156935529982,1.0,25,27.0
298.0,-10.625931573197118,-14.03051607512214,1.9744561428403518,4.0,1.9766156935529982,1.0,25,27.0
299.0,-10.12436905137923,-14.01969945136522,1.9596897841240077,3.0,1.9766156935529982,0.5,25,26.5
300.0,-10.12436905137923,-14.01969945136522,1.9548458148918038,2.0,1.9766156935529982,0.5,25,26.5
301.0,-9.623182525747414,-14.009511093728419,1.9603219786555472,1.0,1.9766156935529982,0.0,25,26.0
302.0,-9.623182525747414,-14.009511093728419,1.9766156935529982,0.0,1.9766156935529982,0.0,25,26.0
303.0,-9.623182525747414,-14.009511093728419,2.0044245159147303,55.0,7.345732175896424,28.5,25,29.0
304.0,-9.122386455979168,-14.000123597738769,2.0443442396034968,54.0,7.345732175896424,28.0,25,28.5
305.0,-9.122386455979168,-14.000123597738769,2.096975653172921,53.0,7.345732175896424,28.0,25,28.5
306.0,-8.621987216946344,-13.991703603999243,2.1621114980499962,52.0,7.345732175896424,27.5,25,28.0
307.0,-8.621987216946344,-13.991703603999243,2.24004828965806,51.0,7.345732175896424,27.5,25,28.0
308.0,-8.621987216946344,-13.991703603999243,2.3308802328734095,50.0,7.345732175896424,27.5,25,28.0
309.0,-8.121983754514648,-13.984410066209481,2.43390137228278,49.0,7.345732175896424,27.0,25,27.5
310.0,-8.121983754514648,-13.984410066209481,2.548306233559852,48.0,7.345732175896424,27.0,25,27.5
311.0,-7.622368232934299,-13.97839266293438,2.6734974883100224,47.0,7.345732175896424,26.5,25,27.0
312.0,-7.12312667327307,-13.973790349497197,2.8080800789863525,46.0,7.345732175896424,26.0,25,26.5
313.0,-7.12312667327307,-13.973790349497197,2.9506386054547584,45.0,7.345732175896424,26.0,25,26.5
314.0,-6.62423958234255,-13.970730046373946,3.099776477425429,44.0,7.345732175896424,25.5,25,26.0
315.0,-6.62423958234255,-13.970730046373946,3.254001364474207,43.0,7.345732175896424,25.5,25,26.0
316.0,-6.125682571568934,-13.969325460465868,3.4120223944165433,42.0,7.345732175896424,25.0,25,25.5
317.0,-5.627426965259271,-13.96967603562667,3.5720468767920726,41.0,7.345732175896424,24.5,25,25.0
318.0,-5.627426965259271,-13.96967603562667,3.7324027127307686,40.0,7.345732175896424,24.5,25,25.0
319.0,-5.129440397714163,-13.971866028821285,3.891616405813913,39.0,7.345732175896424,24.0,25,24.5
320.0,-4.631687398638114,-13.975963708292923,4.049202421465245,38.0,7.345732175896424,23.5,25,24.0
321.0,-4.134129966298584,-13.982020670115121,4.205083171591259,37.0,7.345732175896424,23.0,25,23.5
322.0,-3.636728127884574,-13.99007126950556,4.358483233878501,36.0,7.345732175896424,22.5,25,23.0
323.0,-3.1394404865162002,-14.000132163278392,4.508213748259947,35.0,7.345732175896424,22.0,25,22.5
324.0,-3.1394404865162002,-14.000132163278392,4.6537706916005215,34.0,7.345732175896424,22.0,25,22.5
325.0,-2.642224754355933,-14.012201959811819,4.795771888862105,33.0,7.345732175896424,21.5,25,22.0
326.0,-2.145038271272796,-14.02626097290764,4.934614710390265,32.0,7.345732175896424,21.0,25,21.5
327.0,-1.6478385085105103,-14.042271075919558,5.0708689442737525,31.0,7.345732175896424,20.5,25,21.0
328.0,-1.150583556810588,-14.060175652526963,5.205383760108375,30.0,7.345732175896424,20.0,25,20.5
329.0,-0.15574636258545382,-14.101349665049163,5.337994249715899,29.0,7.345732175896424,19.0,25,19.5
330.0,0.34191243646807834,-14.124414257486743,5.468560604948984,28.0,7.345732175896424,18.5,25,19.0
331.0,0.8397786788675745,-14.148964156659186,5.59669799971376,27.0,7.345732175896424,18.0,25,18.5
332.0,1.3378844370359388,-14.174852688444814,5.721843496636377,26.0,7.345732175896424,17.5,25,18.0
333.0,1.8362585923449437,-14.201916220343044,5.844052211436856,25.0,7.345732175896424,17.0,25,17.5
334.0,2.3349264711773827,-14.229974687315307,5.962952592466252,24.0,7.345732175896424,16.5,25,17.0
335.0,2.8339095009257527,-14.25883218528548,6.077665865280848,23.0,7.345732175896424,16.0,25,16.5
336.0,3.832885307727837,-14.318085468359536,6.187751631247008,22.0,7.345732175896424,15.0,25,15.5
337.0,4.332898638693035,-14.348016466393759,6.293606245230154,21.0,7.345732175896424,14.5,25,15.0
338.0,4.833267688733116,-14.377818523931252,6.395185974621848,20.0,7.345732175896424,14.0,25,14.5
339.0,5.333989966472954,-14.407227558666055,6.491595903165877,19.0,7.345732175896424,13.5,25,14.0
340.0,6.336456482522015,-14.463755895721286,6.58212666316898,18.0,7.345732175896424,12.5,25,13.0
341.0,6.838167438153539,-14.490295634316418,6.6665372818278,17.0,7.345732175896424,12.0,25,12.5
342.0,7.340164751511699,-14.515285266385604,6.7435452767813455,16.0,7.345732175896424,11.5,25,12.0
343.0,8.34488542497891,-14.559370899748734,6.8132337006740045,15.0,7.345732175896424,10.5,25,11.0
344.0,8.847526684432953,-14.577831665088182,6.876091151955449,14.0,7.345732175896424,10.0,25,10.5
345.0,9.350290003484824,-14.593474118148926,6.932429053369389,13.0,7.345732175896424,9.5,25,10.0
346.0,10.355949296297089,-14.614998537700652,6.9834813130701505,12.0,7.345732175896424,8.5,25,9.0
347.0,10.858712824281968,-14.620225709577484,7.030175321426913,11.0,7.345732175896424,8.0,25,8.5
348.0,11.863730204407606,-14.61797939510961,7.073226678822049,10.0,7.345732175896424,7.0,25,7.5
349.0,12.36581500831568,-14.609861239348932,7.112552679594015,9.0,7.345732175896424,6.5,25,7.0
350.0,12.867494830994332,-14.596656947149718,7.14811092597198,8.0,7.345732175896424,6.0,25,6.5
351.0,13.869239120241932,-14.553756551195011,7.180941459864437,7.0,7.345732175896424,5.0,25,5.5
352.0,14.369090366582956,-14.523462401808525,7.211605100808002,6.0,7.345732175896424,4.5,25,5.0
353.0,15.366181995889072,-14.443758985203694,7.240020997207122,5.0,7.345732175896424,3.5,25,4.0
354.0,15.863181744015087,-14.393810639179236,7.266081175571878,4.0,7.345732175896424,3.0,25,3.5
355.0,16.853459613788115,-14.272465275003672,7.289964659722295,3.0,7.345732175896424,2.0,25,2.5
356.0,17.346476611865263,-14.20060728576351,7.311537641973814,2.0,7.345732175896424,1.5,25,2.0
357.0,18.327596504864015,-14.033482734828791,7.330353095178977,1.0,7.345732175896424,0.5,25,1.0
358.0,18.81542663475664,-13.937850528072378,7.345732175896424,0.0,7.345732175896424,0.0,25,0.5
359.0,19.784940900819596,-13.721665812401028,7.357880353743189,18.0,7.56498737936819,13.5,25,14.5
360.0,20.266351487952363,-13.600857693302656,7.367783418369463,17.0,7.56498737936819,13.0,25,14.0
361.0,21.221806803415138,-13.333320095151429,7.376408937958903,16.0,7.56498737936819,12.0,25,13.0
362.0,21.695590104765948,-13.186456685084769,7.384117488908204,15.0,7.56498737936819,11.5,25,12.5
363.0,22.634643381720544,-12.866366346578761,7.391001075632448,14.0,7.56498737936819,10.5,25,11.5
364.0,23.099678639069072,-12.693135447526977,7.397745061841479,13.0,7.56498737936819,10.0,25,11.0
365.0,24.020227772296792,-12.320459884354689,7.405185216454751,12.0,7.56498737936819,9.0,25,10.0
366.0,24.47554913143109,-12.121146086265393,7.413443611439963,11.0,7.56498737936819,8.5,25,9.5
367.0,25.37587188350345,-11.697064067156386,7.422719986635627,10.0,7.56498737936819,7.5,25,8.5
368.0,25.82073853528881,-11.472563009926178,7.434024332755444,9.0,7.56498737936819,7.0,25,8.0
