2.821698491744988857e+01,2.322578484605654481e+01
2.789964338829873824e+01,2.286162040010730934e+01
2.757263855354065996e+01,2.249960993786928398e+01
2.723696507406985390e+01,2.213987572066390541e+01
2.689354405030094242e+01,2.178252341376537871e+01
2.654322634116751090e+01,2.142764299028818087e+01
2.618679581171010540e+01,2.107530961480943077e+01
2.582497250925395704e+01,2.072558450672597630e+01
2.545841576817616669e+01,2.037851578334648295e+01
2.508772724326258086e+01,2.003413928271814726e+01
2.471345387165417407e+01,1.969247936618846140e+01
2.433609076338308341e+01,1.935354970070150316e+01
2.395608402049816732e+01,1.901735402082941206e+01
2.357383348478022356e+01,1.868388687053835540e+01
2.318969541404671020e+01,1.835313432468958794e+01
2.280398508704614358e+01,1.802507469027514375e+01
2.241697933694199207e+01,1.769967918738846535e+01
2.202891901338624692e+01,1.737691260992979281e+01
2.164001137318249590e+01,1.705673396604646896e+01
2.125043239953865992e+01,1.673909709830795478e+01
2.086032904990924308e+01,1.642395128361575374e+01
2.046982143242724916e+01,1.611124181284811741e+01
2.007900491092560813e+01,1.580091055023963165e+01
1.968795213854824411e+01,1.549289647249554136e+01
1.929671501995070315e+01,1.518713618764100559e+01
1.890532660209037630e+01,1.488356443360508408e+01
1.851380289360632148e+01,1.458211455653960442e+01
1.812214461278864164e+01,1.428271896887283887e+01
1.773033886413748306e+01,1.398530958709803329e+01
1.733836074351159695e+01,1.368981824929668889e+01
1.694617487186650706e+01,1.339617711239676012e+01
1.655373685758224767e+01,1.310431902916560531e+01
1.616099468738069689e+01,1.281417790493786768e+01
1.576789004583249998e+01,1.252568903407795986e+01
1.537435956345356836e+01,1.223878941617772753e+01
1.498033599339118105e+01,1.195341805198852470e+01
1.458574931669966013e+01,1.166951621908851777e+01
1.419052777620563432e+01,1.138702772728445112e+01
1.379459883896290684e+01,1.110589915374854897e+01
1.339789008729687581e+01,1.082608005789002092e+01
1.300033003843859447e+01,1.054752317596151912e+01
1.260184889274834674e+01,1.027018459540034101e+01
1.220237921052888197e+01,9.994023908904534181e+00
1.180185651742818820e+01,9.719004348243775127e+00
1.140021983843188202e+01,9.445092897805071885e+00
1.099741216044515291e+01,9.172260387873333087e+00
1.059338082346433119e+01,8.900481567646703951e+00
1.018807784033802122e+01,8.629735157986832661e+00
9.781460145117817362e+00,8.360003883903825539e+00
9.373489769998633037e+00,8.091274486776047326e+00
8.964133950848582444e+00,7.823537716304958423e+00
8.964133950848582444e+00,7.823537716304958423e+00
8.758029047663979938e+00,7.683616223772464338e+00
8.560547876535938627e+00,7.536604996536116374e+00
8.371562936172169955e+00,7.382718378213166233e+00
8.190946725280362273e+00,7.222170712420922456e+00
8.018571742568230576e+00,7.055176342776622533e+00
7.854310486743466768e+00,6.881949612897557245e+00
7.698035456513773411e+00,6.702704866401013817e+00
7.549619150586851291e+00,6.517656446904236844e+00
7.408934067670399415e+00,6.327018698024531318e+00
7.275852706472123899e+00,6.131005963379152490e+00
7.150247565699721974e+00,5.929832586585380483e+00
7.031991144060889098e+00,5.723712911260495417e+00
6.920955940263336714e+00,5.512861281021766757e+00
6.817014453014756725e+00,5.297492039486471072e+00
6.720039181022858799e+00,5.077819530271874271e+00
6.629902622995336614e+00,4.854058096995249372e+00
6.546477277639896286e+00,4.626422083273890706e+00
6.469635643664229718e+00,4.395125832725060633e+00
6.399250219776043025e+00,4.160383688966042826e+00
6.335193504683040544e+00,3.922409995614085432e+00
6.277337997092917732e+00,3.681419096286489889e+00
6.225556195713384255e+00,3.437625334600518556e+00
6.179720599252124913e+00,3.191243054173455107e+00
6.139703706416852924e+00,2.942486598622572558e+00
6.105378015915270851e+00,2.691570311565126161e+00
6.076616026455068820e+00,2.438708536618417355e+00
6.053290236743956498e+00,2.184115617399697840e+00
6.035273145489629343e+00,1.928005897526258394e+00
6.022437251399789915e+00,1.670593720615372035e+00
6.014655053182139000e+00,1.412093430284308226e+00
6.011799049544386264e+00,1.152719370150332878e+00
6.013741739194218283e+00,8.926858838307296651e-01
6.020355620839339394e+00,6.322073149427858141e-01
6.031513193187455713e+00,3.714980071037601306e-01
6.047086954946262694e+00,1.107723039309327362e-01
6.066949404823464675e+00,-1.497554509584304583e-01
6.090973041526762444e+00,-4.098709139470493312e-01
6.119030363763855007e+00,-6.693597414176366556e-01
6.150993870242443151e+00,-9.280075897529407314e-01
6.186736059670227661e+00,-1.185600115335670779e+00
6.226129430754914651e+00,-1.441922974548557335e+00
6.269046482204197801e+00,-1.696761823774330935e+00
6.315359712725777896e+00,-1.949902319395704353e+00
6.364941621027362828e+00,-2.201130117795415231e+00
6.417664705816646276e+00,-2.450230875356186999e+00
6.473401465801330801e+00,-2.696990248460735984e+00
6.532024399689120742e+00,-2.941193893491799827e+00
6.593406006187711554e+00,-3.182627466832091301e+00
6.657418784004809353e+00,-3.421076624864351601e+00
6.723935231848111371e+00,-3.656327023971297052e+00
6.792827848425318393e+00,-3.888164320535647533e+00
6.863969132444132981e+00,-4.116374170940137134e+00
6.937231582612254144e+00,-4.340742231567489284e+00
7.012487697637386219e+00,-4.561054158800430969e+00
7.089609976227224664e+00,-4.777095609021685618e+00
7.168470917089475591e+00,-4.988652238613980217e+00
7.248943018931836235e+00,-5.195509703960031089e+00
7.330898780462005604e+00,-5.397453661442575878e+00
7.414210700387691588e+00,-5.594269767444334462e+00
7.498751277416587868e+00,-5.785743678348033825e+00
7.584393010256398782e+00,-5.971661050536397397e+00
7.671008397614826890e+00,-6.151807540392159268e+00
7.758469938199567650e+00,-6.325968804298032211e+00
7.846650130718328953e+00,-6.493930498636746762e+00
7.935421473878804477e+00,-6.655478279791029905e+00
8.024656466388698561e+00,-6.810397804143608624e+00
8.114227606955710215e+00,-6.958474728077199245e+00
8.114227606956870176e+00,-6.958474728081760929e+00
8.391320159372670062e+00,-7.384611289996588113e+00
8.677162527704542327e+00,-7.803770211237278431e+00
8.971767701886033564e+00,-8.215449898715768029e+00
9.275129963792601018e+00,-8.619165799599986855e+00
9.587225260931358406e+00,-9.014453918907953778e+00
9.908011613931476447e+00,-9.400874025231191311e+00
1.023742955635176344e+01,-9.778012552902014320e+00
1.057540260532199383e+01,-1.014548520891954198e+01
1.092183776153446573e+01,-1.050293929294899087e+01
1.127662603710229661e+01,-1.085005573870900264e+01
1.163964300980106970e+01,-1.118655088506165285e+01
1.201074940221026210e+01,-1.151217798511984469e+01
1.238979168427104938e+01,-1.182672846168674319e+01
1.277660269777695845e+01,-1.213003291734198186e+01
1.317100230131395655e+01,-1.242196190748925844e+01
1.357279803416643915e+01,-1.270242648468006585e+01
1.398178579770568675e+01,-1.297137852252818924e+01
1.439775055277731042e+01,-1.322881082752970805e+01
1.482046703160419199e+01,-1.347475704710311106e+01
1.524970046272146007e+01,-1.370929138216428633e+01
1.568520730746005398e+01,-1.393252811255101165e+01
1.612673600649532801e+01,-1.414462094361164191e+01
1.657402773497732085e+01,-1.434576218227273614e+01
1.702681716475913376e+01,-1.453618175090014653e+01
1.748483323223997488e+01,-1.471614604726849507e+01
1.794779991033943389e+01,-1.488595665895346798e+01
1.841543698311943444e+01,-1.504594894046178943e+01
1.888746082157044626e+01,-1.519649046141348059e+01
1.936358515907849309e+01,-1.533797933409111280e+01
1.984352186508944627e+01,-1.547084242867069470e+01
2.032698171548711485e+01,-1.559553348444894993e+01
2.081367515820175029e+01,-1.571253112538157914e+01
2.130331307256538409e+01,-1.582233678824730205e+01
2.179560752093058795e+01,-1.592547257175221098e+01
2.229027249106914965e+01,-1.602247901488929216e+01
2.278702462786726457e+01,-1.611391281286762123e+01
2.328558395283362614e+01,-1.620034447892609819e+01
2.378567456993709328e+01,-1.628235596034622290e+01
2.428702535629039616e+01,-1.636053821697875321e+01
2.478937063619636660e+01,-1.643548877059878777e+01
2.529245083707328590e+01,-1.650780923340408179e+01
2.579601312577585759e+01,-1.657810282397121426e+01
2.629981202382831640e+01,-1.664697187898424957e+01
2.680361000008620920e+01,-1.671501536905068974e+01
2.730717803934336274e+01,-1.678282642691927862e+01
2.781029618540059900e+01,-1.685098989641443623e+01
2.831275405711269499e+01,-1.692007991040195236e+01
2.881435133593009823e+01,-1.699065750610060732e+01
2.931489822345197283e+01,-1.706326828605449109e+01
2.981421586750707675e+01,-1.713844013308058223e+01
3.031213675527896712e+01,-1.721668098750638620e+01
3.080850507199212274e+01,-1.729847669501218022e+01
3.130317702367545252e+01,-1.738428893339276016e+01
3.179602112251977530e+01,-1.747455322655309118e+01
3.228691843334569000e+01,-1.756967705405278224e+01
3.277576277969854601e+01,-1.767003806451398873e+01
3.326246090808682254e+01,-1.777598240120732243e+01
3.374693260888059854e+01,-1.788782314813068552e+01
3.422911079238661358e+01,-1.800583890489541616e+01
3.470894151861639898e+01,-1.813027249873472257e+01
3.518638397926402206e+01,-1.826132984194884656e+01
3.566141043040997261e+01,-1.839917894310179136e+01
3.613400607446779134e+01,-1.854394908028424993e+01
3.660416888988980588e+01,-1.869573014475741246e+01
3.707190940714865235e+01,-1.885457216329225716e+01
3.753725042951104740e+01,-1.902048500751922688e+01
3.800022669712036816e+01,-1.919343829860273942e+01
3.846088449290444800e+01,-1.937336151555530606e+01
3.891928118882528054e+01,-1.956014431550602239e+01
3.937548473098709678e+01,-1.975363707423790771e+01
3.982957306211929449e+01,-1.995365165530905216e+01
4.028163347995077004e+01,-2.015996241607196993e+01
4.073176192999225975e+01,-2.037230745890612837e+01
4.118006223124301357e+01,-2.059039013597796242e+01
4.162664523333863542e+01,-2.081388081584355021e+01
4.207162790365633498e+01,-2.104241892020812088e+01
4.251513234289421206e+01,-2.127561523915753483e+01
4.295728472764116646e+01,-2.151305453317595351e+01
4.339821417845394080e+01,-2.175429843026489607e+01
4.383805155195769743e+01,-2.199888862647785004e+01
4.427692815548674332e+01,-2.224635039818565119e+01
4.471497438278208136e+01,-2.249619643438674288e+01
4.515231826926202530e+01,-2.274793099737738800e+01
4.558908396538255658e+01,-2.300105442009668621e+01
4.602539012660402307e+01,-2.325506794846022629e+01
4.646134821848053065e+01,-2.350947893699833102e+01
4.689706073538876296e+01,-2.376380640611225914e+01
4.733261933141245237e+01,-2.401758696926409797e+01
4.776810286189944321e+01,-2.427038113841446787e+01
4.820357533420745000e+01,-2.452178001602279522e+01
4.863908376615538032e+01,-2.477141238192504602e+01
4.907465595069649567e+01,-2.501895218340312610e+01
4.951029812533008823e+01,-2.526412643676166780e+01
4.994599254476818828e+01,-2.550672354872513026e+01
5.038169495537370324e+01,-2.574660206597217282e+01
5.081733196988673740e+01,-2.598369986111950425e+01
5.125279834095534426e+01,-2.621804376347212795e+01
5.168795413198751021e+01,-2.644975964285328018e+01
5.212262178384071376e+01,-2.667908295482905956e+01
5.255658307586554656e+01,-2.690636975564272859e+01
