t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal
346,950.62,986.06,6.297153722,56,2.044192995,22.38146817
347,951.22,986.02,6.301182825,55,2.044192995,21.78013631
348,951.82,985.99,6.299214634,54,2.044192995,21.17938678
349,952.42,985.95,6.29124924,53,2.044192995,20.57805492
350,953.02,985.91,6.27629644,52,2.044192995,19.97672307
351,953.62,985.88,6.254337775,51,2.044192995,19.37597354
352,954.22,985.84,6.224393625,50,2.044192995,18.77464168
353,954.83,985.82,6.187466768,49,2.044192995,18.1643139
354,955.43,985.78,6.143547265,48,2.044192995,17.56298205
355,956.03,985.75,6.092635555,47,2.044192995,16.96223252
356,956.64,985.7,6.035747675,46,2.044192995,16.35018677
357,957.24,985.68,5.971871147,45,2.044192995,15.74985352
358,957.83,985.64,5.901006779,44,2.044192995,15.15849915
359,958.43,985.6,5.823155502,43,2.044192995,14.55716729
360,959.01,985.56,5.739339683,42,2.044192995,13.97578962
361,959.6,985.51,5.648542555,41,2.044192995,13.38367476
362,960.18,985.47,5.550765803,40,2.044192995,12.80229709
363,960.75,985.42,5.446011384,39,2.044192995,12.23010831
364,961.32,985.39,5.335252009,38,2.044192995,11.65931938
365,961.89,985.35,5.219545766,37,2.044192995,11.0879176
366,962.44,985.31,5.096835881,36,2.044192995,10.53646497
367,963,985.27,4.970117202,35,2.044192995,9.975038216
368,963.54,985.25,4.838424227,34,2.044192995,9.434667972
369,964.08,985.2,4.701720217,33,2.044192995,8.892358098
370,964.08,985.2,4.562042087,32,2.044192995,8.892358098
371,964.62,985.17,4.418349466,31,2.044192995,8.351525406
372,965.14,985.13,4.272590315,30,2.044192995,7.829989214
373,965.67,985.08,4.122853866,29,2.044192995,7.297635948
374,966.18,985.04,3.97308759,28,2.044192995,6.786069725
375,966.7,985.01,3.821289965,27,2.044192995,6.26520506
376,966.7,985.01,3.669454455,26,2.044192995,6.26520506
377,967.2,984.97,3.519573838,25,2.044192995,5.763607611
378,967.71,984.94,3.370703339,24,2.044192995,5.25272602
379,967.71,984.94,3.225719145,23,2.044192995,5.25272602
380,968.21,984.89,3.084734186,22,2.044192995,4.750232239
381,968.21,984.89,2.948746344,21,2.044192995,4.750232239
382,969.19,984.82,2.820685378,20,2.044192995,3.76773542
383,969.19,984.82,2.699677944,19,2.044192995,3.76773542
384,969.19,984.82,2.587590385,18,2.044192995,3.76773542
385,969.19,984.82,2.48455167,17,2.044192995,3.76773542
386,970.16,984.76,2.391493257,16,2.044192995,2.795881522
387,970.16,984.76,2.307415871,15,2.044192995,2.795881522
388,970.16,984.76,2.234382689,14,2.044192995,2.795881522
389,970.16,984.76,2.171326783,13,2.044192995,2.795881522
390,971.11,984.69,2.118317493,12,2.044192995,1.843306065
391,971.11,984.69,2.075284077,11,2.044192995,1.843306065
392,971.11,984.69,2.041299831,10,2.044192995,1.843306065
393,971.11,984.69,2.016365542,9,2.044192995,1.843306065
394,972.04,984.63,2.000408458,8,2.044192995,0.911372591
395,972.04,984.63,1.991432901,7,2.044192995,0.911372591
396,972.04,984.63,1.989512503,6,2.044192995,0.911372591
397,972.04,984.63,1.991656597,5,2.044192995,0.911372591
398,972.04,984.63,1.998712085,4,2.044192995,0.911372591
399,972.95,984.58,2.007837892,3,2.044192995,0
400,972.95,984.58,2.019955693,2,2.044192995,0
401,972.95,984.58,2.032074064,1,2.044192995,0
402,972.95,984.58,2.044192995,0,2.044192995,0
403,973.85,984.53,2.056234422,39,0.46698394,5.27342798
404,973.85,984.53,2.068353935,38,0.46698394,5.27342798
405,973.85,984.53,2.079477098,37,0.46698394,5.27342798
406,973.85,984.53,2.088607191,36,0.46698394,5.27342798
407,974.47,984.49,2.096661394,35,0.46698394,4.652138997
408,974.47,984.49,2.103798945,34,0.46698394,4.652138997
409,974.47,984.49,2.108863201,33,0.46698394,4.652138997
410,975.08,984.45,2.112930903,32,0.46698394,4.040828929
411,975.08,984.45,2.115005437,31,0.46698394,4.040828929
412,975.08,984.45,2.115086996,30,0.46698394,4.040828929
413,975.67,984.41,2.111100424,29,0.46698394,3.449474551
414,975.67,984.41,2.103127433,28,0.46698394,3.449474551
415,975.67,984.41,2.089175196,27,0.46698394,3.449474551
416,976.24,984.38,2.069161183,26,0.46698394,2.878685623
417,976.24,984.38,2.041091865,25,0.46698394,2.878685623
418,976.79,984.34,2.005050623,24,0.46698394,2.327232996
419,976.79,984.34,1.959957653,23,0.46698394,2.327232996
420,976.79,984.34,1.906809115,22,0.46698394,2.327232996
421,977.3,984.29,1.84369683,21,0.46698394,1.814787877
422,977.3,984.29,1.77344016,20,0.46698394,1.814787877
423,977.3,984.29,1.696209008,19,0.46698394,1.814787877
424,977.3,984.29,1.61300031,18,0.46698394,1.814787877
425,978,984.25,1.524724565,17,0.46698394,1.113645951
426,978,984.25,1.434456692,16,0.46698394,1.113645951
427,978,984.25,1.342109534,15,0.46698394,1.113645951
428,978,984.25,1.250846114,14,0.46698394,1.113645951
429,978.6,984.2,1.161575654,13,0.46698394,0.511566222
430,978.6,984.2,1.074209011,12,0.46698394,0.511566222
431,978.6,984.2,0.991911286,11,0.46698394,0.511566222
432,978.6,984.2,0.913687036,10,0.46698394,0.511566222
433,978.6,984.2,0.840443335,9,0.46698394,0.511566222
434,978.6,984.2,0.773175271,8,0.46698394,0.511566222
435,979.11,984.16,0.712969144,7,0.46698394,0
436,979.11,984.16,0.658738188,6,0.46698394,0
437,979.11,984.16,0.610573501,5,0.46698394,0
438,979.11,984.16,0.569379487,4,0.46698394,0
439,979.11,984.16,0.534251813,3,0.46698394,0
440,979.11,984.16,0.505191053,2,0.46698394,0
441,979.11,984.16,0.483100404,1,0.46698394,0
442,979.11,984.16,0.46698394,0,0.46698394,0
546,1000.1,992.17,3.711873516,11,3.371405938,3.170380279
547,1000.1,992.17,3.687023868,10,3.371405938,3.170380279
548,1000.1,992.17,3.661232716,9,3.371405938,3.170380279
549,1000.5,993.16,3.634435307,8,3.371405938,2.102625626
550,1000.5,993.16,3.60486782,7,3.371405938,2.102625626
551,1000.5,993.16,3.574346654,6,3.371405938,2.102625626
552,1000.8,994.18,3.54279226,5,3.371405938,1.039422917
553,1000.8,994.18,3.50949626,4,3.371405938,1.039422917
554,1000.8,994.18,3.475089927,3,3.371405938,1.039422917
555,1001,995.2,3.441215628,2,3.371405938,0
556,1001,995.2,3.405929242,1,3.371405938,0
557,1001,995.2,3.371405938,0,3.371405938,0
561,1001.4,997.22,3.231394281,13,2.761362345,3.613552647
562,1001.4,997.22,3.195341609,12,2.761362345,3.613552647
563,1001.4,997.22,3.156959613,11,2.761362345,3.613552647
564,1001.5,998.24,3.118320381,10,2.761362345,2.588662409
565,1001.5,998.24,3.078071637,9,2.761362345,2.588662409
566,1001.5,998.24,3.036467191,8,2.761362345,2.588662409
567,1001.7,999.24,2.995292473,7,2.761362345,1.568858506
