t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal
460.0,950.62,986.06,2.855193338462388,134.0,2.999458617817555,22.38146816707304
461.0,950.62,986.06,2.852244204131196,133.0,2.999458617817555,22.38146816707304
462.0,951.22,986.02,2.840257910824297,132.0,2.999458617817555,21.780136311938104
463.0,951.22,986.02,2.819282178143933,131.0,2.999458617817555,21.780136311938104
464.0,951.82,985.99,2.7873198596501263,130.0,2.999458617817555,21.17938678010306
465.0,951.82,985.99,2.7463200833114847,129.0,2.999458617817555,21.17938678010306
466.0,951.82,985.99,2.695333003545202,128.0,2.999458617817555,21.17938678010306
467.0,952.42,985.95,2.636306696877281,127.0,2.999458617817555,20.578054924968235
468.0,952.42,985.95,2.5702896723910325,126.0,2.999458617817555,20.578054924968235
469.0,953.02,985.91,2.498281209151604,125.0,2.999458617817555,19.97672306983329
470.0,953.02,985.91,2.421228820248099,124.0,2.999458617817555,19.97672306983329
471.0,953.62,985.88,2.3401822578594174,123.0,2.999458617817555,19.37597353799825
472.0,953.62,985.88,2.256140509808731,122.0,2.999458617817555,19.37597353799825
473.0,953.62,985.88,2.171047903663114,121.0,2.999458617817555,19.37597353799825
474.0,954.22,985.84,2.0850103117251004,120.0,2.999458617817555,18.77464168286331
475.0,954.22,985.84,1.9989197082424297,119.0,2.999458617817555,18.77464168286331
476.0,954.22,985.84,1.9138278396971866,118.0,2.999458617817555,18.77464168286331
477.0,954.83,985.82,1.8297346802200585,117.0,2.999458617817555,18.164313902076614
478.0,954.83,985.82,1.7476939091271104,116.0,2.999458617817555,18.164313902076614
479.0,954.83,985.82,1.6695921657698325,115.0,2.999458617817555,18.164313902076614
480.0,955.43,985.78,1.594485810535798,114.0,2.999458617817555,17.562982046941784
481.0,955.43,985.78,1.5254261699603817,113.0,2.999458617817555,17.562982046941784
482.0,955.43,985.78,1.4623573434697827,112.0,2.999458617817555,17.562982046941784
483.0,955.43,985.78,1.4052789758620885,111.0,2.999458617817555,17.562982046941784
484.0,956.03,985.75,1.3561876713788545,110.0,2.999458617817555,16.962232515106738
485.0,956.03,985.75,1.315140296698417,109.0,2.999458617817555,16.962232515106738
486.0,956.03,985.75,1.2831356124743791,108.0,2.999458617817555,16.962232515106738
487.0,956.03,985.75,1.2591179452299137,107.0,2.999458617817555,16.962232515106738
488.0,956.03,985.75,1.2430868835282594,106.0,2.999458617817555,16.962232515106738
489.0,956.64,985.7,1.2360987015606804,105.0,2.999458617817555,16.35018676518275
490.0,956.64,985.7,1.2351590990637604,104.0,2.999458617817555,16.35018676518275
491.0,956.64,985.7,1.2402096596946823,103.0,2.999458617817555,16.35018676518275
492.0,956.64,985.7,1.2512497752247551,102.0,2.999458617817555,16.35018676518275
493.0,956.64,985.7,1.2652845529761279,101.0,2.999458617817555,16.35018676518275
494.0,957.24,985.68,1.2833725102245255,100.0,2.999458617817555,15.74985352439058
495.0,957.24,985.68,1.3043944955418971,99.0,2.999458617817555,15.74985352439058
496.0,957.24,985.68,1.3264754049736467,98.0,2.999458617817555,15.74985352439058
497.0,957.24,985.68,1.3496166122273392,97.0,2.999458617817555,15.74985352439058
498.0,957.83,985.64,1.3746926929317695,96.0,2.999458617817555,15.158499146711652
499.0,957.83,985.64,1.400766932790748,95.0,2.999458617817555,15.158499146711652
500.0,957.83,985.64,1.4269046919819137,94.0,2.999458617817555,15.158499146711652
501.0,957.83,985.64,1.4540416087581538,93.0,2.999458617817555,15.158499146711652
502.0,957.83,985.64,1.48011654946494,92.0,2.999458617817555,15.158499146711652
503.0,958.43,985.6,1.5062569501914338,91.0,2.999458617817555,14.557167291576828
504.0,958.43,985.6,1.5323984468799228,90.0,2.999458617817555,14.557167291576828
505.0,958.43,985.6,1.5565455341878052,89.0,2.999458617817555,14.557167291576828
506.0,958.43,985.6,1.5796281207929923,88.0,2.999458617817555,14.557167291576828
507.0,959.01,985.56,1.6007838704834576,87.0,2.999458617817555,13.975789617426837
