t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d
2738.0,950.02,986.1,5.561278270325987,129.0,1.1248484342345861,22.982800022207986,1.2329809406475025,14.415064602168759
2739.0,950.62,986.06,5.549818735778675,128.0,1.1248484342345861,22.38146816707304,1.1526773182465246,13.813732747033814
2740.0,951.22,986.02,5.5264669545741425,127.0,1.1248484342345861,21.780136311938104,1.0754440943163899,13.212400891898877
2741.0,951.82,985.99,5.488102222080051,126.0,1.1248484342345861,21.17938678010306,1.00020447909415,13.583505258548495
2742.0,951.82,985.99,5.43372763395443,125.0,1.1248484342345861,21.17938678010306,0.9289520977962212,13.583505258548495
2743.0,952.42,985.95,5.364415065969448,124.0,1.1248484342345861,20.578054924968235,0.8607700041242143,12.982173403413672
2744.0,953.02,985.91,5.279100017995492,123.0,1.1248484342345861,19.97672306983329,0.797571940328896,12.380841548278728
2745.0,953.62,985.88,5.178782192755358,122.0,1.1248484342345861,19.37597353799825,0.7403546447480424,11.780092016443685
2746.0,954.22,985.84,5.064461274410142,121.0,1.1248484342345861,18.77464168286331,0.6901949000101347,11.178760161308748
2747.0,954.83,985.82,4.936057232245185,120.0,1.1248484342345861,18.164313902076614,0.6460959681038104,10.56843238052205
2748.0,955.43,985.78,4.794562440932436,119.0,1.1248484342345861,17.562982046941784,0.6109680842728202,9.96710052538722
2749.0,955.43,985.78,4.64105699167765,118.0,1.1248484342345861,17.562982046941784,0.5828979327463771,9.96710052538722
2750.0,956.03,985.75,4.4764494859207336,117.0,1.1248484342345861,16.962232515106738,0.5648760926079276,9.366350993552174
2751.0,956.64,985.7,4.302820005531256,116.0,1.1248484342345861,16.35018676518275,0.5548279012450618,8.754305243628188
2752.0,957.24,985.68,4.12206562296138,115.0,1.1248484342345861,15.74985352439058,0.5528345141179231,8.153972002836017
2753.0,957.24,985.68,3.933184460459489,114.0,1.1248484342345861,15.74985352439058,0.5608083451590213,8.153972002836017
2754.0,957.83,985.64,3.7402515958154474,113.0,1.1248484342345861,15.158499146711652,0.5759210015271191,8.515193081485918
2755.0,958.43,985.6,3.54216783904998,112.0,1.1248484342345861,14.557167291576828,0.5990075124737585,7.913861226351096
2756.0,958.43,985.6,3.342015110677987,111.0,1.1248484342345861,14.557167291576828,0.6270773477012226,7.913861226351096
2757.0,959.01,985.56,3.1396823087694714,110.0,1.1248484342345861,13.975789617426837,0.6612087416240049,7.332483552201105
2758.0,959.01,985.56,2.937258926278036,109.0,1.1248484342345861,13.975789617426837,0.6983301511462898,7.332483552201105
2759.0,959.6,985.51,2.7357348190202937,108.0,1.1248484342345861,13.383674763703311,0.7374449131969113,6.740368698477579
2760.0,959.6,985.51,2.5349897435689948,107.0,1.1248484342345861,13.383674763703311,0.7776380906308539,6.740368698477579
2761.0,960.18,985.47,2.338227747675577,106.0,1.1248484342345861,12.802297089553441,0.8157560909977932,6.158991024327709
2762.0,960.18,985.47,2.1443360277717667,105.0,1.1248484342345861,12.802297089553441,0.850884245946533,6.158991024327709
2763.0,960.75,985.42,1.957400827628312,104.0,1.1248484342345861,12.230108309516586,0.8830226497661314,5.586802244290854
2764.0,960.75,985.42,1.7754345946837917,103.0,1.1248484342345861,12.230108309516586,0.9110922017007939,5.586802244290854
2765.0,960.75,985.42,1.6012885436422755,102.0,1.1248484342345861,12.230108309516586,0.9341787837453814,5.586802244290854
2766.0,960.75,985.42,1.435206256954031,101.0,1.1248484342345861,12.230108309516586,0.9522825211039001,5.586802244290854
2767.0,961.32,985.39,1.2781803472123956,100.0,1.1248484342345861,11.659319381803325,0.9653206721084967,5.947946790598089
2768.0,961.32,985.39,1.1300840676693038,99.0,1.1248484342345861,11.659319381803325,0.9723795555234591,5.947946790598089
2769.0,961.32,985.39,0.9940181084869631,98.0,1.1248484342345861,11.659319381803325,0.9733760835360605,5.947946790598089
2770.0,961.32,985.39,0.8691173683686225,97.0,1.1248484342345861,11.659319381803325,0.9693900143904929,5.947946790598089
2771.0,961.32,985.39,0.7562466528851549,96.0,1.1248484342345861,11.659319381803325,0.9594253488416907,5.947946790598089
2772.0,961.89,985.35,0.6563969835396869,95.0,1.1248484342345861,11.087917596716926,0.9433138396101268,5.37654500551169
2773.0,961.89,985.35,0.5696964103801251,94.0,1.1248484342345861,11.087917596716926,0.9223041797585003,5.37654500551169
2774.0,961.89,985.35,0.4951535115497011,93.0,1.1248484342345861,11.087917596716926,0.8951474738834937,5.37654500551169
2775.0,961.89,985.35,0.43363117969075976,92.0,1.1248484342345861,11.087917596716926,0.8630926949059411,5.37654500551169
2776.0,961.89,985.35,0.38413799603788223,91.0,1.1248484342345861,11.087917596716926,0.8259715491468214,5.37654500551169
2777.0,961.89,985.35,0.34581064182584087,90.0,1.1248484342345861,11.087917596716926,0.784780224011793,6.287917596716926
2778.0,961.89,985.35,0.319640422975568,89.0,1.1248484342345861,11.087917596716926,0.7386067966110249,6.287917596716926
2779.0,961.89,985.35,0.30252437918290154,88.0,1.1248484342345861,11.087917596716926,0.6894439788699297,6.287917596716926
2780.0,961.89,985.35,0.29446222168556696,87.0,1.1248484342345861,11.087917596716926,0.6372079723292859,6.287917596716926
2781.0,961.89,985.35,0.29545388811115686,86.0,1.1248484342345861,11.087917596716926,0.5839760269052147,6.287917596716926
2782.0,961.89,985.35,0.30450779957170226,85.0,1.1248484342345861,11.087917596716926,0.5288336222291469,6.287917596716926
2783.0,961.89,985.35,0.319640422975568,84.0,1.1248484342345861,11.087917596716926,0.47360848809961165,6.287917596716926
2784.0,961.89,985.35,0.34184353145847296,83.0,1.1248484342345861,11.087917596716926,0.42037721156123575,6.287917596716926
2785.0,961.89,985.35,0.3690054200143949,82.0,1.1248484342345861,11.087917596716926,0.36922080114749767,6.287917596716926
2786.0,962.44,985.31,0.4023742039445372,81.0,1.1248484342345861,10.536464969558363,0.322051238159396,5.736464969558363
2787.0,962.44,985.31,0.43971013179138824,80.0,1.1248484342345861,10.536464969558363,0.2799464234456301,5.736464969558363
2788.0,962.44,985.31,0.48002083288124064,79.0,1.1248484342345861,10.536464969558363,0.24382165613415063,5.736464969558363
2789.0,962.44,985.31,0.5244273066879718,78.0,1.1248484342345861,10.536464969558363,0.21367732682715776,5.736464969558363
2790.0,962.44,985.31,0.5718085343889159,77.0,1.1248484342345861,10.536464969558363,0.1925850461484484,5.736464969558363
2791.0,962.44,985.31,0.6211730837697332,76.0,1.1248484342345861,10.536464969558363,0.1795466513193716,5.736464969558363
2792.0,962.44,985.31,0.671529597262846,75.0,1.1248484342345861,10.536464969558363,0.176555940143627,5.736464969558363
2793.0,962.44,985.31,0.722014542789825,74.0,1.1248484342345861,10.536464969558363,0.18361372497719228,5.736464969558363
2794.0,962.44,985.31,0.7724998381876853,73.0,1.1248484342345861,10.536464969558363,0.20063897926375127,5.736464969558363
2795.0,962.44,985.31,0.8208727063314993,72.0,1.1248484342345861,10.536464969558363,0.2307032726252491,5.736464969558363
2796.0,963.0,985.27,0.8672623593815195,71.0,1.1248484342345861,9.975038215653692,0.272888255518628,5.175038215653692
2797.0,963.0,985.27,0.9105481865338044,70.0,1.1248484342345861,9.975038215653692,0.32703516630478746,5.175038215653692
2798.0,963.0,985.27,0.9488756504410891,69.0,1.1248484342345861,9.975038215653692,0.39621458832304496,5.175038215653692
2799.0,963.0,985.27,0.9821160827519321,68.0,1.1248484342345861,9.975038215653692,25,10.87642603451967
2800.0,963.0,985.27,1.009277959731609,67.0,1.1248484342345861,9.975038215653692,25,10.87642603451967
2801.0,963.0,985.27,1.0314809741337936,66.0,1.1248484342345861,9.975038215653692,25,10.87642603451967
2802.0,963.54,985.25,1.0476053646292576,65.0,1.1248484342345861,9.434667972209477,25,10.336055791075454
2803.0,963.54,985.25,1.0586429993156332,64.0,1.1248484342345861,9.434667972209477,25,10.336055791075454
2804.0,963.54,985.25,1.0647215598455777,63.0,1.1248484342345861,9.434667972209477,25,10.336055791075454
2805.0,963.54,985.25,1.0676970544119713,62.0,1.1248484342345861,9.434667972209477,25,10.336055791075454
2806.0,963.54,985.25,1.0676970544119713,61.0,1.1248484342345861,9.434667972209477,25,10.336055791075454
2807.0,964.08,985.2,1.0675701382110685,60.0,1.1248484342345861,8.892358097691154,25,9.793745916557132
2808.0,964.08,985.2,1.0675701382110685,59.0,1.1248484342345861,8.892358097691154,25,9.793745916557132
2809.0,964.08,985.2,1.07054612231328,58.0,1.1248484342345861,8.892358097691154,25,9.793745916557132
2810.0,964.08,985.2,1.0776163510266537,57.0,1.1248484342345861,8.892358097691154,25,9.793745916557132
2811.0,964.08,985.2,1.0906388036375747,56.0,1.1248484342345861,8.892358097691154,25,9.793745916557132
2812.0,964.62,985.17,1.1118493603002162,55.0,1.1248484342345861,8.351525406371588,25,9.252913225237565
2813.0,964.62,985.17,1.140996494297857,54.0,1.1248484342345861,8.351525406371588,25,9.252913225237565
2814.0,964.62,985.17,1.1803156357517255,53.0,1.1248484342345861,8.351525406371588,25,9.252913225237565
2815.0,964.62,985.17,1.231665539016173,52.0,1.1248484342345861,8.351525406371588,25,9.252913225237565
2816.0,965.14,985.13,1.2950467173040514,51.0,1.1248484342345861,7.829989213955397,25,8.731377032821374
2817.0,965.14,985.13,1.371576100695838,50.0,1.1248484342345861,7.829989213955397,25,8.731377032821374
2818.0,965.14,985.13,1.4602609355865137,49.0,1.1248484342345861,7.829989213955397,25,8.731377032821374
2819.0,965.14,985.13,1.562961931718108,48.0,1.1248484342345861,7.829989213955397,25,8.731377032821374
2820.0,965.67,985.08,1.6778182261496626,47.0,1.1248484342345861,7.297635947787182,25,8.19902376665316
2821.0,965.67,985.08,1.803713946278622,46.0,1.1248484342345861,7.297635947787182,25,8.19902376665316
2822.0,965.67,985.08,1.939656928428324,45.0,1.1248484342345861,7.297635947787182,25,8.19902376665316
2823.0,966.18,985.04,2.0815551878343266,44.0,1.1248484342345861,6.786069725290037,25,7.687457544156015
2824.0,966.18,985.04,2.2295313408875868,43.0,1.1248484342345861,6.786069725290037,25,7.687457544156015
2825.0,966.18,985.04,2.3785005780953683,42.0,1.1248484342345861,6.786069725290037,25,7.687457544156015
2826.0,966.7,985.01,2.525484903934292,41.0,1.1248484342345861,6.2652050595657265,25,7.166592878431704
2827.0,966.7,985.01,2.666272491700726,40.0,1.1248484342345861,6.2652050595657265,25,7.166592878431704
2828.0,967.2,984.97,2.7968943490950817,39.0,1.1248484342345861,5.76360761140635,25,6.664995430272327
2829.0,967.71,984.94,2.9134985841767627,38.0,1.1248484342345861,5.252726020428568,25,6.154113839294546
2830.0,967.71,984.94,3.0128690645296885,37.0,1.1248484342345861,5.252726020428568,25,6.154113839294546
2831.0,968.21,984.89,3.0920286221184954,36.0,1.1248484342345861,4.750232239372515,25,5.651620058238493
2832.0,968.21,984.89,3.147999047013833,35.0,1.1248484342345861,4.750232239372515,25,5.651620058238493
2833.0,968.21,984.89,3.1778008118823307,34.0,1.1248484342345861,4.750232239372515,25,5.651620058238493
2834.0,969.19,984.82,3.181320794890072,33.0,1.1248484342345861,3.7677354200392266,25,4.669123238905204
2835.0,969.19,984.82,3.1556932677305634,32.0,1.1248484342345861,3.7677354200392266,25,4.669123238905204
2836.0,969.19,984.82,3.1008071529845256,31.0,1.1248484342345861,3.7677354200392266,25,4.669123238905204
2837.0,970.16,984.76,3.017660683377109,30.0,1.1248484342345861,2.7958815215545627,25,3.69726934042054
2838.0,970.16,984.76,2.9064722603183397,29.0,1.1248484342345861,2.7958815215545627,25,3.69726934042054
2839.0,970.16,984.76,2.771215617738901,28.0,1.1248484342345861,2.7958815215545627,25,3.69726934042054
2840.0,971.11,984.69,2.613775812880669,27.0,1.1248484342345861,1.8433060652257325,25,2.74469388409171
2841.0,971.11,984.69,2.4384404852282127,26.0,1.1248484342345861,1.8433060652257325,25,2.74469388409171
2842.0,971.11,984.69,2.248983770506137,25.0,1.1248484342345861,1.8433060652257325,25,2.74469388409171
2843.0,971.11,984.69,2.049586299720019,24.0,1.1248484342345861,1.8433060652257325,25,2.74469388409171
2844.0,972.04,984.63,1.8453167749738797,23.0,1.1248484342345861,0.911372591205236,25,1.8127604100712134
2845.0,972.04,984.63,1.6390631470446768,22.0,1.1248484342345861,0.911372591205236,25,1.8127604100712134
2846.0,972.04,984.63,1.4379794852500505,21.0,1.1248484342345861,0.911372591205236,25,1.8127604100712134
2847.0,972.04,984.63,1.2429662103211012,20.0,1.1248484342345861,0.911372591205236,25,1.8127604100712134
2848.0,972.04,984.63,1.0600872605592428,19.0,1.1248484342345861,0.911372591205236,25,1.8127604100712134
2849.0,972.04,984.63,0.8902499648975001,18.0,1.1248484342345861,0.911372591205236,25,1.8127604100712134
2850.0,972.95,984.58,0.7386067966110249,17.0,1.1248484342345861,0.0,25,0.9013878188659774
2851.0,972.95,984.58,0.6050694175051322,16.0,1.1248484342345861,0.0,25,0.9013878188659774
2852.0,972.95,984.58,0.4926266334659546,15.0,1.1248484342345861,0.0,25,0.9013878188659774
2853.0,972.95,984.58,0.40127795852750253,14.0,1.1248484342345861,0.0,25,0.9013878188659774
2854.0,972.95,984.58,0.33102265783477725,13.0,1.1248484342345861,0.0,25,0.9013878188659774
2855.0,972.95,984.58,0.282856854256707,12.0,1.1248484342345861,0.0,25,0.9013878188659774
2856.0,972.95,984.58,0.2557831112485732,11.0,1.1248484342345861,0.0,25,0.9013878188659774
2857.0,972.95,984.58,0.2497238474795709,10.0,1.1248484342345861,0.0,25,0.9013878188659774
2858.0,972.95,984.58,0.2637593600234881,9.0,1.1248484342345861,0.0,25,0.9013878188659774
2859.0,972.95,984.58,0.29689223634174067,8.0,1.1248484342345861,0.0,25,0.9013878188659774
2860.0,972.95,984.58,0.34804884714648887,7.0,1.1248484342345861,0.0,25,0.9013878188659774
