t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal
511.0,1052.0,988.68,7.7982896842833425,49.0,4.684813977096636,33.45376156982377
512.0,1051.0,988.74,7.804209953608373,48.0,4.684813977096636,32.45176428153652
513.0,1050.5,988.78,7.809132666308083,47.0,4.684813977096636,31.95016683337714
514.0,1049.4,988.84,7.810996159261634,46.0,4.684813977096636,30.848236144425698
515.0,1048.9,988.87,7.809932458094628,45.0,4.684813977096636,30.347336952970977
516.0,1047.8,988.94,7.806807542139104,44.0,4.684813977096636,29.245105906381188
517.0,1047.3,988.96,7.801687317497414,43.0,4.684813977096636,28.744706066253315
518.0,1046.2,989.03,7.794506591183306,42.0,4.684813977096636,27.642475019663767
519.0,1045.7,989.06,7.785330885710639,41.0,4.684813977096636,27.141575828209046
520.0,1044.6,989.12,7.775222504854765,40.0,4.684813977096636,26.039844132946115
521.0,1044.1,989.16,7.761992012363837,39.0,4.684813977096636,25.538246684786735
522.0,1043.5,989.19,7.746830706811657,38.0,4.684813977096636,24.937497152951806
523.0,1042.4,989.25,7.7276144443159165,37.0,4.684813977096636,23.835566464000397
524.0,1041.8,989.28,7.705405180780567,36.0,4.684813977096636,23.234816932165195
525.0,1040.7,989.34,7.678206691669612,35.0,4.684813977096636,22.133168208875595
526.0,1040.2,989.38,7.646954164894674,34.0,4.684813977096636,21.631570760716198
527.0,1039.6,989.41,7.610712515921226,33.0,4.684813977096636,21.030821228880995
528.0,1038.5,989.48,7.569419660713759,32.0,4.684813977096636,19.928590182291497
529.0,1038.0,989.49,7.524197232927909,31.0,4.684813977096636,19.428490192289495
530.0,1036.9,989.56,7.472925598452054,30.0,4.684813977096636,18.325397665020297
531.0,1036.3,989.61,7.415605504609856,29.0,4.684813977096636,17.723317936080598
532.0,1035.8,989.63,7.354294323726784,28.0,4.684813977096636,17.222918095952696
533.0,1034.7,989.7,7.286995334155224,27.0,4.684813977096636,16.120687049363095
534.0,1034.1,989.72,7.214647115417358,26.0,4.684813977096636,15.520353808570796
535.0,1033.5,989.75,7.13730943703578,25.0,4.684813977096636,14.919604276735896
536.0,1033.0,989.78,7.056920362311027,24.0,4.684813977096636,14.418705085281196
537.0,1031.9,989.83,6.972540569978779,23.0,4.684813977096636,13.317555713318395
538.0,1031.3,989.87,6.88610964188053,22.0,4.684813977096636,12.716223858183298
539.0,1030.7,989.89,6.798684063846474,21.0,4.684813977096636,12.115890617391297
540.0,1030.2,989.91,6.709265384526089,20.0,4.684813977096636,11.615490777263396
541.0,1029.1,989.98,6.619796069366489,19.0,4.684813977096636,10.513143797268896
542.0,1028.5,990.0,6.530332457080573,18.0,4.684813977096636,9.912810556476796
543.0,1028.0,990.03,6.4418734076353905,17.0,4.684813977096636,9.411911365022096
544.0,1027.5,990.06,6.352421979056492,16.0,4.684813977096636,8.911012173567396
545.0,1026.9,990.08,6.263975734308045,15.0,4.684813977096636,8.310678932775296
546.0,1025.9,990.13,6.175536332983557,14.0,4.684813977096636,7.308981494613896
547.0,1025.4,990.15,6.087104073366907,13.0,4.684813977096636,6.8085816544860975
548.0,1024.8,990.18,5.9976803849488345,12.0,4.684813977096636,6.2078321226508955
549.0,1024.3,990.2,5.906266502622448,11.0,4.684813977096636,5.707432282522998
550.0,1023.8,990.24,5.81386145345759,10.0,4.684813977096636,5.205834834363596
551.0,1023.3,990.26,5.719510206302634,9.0,4.684813977096636,4.705434994235798
552.0,1022.3,990.3,5.621211613166684,8.0,4.684813977096636,3.7046353139799955
553.0,1022.3,990.3,5.519919745793411,7.0,4.684813977096636,3.7046353139799955
554.0,1021.3,990.35,5.414635352449877,6.0,4.684813977096636,2.703386094254995
555.0,1021.3,990.35,5.30539885399769,5.0,4.684813977096636,2.703386094254995
556.0,1020.4,990.39,5.190209726013006,4.0,4.684813977096636,1.8024976438905966
557.0,1019.5,990.45,5.0710647797084984,3.0,4.684813977096636,0.9004998611881945
558.0,1019.5,990.45,4.946964018466275,2.0,4.684813977096636,0.9004998611881945
559.0,1018.6,990.48,4.817867266747808,1.0,4.684813977096636,0.0
560.0,1018.6,990.48,4.684813977096636,0.0,4.684813977096636,0.0
561.0,1017.8,990.51,4.545806859073535,75.0,0.0,6.913742977545503
562.0,1017.8,990.51,4.403803923882171,74.0,0.0,6.913742977545503
563.0,1017.0,990.55,4.257848870028151,73.0,0.0,6.1127436017655015
564.0,1016.3,990.6,4.107945471887376,72.0,0.0,5.410960159384501
565.0,1016.3,990.6,3.9560065722897884,71.0,0.0,5.410960159384501
566.0,1015.6,990.64,3.801123255039226,70.0,0.0,4.709818233666304
567.0,1015.6,990.64,3.6462019965986525,69.0,0.0,4.709818233666304
568.0,1015.0,990.67,3.489341055271038,68.0,0.0,4.109068701831205
569.0,1014.4,990.68,3.3333889662024148,67.0,0.0,3.5089853742841015
570.0,1014.4,990.68,3.1774974429572715,66.0,0.0,3.5089853742841015
571.0,1013.7,990.7,3.022561827324629,65.0,0.0,2.8086997182837052
572.0,1013.7,990.7,2.868578044955375,64.0,0.0,2.8086997182837052
573.0,1013.2,990.74,2.7165986085544547,63.0,0.0,2.307102270124304
574.0,1013.2,990.74,2.5655662143082565,62.0,0.0,2.307102270124304
575.0,1013.2,990.74,2.4165363643032562,61.0,0.0,2.307102270124304
576.0,1012.5,990.79,2.2674507712406897,60.0,0.0,1.6053188277434032
577.0,1012.5,990.79,2.119304131076991,59.0,0.0,1.6053188277434032
578.0,1012.0,990.81,1.9721582086637979,58.0,0.0,1.1049189876155054
579.0,1012.0,990.81,1.823951753747889,57.0,0.0,1.1049189876155054
580.0,1012.0,990.81,1.6767447629260692,56.0,0.0,1.1049189876155054
581.0,1011.4,990.85,1.529472131161598,55.0,0.0,0.5035871324806038
582.0,1011.4,990.85,1.3822000578787428,54.0,0.0,0.5035871324806038
583.0,1011.4,990.85,1.2359263732116086,53.0,0.0,0.5035871324806038
584.0,1011.4,990.85,1.0925772283916593,52.0,0.0,0.5035871324806038
585.0,1010.9,990.91,0.9522898718352516,51.0,0.0,0.0
586.0,1010.9,990.91,0.8169908200218653,50.0,0.0,0.0
587.0,1010.9,990.91,0.6886748144080775,49.0,0.0,0.0
588.0,1010.9,990.91,0.5684091835992799,48.0,0.0,0.0
589.0,1010.9,990.91,0.45811898017873043,47.0,0.0,0.0
590.0,1010.9,990.91,0.36086701151532263,46.0,0.0,0.0
591.0,1010.9,990.91,0.2746579691179559,45.0,0.0,0.0
592.0,1010.9,990.91,0.2024845673131659,44.0,0.0,0.0
593.0,1010.9,990.91,0.14035668847618202,43.0,0.0,0.0
594.0,1010.9,990.91,0.0,42.0,0.0,0.0
595.0,1010.9,990.91,0.0,41.0,0.0,0.0
596.0,1010.9,990.91,0.0,40.0,0.0,0.0
597.0,1010.9,990.91,0.0,39.0,0.0,0.0
598.0,1010.9,990.91,0.0,38.0,0.0,0.0
599.0,1010.9,990.91,0.0,37.0,0.0,0.0
600.0,1010.9,990.91,0.0,36.0,0.0,0.0
601.0,1010.9,990.91,0.0,35.0,0.0,0.0
602.0,1010.9,990.91,0.0,34.0,0.0,0.0
603.0,1010.9,990.91,0.0,33.0,0.0,0.0
604.0,1010.9,990.91,0.0,32.0,0.0,0.0
605.0,1010.9,990.91,0.0,31.0,0.0,0.0
