t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d,psi_t
2555.0,1051.7,985.57,2.9613572901627383,91.0,2.9434695513967872,32.72371982568446,25,33.72496904540956,3.1247337688792918
2556.0,1051.7,985.57,2.9954008079053462,90.0,2.9434695513967872,32.72371982568446,25,33.72496904540956,3.1241585428449454
2557.0,1051.0,985.59,3.0384449970338445,89.0,2.9434695513967872,32.023434169683945,25,33.02468338940905,3.123534094109904
2558.0,1051.0,985.59,3.0874899190118823,88.0,2.9434695513967872,32.023434169683945,25,33.02468338940905,3.1228734128722815
2559.0,1050.3,985.61,3.1435537215069185,87.0,2.9434695513967872,31.323148513683442,25,32.32439773340854,3.122187741334597
2560.0,1050.3,985.61,3.205638937871825,86.0,2.9434695513967872,31.323148513683442,25,32.32439773340854,3.121486689562269
2561.0,1050.3,985.61,3.270727900636188,85.0,2.9434695513967872,31.323148513683442,25,32.32439773340854,3.1207783780443092
2562.0,1049.5,985.64,3.3408196599038384,84.0,2.9434695513967872,30.522586211298474,25,31.52383543102357,3.1200695924852604
2563.0,1049.5,985.64,3.4119380123325804,83.0,2.9434695513967872,30.522586211298474,25,31.52383543102357,3.119365940408336
2564.0,1048.8,985.66,3.486085770602898,82.0,2.9434695513967872,29.822300555297964,25,30.82354977502306,3.1186720024888226
2565.0,1048.8,985.66,3.561267330600161,81.0,2.9434695513967872,29.822300555297964,25,30.82354977502306,3.117991474145961
2566.0,1048.0,985.69,3.636458991931574,80.0,2.9434695513967872,29.021738252913,25,30.022987472638093,3.117327294889704
2567.0,1048.0,985.69,3.711690181036128,79.0,2.9434695513967872,29.021738252913,25,30.022987472638093,3.1166817643149964
2568.0,1047.3,985.64,3.786965671880325,78.0,2.9434695513967872,28.319954810532032,25,29.321204030257128,3.1160566446196403
2569.0,1047.3,985.64,3.861256919708918,77.0,2.9434695513967872,28.319954810532032,25,29.321204030257128,3.115453250148862
2570.0,1046.6,985.67,3.9355988108545823,76.0,2.9434695513967872,27.619312248307853,25,28.62056146803295,3.1148725248494324
2571.0,1046.6,985.67,4.006960444027366,75.0,2.9434695513967872,27.619312248307853,25,28.62056146803295,3.114315108729774
2572.0,1045.9,985.71,4.077339941677662,74.0,2.9434695513967872,26.918170322589702,25,27.919419542314802,3.113781394483206
2573.0,1045.9,985.71,4.145737570083279,73.0,2.9434695513967872,26.918170322589702,25,27.919419542314802,3.1132715754487768
2574.0,1045.2,985.73,4.212197526232596,72.0,2.9434695513967872,26.217884666589192,25,27.21913388631429,3.1127856860090386
2575.0,1044.5,985.75,4.275587094189523,71.0,2.9434695513967872,25.517599010588683,25,26.518848230313782,3.112323635456842
2576.0,1044.5,985.75,4.33603989834042,70.0,2.9434695513967872,25.517599010588683,25,26.518848230313782,3.111885236251196
2577.0,1043.8,985.77,4.392413118093515,69.0,2.9434695513967872,24.817313354588183,25,25.818562574313283,3.1114702274828483
2578.0,1043.1,985.79,4.445748081032033,68.0,2.9434695513967872,24.117027698587677,25,25.11827691831277,3.1110782942733
2579.0,1043.1,985.79,4.495094770969796,67.0,2.9434695513967872,24.117027698587677,25,25.11827691831277,3.1107090837295557
2580.0,1042.4,985.81,4.540294814216363,66.0,2.9434695513967872,23.416742042587398,25,24.417991262312498,3.1103622179839934
2581.0,1042.4,985.81,4.582500627386755,65.0,2.9434695513967872,23.416742042587398,25,24.417991262312498,3.1100373047867813
2582.0,1041.7,985.83,4.618609422759191,64.0,2.9434695513967872,22.716456386586906,25,23.717705606312,3.109733946029094
2583.0,1041.1,985.86,4.651669162784471,63.0,2.9434695513967872,22.1157068547517,25,23.1169560744768,3.1094517445236898
2584.0,1040.4,985.88,4.679682574705255,62.0,2.9434695513967872,21.415421198751407,25,22.4166704184765,3.1091903093120994
2585.0,1040.4,985.88,4.703648477511898,61.0,2.9434695513967872,21.415421198751407,25,22.4166704184765,3.108949259723624
2586.0,1039.8,985.91,4.722516278426153,60.0,2.9434695513967872,20.814671666916304,25,21.815920886641397,3.108728228365059
2587.0,1039.1,985.93,4.735394070190991,59.0,2.9434695513967872,20.1143860109158,25,21.115635230640894,3.108526863189647
2588.0,1039.1,985.93,4.743177521451205,58.0,2.9434695513967872,20.1143860109158,25,21.115635230640894,3.108344828753136
2589.0,1038.5,985.96,4.744972602660631,57.0,2.9434695513967872,19.5136364790808,25,20.514885698805895,3.108181806756469
2590.0,1037.8,985.98,4.739779741717963,56.0,2.9434695513967872,18.813350823080302,25,19.8146000428054,3.108037495915915
2591.0,1037.2,985.99,4.728500079306333,55.0,2.9434695513967872,18.2132674955333,25,19.214516715258398,3.1079116112206635
2592.0,1037.2,985.99,4.710281732550612,54.0,2.9434695513967872,18.2132674955333,25,19.214516715258398,3.1078038825750403
2593.0,1036.6,986.01,4.686073516282049,53.0,2.9434695513967872,17.612934254741003,25,18.614183474466106,3.10771405283471
2594.0,1036.0,986.03,4.654830179501719,52.0,2.9434695513967872,17.012601013949002,25,18.013850233674102,3.1076418752048554
2595.0,1035.3,986.05,4.618596323559789,51.0,2.9434695513967872,16.312315357948506,25,17.3135645776736,3.1075871099594603
2596.0,1035.3,986.05,4.5774152094823135,50.0,2.9434695513967872,16.312315357948506,25,17.3135645776736,3.1075495204137678
2597.0,1034.7,986.07,4.532240064250789,49.0,2.9434695513967872,15.711982117156406,25,16.7132313368815,3.107528868067882
2598.0,1034.1,986.09,4.485068784310894,48.0,2.9434695513967872,15.111648876364105,25,16.1128980960892,3.107524906805016
2599.0,1033.5,986.11,4.434944193560952,47.0,2.9434695513967872,14.511315635572105,25,15.512564855297198,3.107537376012594
2600.0,1033.5,986.11,4.382780510132808,46.0,2.9434695513967872,14.511315635572105,25,15.512564855297198,3.1075659924687633
2601.0,1032.9,986.13,4.329660494773233,45.0,2.9434695513967872,13.910982394780007,25,14.9122316145051,3.107610440796144
2602.0,1032.3,986.15,4.2765412426398965,44.0,2.9434695513967872,13.310649153987706,25,14.311898373712802,3.107670362268994
2603.0,1031.7,986.18,4.221424404155544,43.0,2.9434695513967872,12.709899622152806,25,13.711148841877902,3.107745341715299
2604.0,1031.7,986.18,4.165349085010764,42.0,2.9434695513967872,12.709899622152806,25,13.711148841877902,3.1078348922358248
2605.0,1031.2,986.2,4.1072356883918895,41.0,2.9434695513967872,12.209499782024903,25,13.210749001749999,3.107938437407626
2606.0,1030.6,986.21,4.046125307006692,40.0,2.9434695513967872,11.609416454477707,25,12.6106656742028,3.108055290640064
2607.0,1030.6,986.21,3.9819790305826577,39.0,2.9434695513967872,11.609416454477707,25,12.6106656742028,3.108184631298244
2608.0,1030.0,986.23,3.9148747106388986,38.0,2.9434695513967872,11.009083213685603,25,12.0103324334107,3.1083254772101627
2609.0,1029.4,986.26,3.841737367389916,37.0,2.9434695513967872,10.408333681850703,25,11.409582901575801,3.1084766531754764
2610.0,1028.9,986.26,3.765603404502391,36.0,2.9434695513967872,9.908333681850703,25,10.909582901575801,3.1086367551237917
2611.0,1028.9,986.26,3.683474718251776,35.0,2.9434695513967872,9.908333681850703,25,10.909582901575801,3.108804109622724
2612.0,1028.3,986.28,3.5963503722524033,34.0,2.9434695513967872,9.308000441058404,25,10.3092496607835,3.1089767285853003
2613.0,1028.3,986.28,3.5051940031901228,33.0,2.9434695513967872,9.308000441058404,25,10.3092496607835,3.1091522591889342
2614.0,1027.7,986.29,3.4100769786032687,32.0,2.9434695513967872,8.707917113511403,25,9.7091663332365,3.1093279293353837
2615.0,1027.2,986.32,3.3129277082363267,31.0,2.9434695513967872,8.207017922056702,25,9.208267141781802,3.109500489392229
2616.0,1027.2,986.32,3.2158140493504908,30.0,2.9434695513967872,8.207017922056702,25,9.208267141781802,3.1096661515349457
2617.0,1026.7,986.34,3.120700241932891,29.0,2.9434695513967872,7.706618081928803,25,8.707867301653899,3.109820528808671
2618.0,1026.1,986.34,3.0275864975257103,28.0,2.9434695513967872,7.106618081928705,25,8.107867301653801,3.109958576996769
2619.0,1026.1,986.34,2.9395033594129467,27.0,2.9434695513967872,7.106618081928705,25,8.107867301653801,3.1100745436702835
2620.0,1025.6,986.37,2.857417715350697,26.0,2.9434695513967872,6.605718890474005,25,7.6069681101991025,3.1101619302390726
2621.0,1025.6,986.37,2.7833289421123046,25.0,2.9434695513967872,6.605718890474005,25,7.6069681101991025,3.110213474522563
2622.0,1025.1,986.39,2.718267462925604,24.0,2.9434695513967872,6.105319050346104,25,7.1065682700712,3.110221163059473
2623.0,1025.1,986.39,2.6632018323814663,23.0,2.9434695513967872,6.105319050346104,25,7.1065682700712,3.110176284004657
2624.0,1024.5,986.42,2.6191616979484103,22.0,2.9434695513967872,5.504569518511204,25,6.5058187382363,3.1100695325507197
2625.0,1024.5,986.42,2.5861169733792013,21.0,2.9434695513967872,5.504569518511204,25,6.5058187382363,3.1098911810415397
2626.0,1024.0,986.43,2.564068056819085,20.0,2.9434695513967872,5.004469528509205,25,6.0057187482343,3.109631324630405
2627.0,1024.0,986.43,2.552044278612736,19.0,2.9434695513967872,5.004469528509205,25,6.0057187482343,3.1092802099329706
2628.0,1023.5,986.45,2.551016268078273,18.0,2.9434695513967872,4.504069688381303,25,5.505318908106401,3.1088286480154763
2629.0,1023.5,986.45,2.5600126952810216,17.0,2.9434695513967872,4.504069688381303,25,5.505318908106401,3.10826850397431
2630.0,1023.0,986.46,2.577006014738809,16.0,2.9434695513967872,4.003969698379303,25,5.005218918104402,3.107593243486271
2631.0,1023.0,986.46,2.600996732024091,15.0,2.9434695513967872,4.003969698379303,25,5.005218918104402,3.1067985030798297
2632.0,1022.4,986.47,2.6320125379640573,14.0,2.9434695513967872,3.4038863708322036,25,4.4051355905572995,3.105882637363921
2633.0,1022.4,986.47,2.6669992500936326,13.0,2.9434695513967872,3.4038863708322036,25,4.4051355905572995,3.1048471858978455
2634.0,1021.9,986.49,2.7060120103207232,12.0,2.9434695513967872,2.9034865307043027,25,3.904735750429399,3.103697198040371
2635.0,1021.9,986.49,2.746051893173179,11.0,2.9434695513967872,2.9034865307043027,25,3.904735750429399,3.1024413588701045
2636.0,1021.4,986.51,2.7880634856473407,10.0,2.9434695513967872,2.403086690576405,25,3.4043359103015014,3.101091874701463
2637.0,1021.4,986.51,2.8280758476391683,9.0,2.9434695513967872,2.403086690576405,25,3.4043359103015014,3.0996641020650535
2638.0,1020.9,986.54,2.865117100573727,8.0,2.9434695513967872,1.9021874991217016,25,2.9034367188467987,3.098175935732491
2639.0,1020.9,986.54,2.8991598783095767,7.0,2.9434695513967872,1.9021874991217016,25,2.9034367188467987,3.096647003835318
2640.0,1020.9,986.54,2.9272054932990272,6.0,2.9434695513967872,1.9021874991217016,25,2.9034367188467987,3.0950977445685535
2641.0,1019.9,986.58,2.950224737202236,5.0,2.9434695513967872,0.9013878188659064,25,1.9026370385910027,3.0935484538966365
2642.0,1019.9,986.58,2.9652765469682585,4.0,2.9434695513967872,0.9013878188659064,25,1.9026370385910027,3.0920183940006187
2643.0,1019.9,986.58,2.9723327539156847,3.0,2.9434695513967872,0.9013878188659064,25,1.9026370385910027,3.0905250386266725
2644.0,1019.0,986.63,2.9713937807029214,2.0,2.9434695513967872,0.0,25,1.0012492197250964,3.0890835076463263
2645.0,1019.0,986.63,2.9614293846046715,1.0,2.9434695513967872,0.0,25,1.0012492197250964,3.0877062147492174
2646.0,1019.0,986.63,2.9434695513967872,0.0,2.9434695513967872,0.0,25,1.0012492197250964,3.0877062147492174
2716.0,1006.8,987.2,3.2589335679022366,35.0,1.3924151679725412,8.405990411594395,25,20.2860938448084,3.061744129106404
