t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,front_v,front_d,psi_t
1455.0,1051.7,985.57,7.757682708128762,49.0,5.313605179160379,32.72371982568446,25,33.72496904540956,3.1241941253336325
1456.0,1051.0,985.59,7.755789643872506,48.0,5.313605179160379,32.023434169683945,25,33.02468338940905,3.122557190674193
1457.0,1050.3,985.61,7.739903939972383,47.0,5.313605179160379,31.323148513683442,25,32.32439773340854,3.1210136546003744
1458.0,1049.5,985.64,7.711025872087319,46.0,5.313605179160379,30.522586211298474,25,31.52383543102357,3.119558107211146
1459.0,1048.8,985.66,7.6691275253447175,45.0,5.313605179160379,29.822300555297964,25,30.82354977502306,3.118186757619526
1460.0,1048.0,985.69,7.6172649290936425,44.0,5.313605179160379,29.021738252913,25,30.022987472638093,3.116897099387895
1461.0,1047.3,985.64,7.557440042765803,43.0,5.313605179160379,28.319954810532032,25,29.321204030257128,3.11568764386736
1462.0,1046.6,985.67,7.49159315499714,42.0,5.313605179160379,27.619312248307853,25,28.62056146803295,3.1145577015447112
1463.0,1045.9,985.71,7.4228165139655715,41.0,5.313605179160379,26.918170322589702,25,27.919419542314802,3.1135071972653097
1464.0,1045.2,985.73,7.353049503437332,40.0,5.313605179160379,26.217884666589192,25,27.21913388631429,3.1125365091710684
1465.0,1044.5,985.75,7.283291906823453,39.0,5.313605179160379,25.517599010588683,25,26.518848230313782,3.1116463240147976
1466.0,1043.8,985.77,7.215578285903355,38.0,5.313605179160379,24.817313354588183,25,25.818562574313283,3.1108375035595777
1467.0,1043.1,985.79,7.149912586878247,37.0,5.313605179160379,24.117027698587677,25,25.11827691831277,3.110110958309914
1468.0,1042.4,985.81,7.088220721732641,36.0,5.313605179160379,23.416742042587398,25,24.417991262312498,3.1094675260083156
1469.0,1041.1,985.86,7.030577856762558,35.0,5.313605179160379,22.1157068547517,25,23.1169560744768,3.1089078532758183
1470.0,1040.4,985.88,6.976946681751267,34.0,5.313605179160379,21.415421198751407,25,22.4166704184765,3.108432279560604
1471.0,1039.8,985.91,6.928283264994294,33.0,5.313605179160379,20.814671666916304,25,21.815920886641397,3.108040723200668
