t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,psi_t
346,950.62,986.06,6.297153722000001,56,2.044192995,22.38146817,-0.05129703856820774
347,951.22,986.02,6.301182825,55,2.044192995,21.78013631,-0.05300244121335707
348,951.82,985.99,6.299214634,54,2.044192995,21.17938678,-0.05452127644951999
349,952.42,985.95,6.29124924,53,2.044192995,20.57805492,-0.055894209987940396
350,953.02,985.91,6.27629644,52,2.044192995,19.97672307,-0.057151112511499944
351,953.62,985.88,6.254337775,51,2.044192995,19.37597354,-0.058314362749572426
352,954.22,985.84,6.224393625,50,2.044192995,18.77464168,-0.05940099556996363
353,954.83,985.82,6.187466767999999,49,2.044192995,18.1643139,-0.06042413837951595
354,955.43,985.78,6.143547265,48,2.044192995,17.56298205,-0.06139399455338283
355,956.03,985.75,6.092635555,47,2.044192995,16.96223252,-0.062318530190038406
356,956.64,985.7,6.035747675,46,2.044192995,16.35018677,-0.06320396151173961
357,957.24,985.68,5.971871147000001,45,2.044192995,15.74985352,-0.06405510515732125
358,957.83,985.64,5.901006778999999,44,2.044192995,15.15849915,-0.06487563214033207
359,958.43,985.6,5.8231555020000005,43,2.044192995,14.55716729,-0.06566825276470602
360,959.01,985.56,5.739339683,42,2.044192995,13.97578962,-0.06643485115283988
361,959.6,985.51,5.648542555,41,2.044192995,13.38367476,-0.0671765823769476
362,960.18,985.47,5.550765802999999,40,2.044192995,12.80229709,-0.06789394145529745
363,960.75,985.42,5.446011384,39,2.044192995,12.23010831,-0.0685868109581474
364,961.32,985.39,5.3352520089999995,38,2.044192995,11.65931938,-0.06925449232044686
365,961.89,985.35,5.219545766,37,2.044192995,11.087917599999999,-0.06989572484541391
366,962.44,985.31,5.0968358810000005,36,2.044192995,10.53646497,-0.07050869572366608
367,963.0,985.27,4.970117202,35,2.044192995,9.975038216,-0.07109104400898122
368,963.54,985.25,4.838424227,34,2.044192995,9.434667972,-0.07163986136755193
369,964.08,985.2,4.701720217,33,2.044192995,8.892358097999999,-0.0721516924846077
370,964.08,985.2,4.562042087,32,2.044192995,8.892358097999999,-0.0726225382298313
371,964.62,985.17,4.4183494660000004,31,2.044192995,8.351525406,-0.0730478650687226
372,965.14,985.13,4.272590315,30,2.044192995,7.829989213999999,-0.07342262465920318
373,965.67,985.08,4.122853866,29,2.044192995,7.297635948,-0.07374128812343932
374,966.18,985.04,3.97308759,28,2.044192995,6.786069725,-0.07399790004628821
375,966.7,985.01,3.821289965,27,2.044192995,6.26520506,-0.07418615773810444
376,966.7,985.01,3.669454455,26,2.044192995,6.26520506,-0.07429952165490311
377,967.2,984.97,3.519573838,25,2.044192995,5.763607611,-0.07433136289179332
378,967.71,984.94,3.370703339,24,2.044192995,5.25272602,-0.07427515326577036
379,967.71,984.94,3.225719145,23,2.044192995,5.25272602,-0.07412470243485479
380,968.21,984.89,3.0847341860000004,22,2.044192995,4.750232239,-0.07387444459617819
381,968.21,984.89,2.948746344,21,2.044192995,4.750232239,-0.07351977441208911
382,969.19,984.82,2.8206853780000003,20,2.044192995,3.76773542,-0.07305742780199038
383,969.19,984.82,2.699677944,19,2.044192995,3.76773542,-0.07248589821965219
384,969.19,984.82,2.587590385,18,2.044192995,3.76773542,-0.07180587315898641
385,969.19,984.82,2.48455167,17,2.044192995,3.76773542,-0.0710206695535947
386,970.16,984.76,2.391493257,16,2.044192995,2.7958815219999997,-0.0701366410825073
387,970.16,984.76,2.307415871,15,2.044192995,2.7958815219999997,-0.06916352637464768
388,970.16,984.76,2.2343826890000003,14,2.044192995,2.7958815219999997,-0.06811470581539313
389,970.16,984.76,2.171326783,13,2.044192995,2.7958815219999997,-0.0670073372749454
390,971.11,984.69,2.118317493,12,2.044192995,1.843306065,-0.0658623483636924
391,971.11,984.69,2.075284077,11,2.044192995,1.843306065,-0.0647042749758028
392,971.11,984.69,2.041299831,10,2.044192995,1.843306065,-0.06356095216971756
393,971.11,984.69,2.016365542,9,2.044192995,1.843306065,-0.062463082361393744
394,972.04,984.63,2.0004084580000003,8,2.044192995,0.9113725909999999,-0.06144372509507828
395,972.04,984.63,1.991432901,7,2.044192995,0.9113725909999999,-0.06053776989280094
396,972.04,984.63,1.989512503,6,2.044192995,0.9113725909999999,-0.0597814668027473
397,972.04,984.63,1.991656597,5,2.044192995,0.9113725909999999,-0.05921209732719174
398,972.04,984.63,1.998712085,4,2.044192995,0.9113725909999999,-0.05886787190000076
399,972.95,984.58,2.007837892,3,2.044192995,0.0,-0.05878814148574014
400,972.95,984.58,2.019955693,2,2.044192995,0.0,-0.05901401427995575
401,972.95,984.58,2.032074064,1,2.044192995,0.0,-0.05958948019879011
402,972.95,984.58,2.044192995,0,2.044192995,0.0,-0.05958948019879011
403,973.85,984.53,2.0562344219999997,39,0.46698394,5.27342798,-0.06874148445725983
404,973.85,984.53,2.068353935,38,0.46698394,5.27342798,-0.06515797983283134
405,973.85,984.53,2.079477098,37,0.46698394,5.27342798,-0.06394645209178729
406,973.85,984.53,2.088607191,36,0.46698394,5.27342798,-0.06352824132140897
407,974.47,984.49,2.096661394,35,0.46698394,4.652138997,-0.06348679459415499
408,974.47,984.49,2.103798945,34,0.46698394,4.652138997,-0.06366543621501988
409,974.47,984.49,2.108863201,33,0.46698394,4.652138997,-0.06399257520316773
410,975.08,984.45,2.112930903,32,0.46698394,4.040828929,-0.06443106576554311
411,975.08,984.45,2.1150054369999998,31,0.46698394,4.040828929,-0.06495964112587288
412,975.08,984.45,2.115086996,30,0.46698394,4.040828929,-0.06556489134643907
413,975.67,984.41,2.111100424,29,0.46698394,3.449474551,-0.06623730894826992
414,975.67,984.41,2.103127433,28,0.46698394,3.449474551,-0.06696909220157793
415,975.67,984.41,2.089175196,27,0.46698394,3.449474551,-0.06775277648446253
416,976.24,984.38,2.0691611830000003,26,0.46698394,2.878685623,-0.06858028993191996
417,976.24,984.38,2.041091865,25,0.46698394,2.878685623,-0.06944225602399354
418,976.79,984.34,2.0050506230000003,24,0.46698394,2.3272329959999998,-0.07032747623689753
419,976.79,984.34,1.959957653,23,0.46698394,2.3272329959999998,-0.07122258688483875
420,976.79,984.34,1.906809115,22,0.46698394,2.3272329959999998,-0.0721119206674192
421,977.3,984.29,1.84369683,21,0.46698394,1.8147878769999999,-0.07297762276347022
422,977.3,984.29,1.77344016,20,0.46698394,1.8147878769999999,-0.07380007406522754
423,977.3,984.29,1.696209008,19,0.46698394,1.8147878769999999,-0.07455865768239349
424,977.3,984.29,1.61300031,18,0.46698394,1.8147878769999999,-0.0752328682642481
425,978.0,984.25,1.524724565,17,0.46698394,1.1136459509999999,-0.07580371037994363
426,978.0,984.25,1.434456692,16,0.46698394,1.1136459509999999,-0.07625527338670643
427,978.0,984.25,1.342109534,15,0.46698394,1.1136459509999999,-0.07657632424062051
428,978.0,984.25,1.250846114,14,0.46698394,1.1136459509999999,-0.07676174936773872
429,978.6,984.2,1.161575654,13,0.46698394,0.511566222,-0.07681372329715626
430,978.6,984.2,1.074209011,12,0.46698394,0.511566222,-0.07674260231326041
431,978.6,984.2,0.9919112859999999,11,0.46698394,0.511566222,-0.07656775619197213
432,978.6,984.2,0.9136870359999999,10,0.46698394,0.511566222,-0.07631892054566844
433,978.6,984.2,0.840443335,9,0.46698394,0.511566222,-0.07603938436201917
434,978.6,984.2,0.7731752709999999,8,0.46698394,0.511566222,-0.07579413666082094
435,979.11,984.16,0.7129691440000001,7,0.46698394,0.0,-0.07569161630197833
436,979.11,984.16,0.658738188,6,0.46698394,0.0,-0.075948557321374
437,979.11,984.16,0.610573501,5,0.46698394,0.0,-0.07713230718260754
438,979.11,984.16,0.5693794870000001,4,0.46698394,0.0,-0.08158357124957233
439,979.11,984.16,0.534251813,3,0.46698394,0.0,-0.1308686856640721
440,979.11,984.16,0.505191053,2,0.46698394,0.0,3.0928492652277098
441,979.11,984.16,0.483100404,1,0.46698394,0.0,3.0827694053552492
442,979.11,984.16,0.46698394,0,0.46698394,0.0,3.0827694053552492
546,1000.1,992.17,3.7118735160000003,11,3.371405938,3.1703802789999997,-1.865632830079694
547,1000.1,992.17,3.6870238680000003,10,3.371405938,3.1703802789999997,1.19683449576683
548,1000.1,992.17,3.661232716,9,3.371405938,3.1703802789999997,1.1969902995072603
549,1000.5,993.16,3.634435307,8,3.371405938,2.102625626,1.2010621599238924
550,1000.5,993.16,3.60486782,7,3.371405938,2.102625626,1.2272058783902313
551,1000.5,993.16,3.5743466539999997,6,3.371405938,2.102625626,1.2859929202584417
552,1000.8,994.18,3.54279226,5,3.371405938,1.039422917,1.342919948242974
553,1000.8,994.18,3.50949626,4,3.371405938,1.039422917,1.3650040177240252
554,1000.8,994.18,3.475089927,3,3.371405938,1.039422917,1.3653428720442955
555,1001.0,995.2,3.441215628,2,3.371405938,0.0,1.3633001003608234
556,1001.0,995.2,3.405929242,1,3.371405938,0.0,-1.8656328300825165
557,1001.0,995.2,3.371405938,0,3.371405938,0.0,-1.8656328300825165
