t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,psi_t
460.0,950.62,986.06,2.8551933384623878,134.0,2.999458617817555,22.38146816707304,-0.055155679801033336
461.0,950.62,986.06,2.852244204131196,133.0,2.999458617817555,22.38146816707304,-0.05515415115933209
462.0,951.22,986.02,2.840257910824297,132.0,2.999458617817555,21.780136311938104,-0.05516469331332008
463.0,951.22,986.02,2.819282178143933,131.0,2.999458617817555,21.780136311938104,-0.05518850893933036
464.0,951.82,985.99,2.7873198596501263,130.0,2.999458617817555,21.17938678010306,-0.055226819441240006
465.0,951.82,985.99,2.7463200833114847,129.0,2.999458617817555,21.17938678010306,-0.05528084606122627
466.0,951.82,985.99,2.6953330035452012,128.0,2.999458617817555,21.17938678010306,-0.05535178735613025
467.0,952.42,985.95,2.6363066968772806,127.0,2.999458617817555,20.578054924968235,-0.055440793138969824
468.0,952.42,985.95,2.5702896723910325,126.0,2.999458617817555,20.578054924968235,-0.05554893518094316
469.0,953.02,985.91,2.498281209151604,125.0,2.999458617817555,19.976723069833287,-0.05567717523558471
470.0,953.02,985.91,2.4212288202480994,124.0,2.999458617817555,19.976723069833287,-0.0558263312416264
471.0,953.62,985.88,2.3401822578594174,123.0,2.999458617817555,19.37597353799825,-0.05599704283078738
472.0,953.62,985.88,2.256140509808731,122.0,2.999458617817555,19.37597353799825,-0.05618973757708551
473.0,953.62,985.88,2.171047903663114,121.0,2.999458617817555,19.37597353799825,-0.05640459963473172
474.0,954.22,985.84,2.0850103117251004,120.0,2.999458617817555,18.774641682863308,-0.05664154256519792
475.0,954.22,985.84,1.9989197082424297,119.0,2.999458617817555,18.774641682863308,-0.056900188222956734
476.0,954.22,985.84,1.9138278396971864,118.0,2.999458617817555,18.774641682863308,-0.05717985340516535
477.0,954.83,985.82,1.8297346802200585,117.0,2.999458617817555,18.164313902076614,-0.057479545782175415
478.0,954.83,985.82,1.7476939091271104,116.0,2.999458617817555,18.164313902076614,-0.057797970121858284
479.0,954.83,985.82,1.6695921657698325,115.0,2.999458617817555,18.164313902076614,-0.058133545346230046
480.0,955.43,985.78,1.594485810535798,114.0,2.999458617817555,17.562982046941787,-0.05848443222238063
481.0,955.43,985.78,1.5254261699603815,113.0,2.999458617817555,17.562982046941787,-0.058848570861512836
482.0,955.43,985.78,1.4623573434697827,112.0,2.999458617817555,17.562982046941787,-0.05922372648752776
483.0,955.43,985.78,1.4052789758620885,111.0,2.999458617817555,17.562982046941787,-0.05960754141878984
484.0,956.03,985.75,1.3561876713788543,110.0,2.999458617817555,16.962232515106738,-0.05999759074467117
485.0,956.03,985.75,1.315140296698417,109.0,2.999458617817555,16.962232515106738,-0.060391439043046946
486.0,956.03,985.75,1.2831356124743791,108.0,2.999458617817555,16.962232515106738,-0.06078669545059439
487.0,956.03,985.75,1.2591179452299135,107.0,2.999458617817555,16.962232515106738,-0.06118106464711601
488.0,956.03,985.75,1.2430868835282594,106.0,2.999458617817555,16.962232515106738,-0.06157239171967545
489.0,956.64,985.7,1.2360987015606804,105.0,2.999458617817555,16.35018676518275,-0.061958699377405176
490.0,956.64,985.7,1.2351590990637604,104.0,2.999458617817555,16.35018676518275,-0.06233821660205794
491.0,956.64,985.7,1.2402096596946823,103.0,2.999458617817555,16.35018676518275,-0.06270939838285164
492.0,956.64,985.7,1.2512497752247551,102.0,2.999458617817555,16.35018676518275,-0.06307093673420472
493.0,956.64,985.7,1.265284552976128,101.0,2.999458617817555,16.35018676518275,-0.06342176364315574
494.0,957.24,985.68,1.2833725102245257,100.0,2.999458617817555,15.74985352439058,-0.06376104691327866
495.0,957.24,985.68,1.3043944955418971,99.0,2.999458617817555,15.74985352439058,-0.06408818009529492
496.0,957.24,985.68,1.326475404973647,98.0,2.999458617817555,15.74985352439058,-0.06440276780664797
497.0,957.24,985.68,1.3496166122273392,97.0,2.999458617817555,15.74985352439058,-0.06470460768341403
498.0,957.83,985.64,1.3746926929317695,96.0,2.999458617817555,15.158499146711652,-0.06499367021127232
499.0,957.83,985.64,1.4007669327907482,95.0,2.999458617817555,15.158499146711652,-0.06527007748027275
500.0,957.83,985.64,1.4269046919819135,94.0,2.999458617817555,15.158499146711652,-0.06553408177104919
501.0,957.83,985.64,1.4540416087581538,93.0,2.999458617817555,15.158499146711652,-0.0657860447035856
502.0,957.83,985.64,1.4801165494649398,92.0,2.999458617817555,15.158499146711652,-0.06602641748533462
503.0,958.43,985.6,1.5062569501914338,91.0,2.999458617817555,14.557167291576828,-0.06625572266542011
504.0,958.43,985.6,1.5323984468799228,90.0,2.999458617817555,14.557167291576828,-0.06647453760590374
505.0,958.43,985.6,1.5565455341878052,89.0,2.999458617817555,14.557167291576828,-0.06668347981622706
506.0,958.43,985.6,1.5796281207929923,88.0,2.999458617817555,14.557167291576828,-0.06688319417366657
507.0,959.01,985.56,1.6007838704834576,87.0,2.999458617817555,13.975789617426836,-0.06707434196342478
508.0,959.01,985.56,1.6198765385053269,86.0,2.999458617817555,13.975789617426836,-0.06725759166075321
509.0,959.01,985.56,1.6370442877332303,85.0,2.999458617817555,13.975789617426836,-0.0674336113113819
510.0,959.6,985.51,1.6521479957921443,84.0,2.999458617817555,13.383674763703313,-0.06760306234566792
511.0,959.6,985.51,1.666254782438748,83.0,2.999458617817555,13.383674763703313,-0.06776659468187314
512.0,959.6,985.51,1.677369965153782,82.0,2.999458617817555,13.383674763703313,-0.06792484292556755
513.0,959.6,985.51,1.6864913281721907,81.0,2.999458617817555,13.383674763703313,-0.06807842353470904
