t,x_t,y_t,v_t,t_to_goal,v_at_goal,d_to_goal,psi_t
511.0,1052.0,988.68,7.7982896842833425,49.0,4.684813977096637,33.45376156982377,3.0827213791379102
512.0,1051.0,988.74,7.804209953608372,48.0,4.684813977096637,32.45176428153652,3.0824886914073937
513.0,1050.5,988.78,7.8091326663080824,47.0,4.684813977096637,31.950166833377143,3.0823225924116566
514.0,1049.4,988.84,7.810996159261634,46.0,4.684813977096637,30.848236144425698,3.082219619866472
515.0,1048.9,988.87,7.809932458094628,45.0,4.684813977096637,30.347336952970977,3.082176285694391
516.0,1047.8,988.94,7.806807542139103,44.0,4.684813977096637,29.24510590638119,3.082189111511753
517.0,1047.3,988.96,7.801687317497414,43.0,4.684813977096637,28.74470606625332,3.082254657335592
518.0,1046.2,989.03,7.794506591183307,42.0,4.684813977096637,27.642475019663767,3.082369543983438
519.0,1045.7,989.06,7.785330885710639,41.0,4.684813977096637,27.141575828209053,3.082530469681422
520.0,1044.6,989.12,7.7752225048547645,40.0,4.684813977096637,26.039844132946115,3.0827342214164415
521.0,1044.1,989.16,7.761992012363838,39.0,4.684813977096637,25.53824668478673,3.0829776815633667
522.0,1043.5,989.19,7.746830706811657,38.0,4.684813977096637,24.937497152951806,3.0832578302843916
523.0,1042.4,989.25,7.7276144443159165,37.0,4.684813977096637,23.835566464000397,3.0835717441656416
524.0,1041.8,989.28,7.705405180780567,36.0,4.684813977096637,23.234816932165195,3.083916591496848
525.0,1040.7,989.34,7.678206691669612,35.0,4.684813977096637,22.133168208875595,3.0842896245544056
526.0,1040.2,989.38,7.646954164894674,34.0,4.684813977096637,21.6315707607162,3.0846881691836687
527.0,1039.6,989.41,7.610712515921227,33.0,4.684813977096637,21.030821228880995,3.085109611921235
528.0,1038.5,989.48,7.569419660713758,32.0,4.684813977096637,19.928590182291497,3.085551384844378
529.0,1038.0,989.49,7.524197232927909,31.0,4.684813977096637,19.428490192289495,3.086010948279048
530.0,1036.9,989.56,7.472925598452054,30.0,4.684813977096637,18.325397665020297,3.0864857714495186
531.0,1036.3,989.61,7.415605504609856,29.0,4.684813977096637,17.723317936080598,3.0869733111135784
532.0,1035.8,989.63,7.354294323726784,28.0,4.684813977096637,17.222918095952693,3.0874709881868365
533.0,1034.7,989.7,7.286995334155224,27.0,4.684813977096637,16.120687049363095,3.0879761623316933
534.0,1034.1,989.72,7.214647115417358,26.0,4.684813977096637,15.520353808570794,3.088486104467122
535.0,1033.5,989.75,7.13730943703578,25.0,4.684813977096637,14.919604276735894,3.088997967149635
536.0,1033.0,989.78,7.056920362311027,24.0,4.684813977096637,14.418705085281196,3.0895087527736127
537.0,1031.9,989.83,6.972540569978778,23.0,4.684813977096637,13.317555713318395,3.0900152795713276
538.0,1031.3,989.87,6.88610964188053,22.0,4.684813977096637,12.716223858183296,3.090514145428398
539.0,1030.7,989.89,6.798684063846474,21.0,4.684813977096637,12.115890617391296,3.091001689601825
540.0,1030.2,989.91,6.7092653845260894,20.0,4.684813977096637,11.615490777263393,3.0914739525372834
541.0,1029.1,989.98,6.619796069366489,19.0,4.684813977096637,10.513143797268896,3.0919266341114016
542.0,1028.5,990.0,6.530332457080573,18.0,4.684813977096637,9.912810556476797,3.0923550508349402
543.0,1028.0,990.03,6.441873407635391,17.0,4.684813977096637,9.411911365022096,3.0927540927866337
544.0,1027.5,990.06,6.3524219790564915,16.0,4.684813977096637,8.911012173567396,3.0931181813857056
545.0,1026.9,990.08,6.263975734308045,15.0,4.684813977096637,8.310678932775296,3.093441229493088
546.0,1025.9,990.13,6.175536332983558,14.0,4.684813977096637,7.308981494613897,3.0937166058468066
547.0,1025.4,990.15,6.087104073366906,13.0,4.684813977096637,6.8085816544860975,3.0939371063918806
548.0,1024.8,990.18,5.9976803849488345,12.0,4.684813977096637,6.207832122650896,3.0940949357682257
549.0,1024.3,990.2,5.906266502622447,11.0,4.684813977096637,5.707432282522997,3.094181702961494
550.0,1023.8,990.24,5.813861453457591,10.0,4.684813977096637,5.205834834363596,3.0941884359391625
551.0,1023.3,990.26,5.719510206302633,9.0,4.684813977096637,4.705434994235798,3.0941056209093487
552.0,1022.3,990.3,5.621211613166684,8.0,4.684813977096637,3.704635313979996,3.0939232725719807
553.0,1022.3,990.3,5.519919745793411,7.0,4.684813977096637,3.704635313979996,3.0936310422879245
